context,perturbation,n_cells,dominant_dose_value,dominant_dose_fraction,n_dose_values,all_dose_values,dominant_time,dominant_time_fraction,n_time_values,all_time_values
NCIH1650,Trametinib,140,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1693,BRD3379,351,0.0,1.0,1,0.0,6,0.5327635327635327,2,24|6
NCIH1693,Dabrafenib,206,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1693,Navitoclax,126,5.0,1.0,1,5.0,24,1.0,1,24
NCIH1693,Trametinib,187,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1793,AZD5591,61,0.0,1.0,1,0.0,24,1.0,1,24
NCIH1793,Afatinib,43,0.5,1.0,1,0.5,24,1.0,1,24
NCIH1793,BRD3379,182,0.0,1.0,1,0.0,6,0.5494505494505495,2,24|6
NCIH1793,Dabrafenib,92,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1793,Everolimus,31,10.0,1.0,1,10.0,24,1.0,1,24
NCIH1793,Gemcitabine,25,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1793,JQ1,47,2.5,1.0,1,2.5,24,1.0,1,24
NCIH1793,Navitoclax,74,5.0,1.0,1,5.0,24,1.0,1,24
NCIH1793,Prexasertib,54,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1793,Taselisib,35,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1793,Trametinib,90,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1915,BRD3379,226,0.0,1.0,1,0.0,6,0.5176991150442478,2,24|6
NCIH1915,Dabrafenib,121,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1915,Navitoclax,85,5.0,1.0,1,5.0,24,1.0,1,24
NCIH1915,Trametinib,98,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1975,AZD5591,60,0.0,1.0,1,0.0,24,1.0,1,24
NCIH1975,Afatinib,40,0.5,1.0,1,0.5,24,1.0,1,24
NCIH1975,Everolimus,32,10.0,1.0,1,10.0,24,1.0,1,24
NCIH1975,Gemcitabine,17,0.1,1.0,1,0.1,24,1.0,1,24
NCIH1975,JQ1,35,2.5,1.0,1,2.5,24,1.0,1,24
NCIH1975,Prexasertib,36,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1975,Taselisib,23,1.0,1.0,1,1.0,24,1.0,1,24
NCIH1975,Trametinib,21,0.1,1.0,1,0.1,24,1.0,1,24
NCIH2009,AZD5591,90,0.0,1.0,1,0.0,24,1.0,1,24
NCIH2009,Afatinib,54,0.5,1.0,1,0.5,24,1.0,1,24
NCIH2009,Everolimus,55,10.0,1.0,1,10.0,24,1.0,1,24
NCIH2009,Gemcitabine,25,0.1,1.0,1,0.1,24,1.0,1,24
NCIH2009,JQ1,79,2.5,1.0,1,2.5,24,1.0,1,24
NCIH2009,Prexasertib,51,1.0,1.0,1,1.0,24,1.0,1,24
NCIH2009,Taselisib,49,1.0,1.0,1,1.0,24,1.0,1,24
NCIH2009,Trametinib,68,0.1,1.0,1,0.1,24,1.0,1,24
NCIH2126,BRD3379,198,0.0,1.0,1,0.0,24,0.5252525252525253,2,24|6
NCIH2126,Dabrafenib,114,0.1,1.0,1,0.1,24,1.0,1,24
NCIH2126,Navitoclax,111,5.0,1.0,1,5.0,24,1.0,1,24
NCIH2126,Trametinib,101,0.1,1.0,1,0.1,24,1.0,1,24
NCIH2347,AZD5591,92,0.0,1.0,1,0.0,24,1.0,1,24
NCIH2347,Afatinib,51,0.5,1.0,1,0.5,24,1.0,1,24
NCIH2347,BRD3379,112,0.0,1.0,1,0.0,6,0.5625,2,24|6
NCIH2347,Bortezomib,195,2.5,1.0,1,2.5,24,0.5025641025641026,2,24|6
NCIH2347,Dabrafenib,66,0.1,1.0,1,0.1,24,1.0,1,24
NCIH2347,Everolimus,71,10.0,1.0,1,10.0,24,1.0,1,24
NCIH2347,Gemcitabine,33,0.1,1.0,1,0.1,24,1.0,1,24
NCIH2347,Idasanutlin,279,2.5,1.0,1,2.5,24,0.5698924731182796,2,24|6
NCIH2347,JQ1,83,2.5,1.0,1,2.5,24,1.0,1,24
NCIH2347,Navitoclax,37,5.0,1.0,1,5.0,24,1.0,1,24
NCIH2347,Prexasertib,37,1.0,1.0,1,1.0,24,1.0,1,24
NCIH2347,Taselisib,44,1.0,1.0,1,1.0,24,1.0,1,24
NCIH2347,Trametinib,704,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.5071022727272727,3,"24|3, 6, 12, 24, 48|6"
NCIH2444,BRD3379,237,0.0,1.0,1,0.0,6,0.5358649789029536,2,24|6
NCIH2444,Dabrafenib,139,0.1,1.0,1,0.1,24,1.0,1,24
NCIH2444,Navitoclax,39,5.0,1.0,1,5.0,24,1.0,1,24
NCIH2444,Trametinib,128,0.1,1.0,1,0.1,24,1.0,1,24
NCIN87,AZD5591,57,0.0,1.0,1,0.0,24,1.0,1,24
NCIN87,Afatinib,11,0.5,1.0,1,0.5,24,1.0,1,24
NCIN87,Everolimus,15,10.0,1.0,1,10.0,24,1.0,1,24
NCIN87,Gemcitabine,14,0.1,1.0,1,0.1,24,1.0,1,24
NCIN87,JQ1,20,2.5,1.0,1,2.5,24,1.0,1,24
NCIN87,Prexasertib,25,1.0,1.0,1,1.0,24,1.0,1,24
NCIN87,Taselisib,11,1.0,1.0,1,1.0,24,1.0,1,24
NCIN87,Trametinib,7,0.1,1.0,1,0.1,24,1.0,1,24
NIHOVCAR3,AZD5591,46,0.0,1.0,1,0.0,24,1.0,1,24
NIHOVCAR3,Afatinib,19,0.5,1.0,1,0.5,24,1.0,1,24
NIHOVCAR3,Everolimus,27,10.0,1.0,1,10.0,24,1.0,1,24
NIHOVCAR3,Gemcitabine,21,0.1,1.0,1,0.1,24,1.0,1,24
NIHOVCAR3,JQ1,42,2.5,1.0,1,2.5,24,1.0,1,24
NIHOVCAR3,Prexasertib,36,1.0,1.0,1,1.0,24,1.0,1,24
NIHOVCAR3,Taselisib,13,1.0,1.0,1,1.0,24,1.0,1,24
NIHOVCAR3,Trametinib,40,0.1,1.0,1,0.1,24,1.0,1,24
NMCG1,AZD5591,68,0.0,1.0,1,0.0,24,1.0,1,24
NMCG1,Afatinib,39,0.5,1.0,1,0.5,24,1.0,1,24
NMCG1,Everolimus,44,10.0,1.0,1,10.0,24,1.0,1,24
NMCG1,Gemcitabine,27,0.1,1.0,1,0.1,24,1.0,1,24
NMCG1,JQ1,49,2.5,1.0,1,2.5,24,1.0,1,24
NMCG1,Prexasertib,57,1.0,1.0,1,1.0,24,1.0,1,24
NMCG1,Taselisib,43,1.0,1.0,1,1.0,24,1.0,1,24
NMCG1,Trametinib,68,0.1,1.0,1,0.1,24,1.0,1,24
NUGC3,BRD3379,234,0.0,1.0,1,0.0,24,0.5470085470085471,2,24|6
NUGC3,Dabrafenib,167,0.1,1.0,1,0.1,24,1.0,1,24
NUGC3,Navitoclax,55,5.0,1.0,1,5.0,24,1.0,1,24
NUGC3,Trametinib,119,0.1,1.0,1,0.1,24,1.0,1,24
OAW42,BRD3379,497,0.0,1.0,1,0.0,24,0.5955734406438632,2,24|6
OAW42,Dabrafenib,369,0.1,1.0,1,0.1,24,1.0,1,24
OAW42,Navitoclax,235,5.0,1.0,1,5.0,24,1.0,1,24
OAW42,Trametinib,296,0.1,1.0,1,0.1,24,1.0,1,24
ONS76,AZD5591,108,0.0,1.0,1,0.0,24,1.0,1,24
ONS76,Afatinib,61,0.5,1.0,1,0.5,24,1.0,1,24
ONS76,Everolimus,39,10.0,1.0,1,10.0,24,1.0,1,24
ONS76,Gemcitabine,39,0.1,1.0,1,0.1,24,1.0,1,24
ONS76,JQ1,89,2.5,1.0,1,2.5,24,1.0,1,24
ONS76,Prexasertib,55,1.0,1.0,1,1.0,24,1.0,1,24
ONS76,Taselisib,48,1.0,1.0,1,1.0,24,1.0,1,24
ONS76,Trametinib,23,0.1,1.0,1,0.1,24,1.0,1,24
OSRC2,BRD3379,186,0.0,1.0,1,0.0,24,0.5591397849462365,2,24|6
OSRC2,Dabrafenib,126,0.1,1.0,1,0.1,24,1.0,1,24
OSRC2,Navitoclax,92,5.0,1.0,1,5.0,24,1.0,1,24
OSRC2,Trametinib,109,0.1,1.0,1,0.1,24,1.0,1,24
OVISE,AZD5591,98,0.0,1.0,1,0.0,24,1.0,1,24
OVISE,Afatinib,26,0.5,1.0,1,0.5,24,1.0,1,24
OVISE,Everolimus,50,10.0,1.0,1,10.0,24,1.0,1,24
OVISE,Gemcitabine,19,0.1,1.0,1,0.1,24,1.0,1,24
OVISE,JQ1,70,2.5,1.0,1,2.5,24,1.0,1,24
OVISE,Prexasertib,66,1.0,1.0,1,1.0,24,1.0,1,24
OVISE,Taselisib,29,1.0,1.0,1,1.0,24,1.0,1,24
OVISE,Trametinib,50,0.1,1.0,1,0.1,24,1.0,1,24
PANC0403,BRD3379,182,0.0,1.0,1,0.0,6,0.5274725274725275,2,24|6
PANC0403,Dabrafenib,110,0.1,1.0,1,0.1,24,1.0,1,24
PANC0403,Navitoclax,74,5.0,1.0,1,5.0,24,1.0,1,24
PANC0403,Trametinib,71,0.1,1.0,1,0.1,24,1.0,1,24
PATU8988S,BRD3379,220,0.0,1.0,1,0.0,24,0.5545454545454546,2,24|6
PATU8988S,Dabrafenib,100,0.1,1.0,1,0.1,24,1.0,1,24
PATU8988S,Navitoclax,101,5.0,1.0,1,5.0,24,1.0,1,24
PATU8988S,Trametinib,92,0.1,1.0,1,0.1,24,1.0,1,24
PATU8988T,AZD5591,128,0.0,1.0,1,0.0,24,1.0,1,24
PATU8988T,Afatinib,85,0.5,1.0,1,0.5,24,1.0,1,24
PATU8988T,Everolimus,55,10.0,1.0,1,10.0,24,1.0,1,24
PATU8988T,Gemcitabine,29,0.1,1.0,1,0.1,24,1.0,1,24
PATU8988T,JQ1,80,2.5,1.0,1,2.5,24,1.0,1,24
PATU8988T,Prexasertib,89,1.0,1.0,1,1.0,24,1.0,1,24
PATU8988T,Taselisib,49,1.0,1.0,1,1.0,24,1.0,1,24
PATU8988T,Trametinib,43,0.1,1.0,1,0.1,24,1.0,1,24
PC3,BRD3379,224,0.0,1.0,1,0.0,24,0.5044642857142857,2,24|6
PC3,Dabrafenib,141,0.1,1.0,1,0.1,24,1.0,1,24
PC3,Navitoclax,116,5.0,1.0,1,5.0,24,1.0,1,24
PC3,Trametinib,136,0.1,1.0,1,0.1,24,1.0,1,24
QGP1,BRD3379,90,0.0,1.0,1,0.0,6,0.5555555555555556,2,24|6
QGP1,Dabrafenib,59,0.1,1.0,1,0.1,24,1.0,1,24
QGP1,Navitoclax,49,5.0,1.0,1,5.0,24,1.0,1,24
QGP1,Trametinib,52,0.1,1.0,1,0.1,24,1.0,1,24
RCC10RGB,AZD5591,103,0.0,1.0,1,0.0,24,1.0,1,24
RCC10RGB,Afatinib,52,0.5,1.0,1,0.5,24,1.0,1,24
RCC10RGB,BRD3379,164,0.0,1.0,1,0.0,24,0.6036585365853658,2,24|6
RCC10RGB,Bortezomib,303,2.5,1.0,1,2.5,24,0.5445544554455446,2,24|6
RCC10RGB,Dabrafenib,112,0.1,1.0,1,0.1,24,1.0,1,24
RCC10RGB,Everolimus,56,10.0,1.0,1,10.0,24,1.0,1,24
RCC10RGB,Gemcitabine,11,0.1,1.0,1,0.1,24,1.0,1,24
RCC10RGB,Idasanutlin,251,2.5,1.0,1,2.5,6,0.545816733067729,2,24|6
RCC10RGB,JQ1,93,2.5,1.0,1,2.5,24,1.0,1,24
RCC10RGB,Navitoclax,91,5.0,1.0,1,5.0,24,1.0,1,24
RCC10RGB,Prexasertib,60,1.0,1.0,1,1.0,24,1.0,1,24
RCC10RGB,Taselisib,45,1.0,1.0,1,1.0,24,1.0,1,24
RCC10RGB,Trametinib,1963,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.7300050942435048,3,"24|3, 6, 12, 24, 48|6"
RCM1,AZD5591,48,0.0,1.0,1,0.0,24,1.0,1,24
RCM1,Afatinib,21,0.5,1.0,1,0.5,24,1.0,1,24
RCM1,Bortezomib,230,2.5,1.0,1,2.5,6,0.5217391304347826,2,24|6
RCM1,Everolimus,22,10.0,1.0,1,10.0,24,1.0,1,24
RCM1,Gemcitabine,16,0.1,1.0,1,0.1,24,1.0,1,24
RCM1,Idasanutlin,233,2.5,1.0,1,2.5,24,0.5708154506437768,2,24|6
RCM1,JQ1,30,2.5,1.0,1,2.5,24,1.0,1,24
RCM1,Prexasertib,28,1.0,1.0,1,1.0,24,1.0,1,24
RCM1,Taselisib,13,1.0,1.0,1,1.0,24,1.0,1,24
RCM1,Trametinib,1465,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.8457337883959044,3,"24|3, 6, 12, 24, 48|6"
RERFLCAD1,AZD5591,71,0.0,1.0,1,0.0,24,1.0,1,24
RERFLCAD1,Afatinib,28,0.5,1.0,1,0.5,24,1.0,1,24
RERFLCAD1,Bortezomib,266,2.5,1.0,1,2.5,24,0.5300751879699248,2,24|6
RERFLCAD1,Everolimus,55,10.0,1.0,1,10.0,24,1.0,1,24
RERFLCAD1,Gemcitabine,16,0.1,1.0,1,0.1,24,1.0,1,24
RERFLCAD1,Idasanutlin,227,2.5,1.0,1,2.5,24,0.5418502202643172,2,24|6
RERFLCAD1,JQ1,42,2.5,1.0,1,2.5,24,1.0,1,24
RERFLCAD1,Prexasertib,40,1.0,1.0,1,1.0,24,1.0,1,24
RERFLCAD1,Taselisib,35,1.0,1.0,1,1.0,24,1.0,1,24
RERFLCAD1,Trametinib,1218,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.764367816091954,3,"24|3, 6, 12, 24, 48|6"
RERFLCAD2,AZD5591,41,0.0,1.0,1,0.0,24,1.0,1,24
RERFLCAD2,Afatinib,14,0.5,1.0,1,0.5,24,1.0,1,24
RERFLCAD2,Everolimus,14,10.0,1.0,1,10.0,24,1.0,1,24
RERFLCAD2,Gemcitabine,5,0.1,1.0,1,0.1,24,1.0,1,24
RERFLCAD2,JQ1,17,2.5,1.0,1,2.5,24,1.0,1,24
RERFLCAD2,Prexasertib,22,1.0,1.0,1,1.0,24,1.0,1,24
RERFLCAD2,Taselisib,5,1.0,1.0,1,1.0,24,1.0,1,24
RERFLCAD2,Trametinib,7,0.1,1.0,1,0.1,24,1.0,1,24
RH30,BRD3379,216,0.0,1.0,1,0.0,24,0.5462962962962963,2,24|6
RH30,Dabrafenib,158,0.1,1.0,1,0.1,24,1.0,1,24
RH30,Navitoclax,81,5.0,1.0,1,5.0,24,1.0,1,24
RH30,Trametinib,140,0.1,1.0,1,0.1,24,1.0,1,24
RMUGS,AZD5591,53,0.0,1.0,1,0.0,24,1.0,1,24
RMUGS,Afatinib,31,0.5,1.0,1,0.5,24,1.0,1,24
RMUGS,Everolimus,32,10.0,1.0,1,10.0,24,1.0,1,24
RMUGS,Gemcitabine,14,0.1,1.0,1,0.1,24,1.0,1,24
RMUGS,JQ1,45,2.5,1.0,1,2.5,24,1.0,1,24
RMUGS,Prexasertib,46,1.0,1.0,1,1.0,24,1.0,1,24
RMUGS,Taselisib,28,1.0,1.0,1,1.0,24,1.0,1,24
RMUGS,Trametinib,42,0.1,1.0,1,0.1,24,1.0,1,24
S117,AZD5591,39,0.0,1.0,1,0.0,24,1.0,1,24
S117,Afatinib,33,0.5,1.0,1,0.5,24,1.0,1,24
S117,Everolimus,38,10.0,1.0,1,10.0,24,1.0,1,24
S117,Gemcitabine,9,0.1,1.0,1,0.1,24,1.0,1,24
S117,JQ1,32,2.5,1.0,1,2.5,24,1.0,1,24
S117,Prexasertib,16,1.0,1.0,1,1.0,24,1.0,1,24
S117,Taselisib,27,1.0,1.0,1,1.0,24,1.0,1,24
S117,Trametinib,24,0.1,1.0,1,0.1,24,1.0,1,24
SH10TC,AZD5591,73,0.0,1.0,1,0.0,24,1.0,1,24
SH10TC,Afatinib,54,0.5,1.0,1,0.5,24,1.0,1,24
SH10TC,Bortezomib,170,2.5,1.0,1,2.5,24,0.5470588235294118,2,24|6
SH10TC,Everolimus,89,10.0,1.0,1,10.0,24,1.0,1,24
SH10TC,Gemcitabine,25,0.1,1.0,1,0.1,24,1.0,1,24
SH10TC,Idasanutlin,236,2.5,1.0,1,2.5,24,0.5169491525423728,2,24|6
SH10TC,JQ1,106,2.5,1.0,1,2.5,24,1.0,1,24
SH10TC,Prexasertib,59,1.0,1.0,1,1.0,24,1.0,1,24
SH10TC,Taselisib,52,1.0,1.0,1,1.0,24,1.0,1,24
SH10TC,Trametinib,1221,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.733005733005733,3,"24|3, 6, 12, 24, 48|6"
SKMEL2,AZD5591,32,0.0,1.0,1,0.0,24,1.0,1,24
SKMEL2,Afatinib,41,0.5,1.0,1,0.5,24,1.0,1,24
SKMEL2,Bortezomib,155,2.5,1.0,1,2.5,6,0.7354838709677419,2,24|6
SKMEL2,Everolimus,59,10.0,1.0,1,10.0,24,1.0,1,24
SKMEL2,Gemcitabine,32,0.1,1.0,1,0.1,24,1.0,1,24
SKMEL2,Idasanutlin,255,2.5,1.0,1,2.5,24,0.5529411764705883,2,24|6
SKMEL2,JQ1,84,2.5,1.0,1,2.5,24,1.0,1,24
SKMEL2,Prexasertib,26,1.0,1.0,1,1.0,24,1.0,1,24
SKMEL2,Taselisib,55,1.0,1.0,1,1.0,24,1.0,1,24
SKMEL2,Trametinib,1525,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.8170491803278689,3,"24|3, 6, 12, 24, 48|6"
SKMEL3,AZD5591,73,0.0,1.0,1,0.0,24,1.0,1,24
SKMEL3,Afatinib,41,0.5,1.0,1,0.5,24,1.0,1,24
SKMEL3,Bortezomib,367,2.5,1.0,1,2.5,24,0.5286103542234333,2,24|6
SKMEL3,Everolimus,40,10.0,1.0,1,10.0,24,1.0,1,24
SKMEL3,Gemcitabine,23,0.1,1.0,1,0.1,24,1.0,1,24
SKMEL3,Idasanutlin,322,2.5,1.0,1,2.5,24,0.5683229813664596,2,24|6
SKMEL3,JQ1,49,2.5,1.0,1,2.5,24,1.0,1,24
SKMEL3,Prexasertib,25,1.0,1.0,1,1.0,24,1.0,1,24
SKMEL3,Taselisib,41,1.0,1.0,1,1.0,24,1.0,1,24
SKMEL3,Trametinib,1034,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.6518375241779497,3,"24|3, 6, 12, 24, 48|6"
SKMEL24,BRD3379,196,0.0,1.0,1,0.0,24,0.5051020408163265,2,24|6
SKMEL24,Dabrafenib,94,0.1,1.0,1,0.1,24,1.0,1,24
SKMEL24,Navitoclax,66,5.0,1.0,1,5.0,24,1.0,1,24
SKMEL24,Trametinib,104,0.1,1.0,1,0.1,24,1.0,1,24
SKNFI,AZD5591,86,0.0,1.0,1,0.0,24,1.0,1,24
SKNFI,Afatinib,42,0.5,1.0,1,0.5,24,1.0,1,24
SKNFI,Everolimus,44,10.0,1.0,1,10.0,24,1.0,1,24
SKNFI,Gemcitabine,17,0.1,1.0,1,0.1,24,1.0,1,24
SKNFI,JQ1,55,2.5,1.0,1,2.5,24,1.0,1,24
SKNFI,Prexasertib,19,1.0,1.0,1,1.0,24,1.0,1,24
SKNFI,Taselisib,40,1.0,1.0,1,1.0,24,1.0,1,24
SKNFI,Trametinib,30,0.1,1.0,1,0.1,24,1.0,1,24
SKNSH,AZD5591,110,0.0,1.0,1,0.0,24,1.0,1,24
SKNSH,Afatinib,41,0.5,1.0,1,0.5,24,1.0,1,24
SKNSH,Everolimus,52,10.0,1.0,1,10.0,24,1.0,1,24
SKNSH,Gemcitabine,9,0.1,1.0,1,0.1,24,1.0,1,24
SKNSH,JQ1,79,2.5,1.0,1,2.5,24,1.0,1,24
SKNSH,Prexasertib,18,1.0,1.0,1,1.0,24,1.0,1,24
SKNSH,Taselisib,31,1.0,1.0,1,1.0,24,1.0,1,24
SKNSH,Trametinib,56,0.1,1.0,1,0.1,24,1.0,1,24
SKUT1,BRD3379,149,0.0,1.0,1,0.0,6,0.5637583892617449,2,24|6
SKUT1,Dabrafenib,131,0.1,1.0,1,0.1,24,1.0,1,24
SKUT1,Navitoclax,98,5.0,1.0,1,5.0,24,1.0,1,24
SKUT1,Trametinib,147,0.1,1.0,1,0.1,24,1.0,1,24
SNB75,AZD5591,44,0.0,1.0,1,0.0,24,1.0,1,24
SNB75,Afatinib,34,0.5,1.0,1,0.5,24,1.0,1,24
SNB75,BRD3379,174,0.0,1.0,1,0.0,6,0.5172413793103449,2,24|6
SNB75,Dabrafenib,97,0.1,1.0,1,0.1,24,1.0,1,24
SNB75,Everolimus,27,10.0,1.0,1,10.0,24,1.0,1,24
SNB75,Gemcitabine,19,0.1,1.0,1,0.1,24,1.0,1,24
SNB75,JQ1,55,2.5,1.0,1,2.5,24,1.0,1,24
SNB75,Navitoclax,77,5.0,1.0,1,5.0,24,1.0,1,24
SNB75,Prexasertib,43,1.0,1.0,1,1.0,24,1.0,1,24
SNB75,Taselisib,25,1.0,1.0,1,1.0,24,1.0,1,24
SNB75,Trametinib,145,0.1,1.0,1,0.1,24,1.0,1,24
SNU8,AZD5591,33,0.0,1.0,1,0.0,24,1.0,1,24
SNU8,Afatinib,15,0.5,1.0,1,0.5,24,1.0,1,24
SNU8,Everolimus,23,10.0,1.0,1,10.0,24,1.0,1,24
SNU8,Gemcitabine,13,0.1,1.0,1,0.1,24,1.0,1,24
SNU8,JQ1,36,2.5,1.0,1,2.5,24,1.0,1,24
SNU8,Prexasertib,19,1.0,1.0,1,1.0,24,1.0,1,24
SNU8,Taselisib,17,1.0,1.0,1,1.0,24,1.0,1,24
SNU8,Trametinib,24,0.1,1.0,1,0.1,24,1.0,1,24
SNU61,BRD3379,76,0.0,1.0,1,0.0,6,0.5657894736842105,2,24|6
SNU61,Dabrafenib,43,0.1,1.0,1,0.1,24,1.0,1,24
SNU61,Navitoclax,34,5.0,1.0,1,5.0,24,1.0,1,24
SNU61,Trametinib,36,0.1,1.0,1,0.1,24,1.0,1,24
SNU245,BRD3379,158,0.0,1.0,1,0.0,6,0.5126582278481012,2,24|6
SNU245,Dabrafenib,76,0.1,1.0,1,0.1,24,1.0,1,24
SNU245,Navitoclax,53,5.0,1.0,1,5.0,24,1.0,1,24
SNU245,Trametinib,69,0.1,1.0,1,0.1,24,1.0,1,24
SNU410,AZD5591,57,0.0,1.0,1,0.0,24,1.0,1,24
SNU410,Afatinib,36,0.5,1.0,1,0.5,24,1.0,1,24
SNU410,BRD3379,91,0.0,1.0,1,0.0,6,0.5384615384615384,2,24|6
SNU410,Dabrafenib,49,0.1,1.0,1,0.1,24,1.0,1,24
SNU410,Everolimus,28,10.0,1.0,1,10.0,24,1.0,1,24
SNU410,Gemcitabine,20,0.1,1.0,1,0.1,24,1.0,1,24
SNU410,JQ1,58,2.5,1.0,1,2.5,24,1.0,1,24
SNU410,Navitoclax,7,5.0,1.0,1,5.0,24,1.0,1,24
SNU410,Prexasertib,45,1.0,1.0,1,1.0,24,1.0,1,24
SNU410,Taselisib,21,1.0,1.0,1,1.0,24,1.0,1,24
SNU410,Trametinib,87,0.1,1.0,1,0.1,24,1.0,1,24
SNU685,BRD3379,156,0.0,1.0,1,0.0,6,0.5256410256410257,2,24|6
SNU685,Dabrafenib,105,0.1,1.0,1,0.1,24,1.0,1,24
SNU685,Navitoclax,87,5.0,1.0,1,5.0,24,1.0,1,24
SNU685,Trametinib,111,0.1,1.0,1,0.1,24,1.0,1,24
SNU761,AZD5591,57,0.0,1.0,1,0.0,24,1.0,1,24
SNU761,Afatinib,21,0.5,1.0,1,0.5,24,1.0,1,24
SNU761,Everolimus,30,10.0,1.0,1,10.0,24,1.0,1,24
SNU761,Gemcitabine,37,0.1,1.0,1,0.1,24,1.0,1,24
SNU761,JQ1,51,2.5,1.0,1,2.5,24,1.0,1,24
SNU761,Prexasertib,48,1.0,1.0,1,1.0,24,1.0,1,24
SNU761,Taselisib,17,1.0,1.0,1,1.0,24,1.0,1,24
SNU761,Trametinib,21,0.1,1.0,1,0.1,24,1.0,1,24
SNU840,AZD5591,115,0.0,1.0,1,0.0,24,1.0,1,24
SNU840,Afatinib,78,0.5,1.0,1,0.5,24,1.0,1,24
SNU840,Everolimus,64,10.0,1.0,1,10.0,24,1.0,1,24
SNU840,Gemcitabine,24,0.1,1.0,1,0.1,24,1.0,1,24
SNU840,JQ1,83,2.5,1.0,1,2.5,24,1.0,1,24
SNU840,Prexasertib,80,1.0,1.0,1,1.0,24,1.0,1,24
SNU840,Taselisib,45,1.0,1.0,1,1.0,24,1.0,1,24
SNU840,Trametinib,38,0.1,1.0,1,0.1,24,1.0,1,24
SNU1041,BRD3379,165,0.0,1.0,1,0.0,24,0.503030303030303,2,24|6
SNU1041,Dabrafenib,86,0.1,1.0,1,0.1,24,1.0,1,24
SNU1041,Navitoclax,80,5.0,1.0,1,5.0,24,1.0,1,24
SNU1041,Trametinib,87,0.1,1.0,1,0.1,24,1.0,1,24
SNU1079,AZD5591,30,0.0,1.0,1,0.0,24,1.0,1,24
SNU1079,Afatinib,19,0.5,1.0,1,0.5,24,1.0,1,24
SNU1079,Bortezomib,300,2.5,1.0,1,2.5,24,0.5833333333333334,2,24|6
SNU1079,Everolimus,15,10.0,1.0,1,10.0,24,1.0,1,24
SNU1079,Gemcitabine,14,0.1,1.0,1,0.1,24,1.0,1,24
SNU1079,Idasanutlin,241,2.5,1.0,1,2.5,6,0.5643153526970954,2,24|6
SNU1079,JQ1,27,2.5,1.0,1,2.5,24,1.0,1,24
SNU1079,Prexasertib,14,1.0,1.0,1,1.0,24,1.0,1,24
SNU1079,Taselisib,15,1.0,1.0,1,1.0,24,1.0,1,24
SNU1079,Trametinib,665,0.1,1.0,1,0.1,"3, 6, 12, 24, 48",0.6075187969924812,3,"24|3, 6, 12, 24, 48|6"
SNU1105,AZD5591,81,0.0,1.0,1,0.0,24,1.0,1,24
SNU1105,Afatinib,41,0.5,1.0,1,0.5,24,1.0,1,24
SNU1105,BRD3379,124,0.0,1.0,1,0.0,24,0.5403225806451613,2,24|6
SNU1105,Dabrafenib,61,0.1,1.0,1,0.1,24,1.0,1,24
SNU1105,Everolimus,65,10.0,1.0,1,10.0,24,1.0,1,24
SNU1105,Gemcitabine,21,0.1,1.0,1,0.1,24,1.0,1,24
SNU1105,JQ1,68,2.5,1.0,1,2.5,24,1.0,1,24
SNU1105,Navitoclax,50,5.0,1.0,1,5.0,24,1.0,1,24
SNU1105,Prexasertib,44,1.0,1.0,1,1.0,24,1.0,1,24
SNU1105,Taselisib,34,1.0,1.0,1,1.0,24,1.0,1,24
SNU1105,Trametinib,123,0.1,1.0,1,0.1,24,1.0,1,24
SNU1214,BRD3379,99,0.0,1.0,1,0.0,6,0.5252525252525253,2,24|6
SNU1214,Dabrafenib,51,0.1,1.0,1,0.1,24,1.0,1,24
SNU1214,Navitoclax,12,5.0,1.0,1,5.0,24,1.0,1,24
SNU1214,Trametinib,43,0.1,1.0,1,0.1,24,1.0,1,24
SNUC2A,AZD5591,51,0.0,1.0,1,0.0,24,1.0,1,24
SNUC2A,Afatinib,25,0.5,1.0,1,0.5,24,1.0,1,24
SNUC2A,Everolimus,22,10.0,1.0,1,10.0,24,1.0,1,24
SNUC2A,Gemcitabine,27,0.1,1.0,1,0.1,24,1.0,1,24
SNUC2A,JQ1,30,2.5,1.0,1,2.5,24,1.0,1,24
SNUC2A,Prexasertib,39,1.0,1.0,1,1.0,24,1.0,1,24
SNUC2A,Taselisib,17,1.0,1.0,1,1.0,24,1.0,1,24
SNUC2A,Trametinib,10,0.1,1.0,1,0.1,24,1.0,1,24
SQ1,AZD5591,54,0.0,1.0,1,0.0,24,1.0,1,24
SQ1,Afatinib,22,0.5,1.0,1,0.5,24,1.0,1,24
