context,drug,dose_nM,n_cells,dataset_name,role,task_key,dose_cpa,target_perturbed_expression_used_for_selection
NK cells,Amiodarone,1000.0,112,OpenProblems2023,target_test,OpenProblems2023::NK cells::Amiodarone::dose_nM=1000.0,3.0,False
NK cells,Atorvastatin,1000.0,122,OpenProblems2023,target_test,OpenProblems2023::NK cells::Atorvastatin::dose_nM=1000.0,3.0,False
NK cells,Azacitidine,1000.0,117,OpenProblems2023,target_test,OpenProblems2023::NK cells::Azacitidine::dose_nM=1000.0,3.0,False
NK cells,BAY 61-3606,1000.0,84,OpenProblems2023,target_test,OpenProblems2023::NK cells::BAY 61-3606::dose_nM=1000.0,3.0,False
NK cells,BAY 87-2243,1000.0,114,OpenProblems2023,target_test,OpenProblems2023::NK cells::BAY 87-2243::dose_nM=1000.0,3.0,False
NK cells,BI-D1870,1000.0,78,OpenProblems2023,target_test,OpenProblems2023::NK cells::BI-D1870::dose_nM=1000.0,3.0,False
NK cells,BMS-265246,1000.0,129,OpenProblems2023,target_test,OpenProblems2023::NK cells::BMS-265246::dose_nM=1000.0,3.0,False
NK cells,BMS-387032,1000.0,80,OpenProblems2023,target_test,OpenProblems2023::NK cells::BMS-387032::dose_nM=1000.0,3.0,False
NK cells,BMS-536924,1000.0,119,OpenProblems2023,target_test,OpenProblems2023::NK cells::BMS-536924::dose_nM=1000.0,3.0,False
NK cells,BMS-777607,1000.0,104,OpenProblems2023,target_test,OpenProblems2023::NK cells::BMS-777607::dose_nM=1000.0,3.0,False
NK cells,BX 912,1000.0,102,OpenProblems2023,target_test,OpenProblems2023::NK cells::BX 912::dose_nM=1000.0,3.0,False
NK cells,Bosutinib,1000.0,111,OpenProblems2023,target_test,OpenProblems2023::NK cells::Bosutinib::dose_nM=1000.0,3.0,False
NK cells,Buspirone,1000.0,147,OpenProblems2023,target_test,OpenProblems2023::NK cells::Buspirone::dose_nM=1000.0,3.0,False
NK cells,CC-401,1000.0,122,OpenProblems2023,target_test,OpenProblems2023::NK cells::CC-401::dose_nM=1000.0,3.0,False
NK cells,CEP-37440,1000.0,147,OpenProblems2023,target_test,OpenProblems2023::NK cells::CEP-37440::dose_nM=1000.0,3.0,False
NK cells,CGM-097,1000.0,84,OpenProblems2023,target_test,OpenProblems2023::NK cells::CGM-097::dose_nM=1000.0,3.0,False
NK cells,CHIR-99021,1000.0,129,OpenProblems2023,target_test,OpenProblems2023::NK cells::CHIR-99021::dose_nM=1000.0,3.0,False
NK cells,Cabozantinib,1000.0,119,OpenProblems2023,target_test,OpenProblems2023::NK cells::Cabozantinib::dose_nM=1000.0,3.0,False
NK cells,Canertinib,1000.0,129,OpenProblems2023,target_test,OpenProblems2023::NK cells::Canertinib::dose_nM=1000.0,3.0,False
NK cells,Ceritinib,1000.0,131,OpenProblems2023,target_test,OpenProblems2023::NK cells::Ceritinib::dose_nM=1000.0,3.0,False
NK cells,Chlorpheniramine,1000.0,127,OpenProblems2023,target_test,OpenProblems2023::NK cells::Chlorpheniramine::dose_nM=1000.0,3.0,False
NK cells,Clemastine,1000.0,134,OpenProblems2023,target_test,OpenProblems2023::NK cells::Clemastine::dose_nM=1000.0,3.0,False
NK cells,Clomipramine,1000.0,137,OpenProblems2023,target_test,OpenProblems2023::NK cells::Clomipramine::dose_nM=1000.0,3.0,False
NK cells,Clotrimazole,1000.0,121,OpenProblems2023,target_test,OpenProblems2023::NK cells::Clotrimazole::dose_nM=1000.0,3.0,False
NK cells,Colchicine,1000.0,100,OpenProblems2023,target_test,OpenProblems2023::NK cells::Colchicine::dose_nM=1000.0,3.0,False
NK cells,Colforsin,1000.0,120,OpenProblems2023,target_test,OpenProblems2023::NK cells::Colforsin::dose_nM=1000.0,3.0,False
NK cells,Crizotinib,1000.0,98,OpenProblems2023,target_test,OpenProblems2023::NK cells::Crizotinib::dose_nM=1000.0,3.0,False
NK cells,Dactolisib,1000.0,115,OpenProblems2023,target_test,OpenProblems2023::NK cells::Dactolisib::dose_nM=1000.0,3.0,False
NK cells,Dasatinib,1000.0,63,OpenProblems2023,target_test,OpenProblems2023::NK cells::Dasatinib::dose_nM=1000.0,3.0,False
NK cells,Decitabine,1000.0,102,OpenProblems2023,target_test,OpenProblems2023::NK cells::Decitabine::dose_nM=1000.0,3.0,False
NK cells,Defactinib,1000.0,102,OpenProblems2023,target_test,OpenProblems2023::NK cells::Defactinib::dose_nM=1000.0,3.0,False
NK cells,Desloratadine,1000.0,111,OpenProblems2023,target_test,OpenProblems2023::NK cells::Desloratadine::dose_nM=1000.0,3.0,False
NK cells,Disulfiram,1000.0,103,OpenProblems2023,target_test,OpenProblems2023::NK cells::Disulfiram::dose_nM=1000.0,3.0,False
NK cells,Dovitinib,1000.0,93,OpenProblems2023,target_test,OpenProblems2023::NK cells::Dovitinib::dose_nM=1000.0,3.0,False
NK cells,Doxorubicin,1000.0,102,OpenProblems2023,target_test,OpenProblems2023::NK cells::Doxorubicin::dose_nM=1000.0,3.0,False
NK cells,FK 866,1000.0,100,OpenProblems2023,target_test,OpenProblems2023::NK cells::FK 866::dose_nM=1000.0,3.0,False
NK cells,Flutamide,1000.0,77,OpenProblems2023,target_test,OpenProblems2023::NK cells::Flutamide::dose_nM=1000.0,3.0,False
NK cells,Foretinib,1000.0,93,OpenProblems2023,target_test,OpenProblems2023::NK cells::Foretinib::dose_nM=1000.0,3.0,False
NK cells,GLPG0634,1000.0,121,OpenProblems2023,target_test,OpenProblems2023::NK cells::GLPG0634::dose_nM=1000.0,3.0,False
NK cells,GO-6976,1000.0,100,OpenProblems2023,target_test,OpenProblems2023::NK cells::GO-6976::dose_nM=1000.0,3.0,False
NK cells,GSK-1070916,1000.0,138,OpenProblems2023,target_test,OpenProblems2023::NK cells::GSK-1070916::dose_nM=1000.0,3.0,False
NK cells,GSK256066,1000.0,140,OpenProblems2023,target_test,OpenProblems2023::NK cells::GSK256066::dose_nM=1000.0,3.0,False
NK cells,GW843682X,1000.0,110,OpenProblems2023,target_test,OpenProblems2023::NK cells::GW843682X::dose_nM=1000.0,3.0,False
NK cells,Ganetespib (STA-9090),1000.0,106,OpenProblems2023,target_test,OpenProblems2023::NK cells::Ganetespib (STA-9090)::dose_nM=1000.0,3.0,False
NK cells,HMN-214,1000.0,139,OpenProblems2023,target_test,OpenProblems2023::NK cells::HMN-214::dose_nM=1000.0,3.0,False
NK cells,HYDROXYUREA,1000.0,115,OpenProblems2023,target_test,OpenProblems2023::NK cells::HYDROXYUREA::dose_nM=1000.0,3.0,False
NK cells,I-BET151,1000.0,83,OpenProblems2023,target_test,OpenProblems2023::NK cells::I-BET151::dose_nM=1000.0,3.0,False
NK cells,IKK Inhibitor VII,1000.0,86,OpenProblems2023,target_test,OpenProblems2023::NK cells::IKK Inhibitor VII::dose_nM=1000.0,3.0,False
NK cells,IMD-0354,1000.0,65,OpenProblems2023,target_test,OpenProblems2023::NK cells::IMD-0354::dose_nM=1000.0,3.0,False
NK cells,IN1451,1000.0,35,OpenProblems2023,target_test,OpenProblems2023::NK cells::IN1451::dose_nM=1000.0,3.0,False
NK cells,Idelalisib,1000.0,98,OpenProblems2023,target_test,OpenProblems2023::NK cells::Idelalisib::dose_nM=1000.0,3.0,False
NK cells,Imatinib,1000.0,83,OpenProblems2023,target_test,OpenProblems2023::NK cells::Imatinib::dose_nM=1000.0,3.0,False
NK cells,Isoniazid,1000.0,93,OpenProblems2023,target_test,OpenProblems2023::NK cells::Isoniazid::dose_nM=1000.0,3.0,False
NK cells,Ixabepilone,1000.0,117,OpenProblems2023,target_test,OpenProblems2023::NK cells::Ixabepilone::dose_nM=1000.0,3.0,False
NK cells,K-02288,1000.0,126,OpenProblems2023,target_test,OpenProblems2023::NK cells::K-02288::dose_nM=1000.0,3.0,False
NK cells,Ketoconazole,1000.0,84,OpenProblems2023,target_test,OpenProblems2023::NK cells::Ketoconazole::dose_nM=1000.0,3.0,False
NK cells,LDN 193189,1000.0,141,OpenProblems2023,target_test,OpenProblems2023::NK cells::LDN 193189::dose_nM=1000.0,3.0,False
NK cells,LY2090314,1000.0,118,OpenProblems2023,target_test,OpenProblems2023::NK cells::LY2090314::dose_nM=1000.0,3.0,False
NK cells,Lamivudine,1000.0,120,OpenProblems2023,target_test,OpenProblems2023::NK cells::Lamivudine::dose_nM=1000.0,3.0,False
NK cells,Lapatinib,1000.0,139,OpenProblems2023,target_test,OpenProblems2023::NK cells::Lapatinib::dose_nM=1000.0,3.0,False
NK cells,Linagliptin,1000.0,145,OpenProblems2023,target_test,OpenProblems2023::NK cells::Linagliptin::dose_nM=1000.0,3.0,False
NK cells,MGCD-265,1000.0,113,OpenProblems2023,target_test,OpenProblems2023::NK cells::MGCD-265::dose_nM=1000.0,3.0,False
NK cells,MK-5108,1000.0,127,OpenProblems2023,target_test,OpenProblems2023::NK cells::MK-5108::dose_nM=1000.0,3.0,False
NK cells,Masitinib,1000.0,145,OpenProblems2023,target_test,OpenProblems2023::NK cells::Masitinib::dose_nM=1000.0,3.0,False
NK cells,Methotrexate,1000.0,157,OpenProblems2023,target_test,OpenProblems2023::NK cells::Methotrexate::dose_nM=1000.0,3.0,False
NK cells,Midostaurin,1000.0,112,OpenProblems2023,target_test,OpenProblems2023::NK cells::Midostaurin::dose_nM=1000.0,3.0,False
NK cells,Mometasone Furoate,1000.0,78,OpenProblems2023,target_test,OpenProblems2023::NK cells::Mometasone Furoate::dose_nM=1000.0,3.0,False
NK cells,Mubritinib (TAK 165),1000.0,99,OpenProblems2023,target_test,OpenProblems2023::NK cells::Mubritinib (TAK 165)::dose_nM=1000.0,3.0,False
NK cells,Navitoclax,1000.0,75,OpenProblems2023,target_test,OpenProblems2023::NK cells::Navitoclax::dose_nM=1000.0,3.0,False
NK cells,Nefazodone,1000.0,96,OpenProblems2023,target_test,OpenProblems2023::NK cells::Nefazodone::dose_nM=1000.0,3.0,False
NK cells,Nilotinib,1000.0,91,OpenProblems2023,target_test,OpenProblems2023::NK cells::Nilotinib::dose_nM=1000.0,3.0,False
NK cells,O-Demethylated Adapalene,1000.0,105,OpenProblems2023,target_test,OpenProblems2023::NK cells::O-Demethylated Adapalene::dose_nM=1000.0,3.0,False
NK cells,OSI-930,1000.0,157,OpenProblems2023,target_test,OpenProblems2023::NK cells::OSI-930::dose_nM=1000.0,3.0,False
NK cells,Oxybenzone,1000.0,107,OpenProblems2023,target_test,OpenProblems2023::NK cells::Oxybenzone::dose_nM=1000.0,3.0,False
NK cells,PD-0325901,1000.0,86,OpenProblems2023,target_test,OpenProblems2023::NK cells::PD-0325901::dose_nM=1000.0,3.0,False
NK cells,PF-03814735,1000.0,119,OpenProblems2023,target_test,OpenProblems2023::NK cells::PF-03814735::dose_nM=1000.0,3.0,False
NK cells,PF-04691502,1000.0,76,OpenProblems2023,target_test,OpenProblems2023::NK cells::PF-04691502::dose_nM=1000.0,3.0,False
NK cells,PRT-062607,1000.0,110,OpenProblems2023,target_test,OpenProblems2023::NK cells::PRT-062607::dose_nM=1000.0,3.0,False
NK cells,Palbociclib,1000.0,129,OpenProblems2023,target_test,OpenProblems2023::NK cells::Palbociclib::dose_nM=1000.0,3.0,False
NK cells,Penfluridol,1000.0,111,OpenProblems2023,target_test,OpenProblems2023::NK cells::Penfluridol::dose_nM=1000.0,3.0,False
NK cells,Perhexiline,1000.0,78,OpenProblems2023,target_test,OpenProblems2023::NK cells::Perhexiline::dose_nM=1000.0,3.0,False
NK cells,Phenylbutazone,1000.0,128,OpenProblems2023,target_test,OpenProblems2023::NK cells::Phenylbutazone::dose_nM=1000.0,3.0,False
NK cells,Pitavastatin Calcium,1000.0,138,OpenProblems2023,target_test,OpenProblems2023::NK cells::Pitavastatin Calcium::dose_nM=1000.0,3.0,False
NK cells,Pomalidomide,1000.0,135,OpenProblems2023,target_test,OpenProblems2023::NK cells::Pomalidomide::dose_nM=1000.0,3.0,False
NK cells,Porcn Inhibitor III,1000.0,125,OpenProblems2023,target_test,OpenProblems2023::NK cells::Porcn Inhibitor III::dose_nM=1000.0,3.0,False
NK cells,Prednisolone,1000.0,111,OpenProblems2023,target_test,OpenProblems2023::NK cells::Prednisolone::dose_nM=1000.0,3.0,False
NK cells,Proscillaridin A;Proscillaridin-A,1000.0,100,OpenProblems2023,target_test,OpenProblems2023::NK cells::Proscillaridin A;Proscillaridin-A::dose_nM=1000.0,3.0,False
NK cells,Protriptyline,1000.0,124,OpenProblems2023,target_test,OpenProblems2023::NK cells::Protriptyline::dose_nM=1000.0,3.0,False
NK cells,Quizartinib,1000.0,113,OpenProblems2023,target_test,OpenProblems2023::NK cells::Quizartinib::dose_nM=1000.0,3.0,False
NK cells,R428,1000.0,69,OpenProblems2023,target_test,OpenProblems2023::NK cells::R428::dose_nM=1000.0,3.0,False
NK cells,RG7090,1000.0,102,OpenProblems2023,target_test,OpenProblems2023::NK cells::RG7090::dose_nM=1000.0,3.0,False
NK cells,RG7112,1000.0,139,OpenProblems2023,target_test,OpenProblems2023::NK cells::RG7112::dose_nM=1000.0,3.0,False
NK cells,RN-486,1000.0,96,OpenProblems2023,target_test,OpenProblems2023::NK cells::RN-486::dose_nM=1000.0,3.0,False
NK cells,RVX-208,1000.0,132,OpenProblems2023,target_test,OpenProblems2023::NK cells::RVX-208::dose_nM=1000.0,3.0,False
NK cells,Raloxifene,1000.0,108,OpenProblems2023,target_test,OpenProblems2023::NK cells::Raloxifene::dose_nM=1000.0,3.0,False
NK cells,Resminostat,1000.0,111,OpenProblems2023,target_test,OpenProblems2023::NK cells::Resminostat::dose_nM=1000.0,3.0,False
NK cells,Ricolinostat,1000.0,103,OpenProblems2023,target_test,OpenProblems2023::NK cells::Ricolinostat::dose_nM=1000.0,3.0,False
NK cells,Riociguat,1000.0,125,OpenProblems2023,target_test,OpenProblems2023::NK cells::Riociguat::dose_nM=1000.0,3.0,False
NK cells,Ruxolitinib,1000.0,109,OpenProblems2023,target_test,OpenProblems2023::NK cells::Ruxolitinib::dose_nM=1000.0,3.0,False
NK cells,SB525334,1000.0,123,OpenProblems2023,target_test,OpenProblems2023::NK cells::SB525334::dose_nM=1000.0,3.0,False
NK cells,SCH-58261,1000.0,94,OpenProblems2023,target_test,OpenProblems2023::NK cells::SCH-58261::dose_nM=1000.0,3.0,False
NK cells,SLx-2119,1000.0,123,OpenProblems2023,target_test,OpenProblems2023::NK cells::SLx-2119::dose_nM=1000.0,3.0,False
NK cells,STK219801,1000.0,124,OpenProblems2023,target_test,OpenProblems2023::NK cells::STK219801::dose_nM=1000.0,3.0,False
NK cells,Saracatinib,1000.0,118,OpenProblems2023,target_test,OpenProblems2023::NK cells::Saracatinib::dose_nM=1000.0,3.0,False
NK cells,Scriptaid,1000.0,107,OpenProblems2023,target_test,OpenProblems2023::NK cells::Scriptaid::dose_nM=1000.0,3.0,False
NK cells,Selumetinib,1000.0,100,OpenProblems2023,target_test,OpenProblems2023::NK cells::Selumetinib::dose_nM=1000.0,3.0,False
NK cells,Sgc-cbp30,1000.0,120,OpenProblems2023,target_test,OpenProblems2023::NK cells::Sgc-cbp30::dose_nM=1000.0,3.0,False
NK cells,Sunitinib,1000.0,108,OpenProblems2023,target_test,OpenProblems2023::NK cells::Sunitinib::dose_nM=1000.0,3.0,False
NK cells,TGX 221,1000.0,105,OpenProblems2023,target_test,OpenProblems2023::NK cells::TGX 221::dose_nM=1000.0,3.0,False
NK cells,TIE2 Kinase Inhibitor,1000.0,133,OpenProblems2023,target_test,OpenProblems2023::NK cells::TIE2 Kinase Inhibitor::dose_nM=1000.0,3.0,False
NK cells,TL_HRAS26,1000.0,131,OpenProblems2023,target_test,OpenProblems2023::NK cells::TL_HRAS26::dose_nM=1000.0,3.0,False
NK cells,TPCA-1,1000.0,88,OpenProblems2023,target_test,OpenProblems2023::NK cells::TPCA-1::dose_nM=1000.0,3.0,False
NK cells,TR-14035,1000.0,153,OpenProblems2023,target_test,OpenProblems2023::NK cells::TR-14035::dose_nM=1000.0,3.0,False
NK cells,Tacalcitol,1000.0,98,OpenProblems2023,target_test,OpenProblems2023::NK cells::Tacalcitol::dose_nM=1000.0,3.0,False
NK cells,Tamatinib,1000.0,102,OpenProblems2023,target_test,OpenProblems2023::NK cells::Tamatinib::dose_nM=1000.0,3.0,False
NK cells,Tipifarnib,1000.0,113,OpenProblems2023,target_test,OpenProblems2023::NK cells::Tipifarnib::dose_nM=1000.0,3.0,False
NK cells,Tivantinib,1000.0,92,OpenProblems2023,target_test,OpenProblems2023::NK cells::Tivantinib::dose_nM=1000.0,3.0,False
NK cells,Tivozanib,1000.0,123,OpenProblems2023,target_test,OpenProblems2023::NK cells::Tivozanib::dose_nM=1000.0,3.0,False
NK cells,Topotecan,1000.0,130,OpenProblems2023,target_test,OpenProblems2023::NK cells::Topotecan::dose_nM=1000.0,3.0,False
NK cells,Tosedostat,1000.0,87,OpenProblems2023,target_test,OpenProblems2023::NK cells::Tosedostat::dose_nM=1000.0,3.0,False
NK cells,Trametinib,1000.0,116,OpenProblems2023,target_test,OpenProblems2023::NK cells::Trametinib::dose_nM=1000.0,3.0,False
NK cells,Vandetanib,1000.0,123,OpenProblems2023,target_test,OpenProblems2023::NK cells::Vandetanib::dose_nM=1000.0,3.0,False
NK cells,Vanoxerine,1000.0,116,OpenProblems2023,target_test,OpenProblems2023::NK cells::Vanoxerine::dose_nM=1000.0,3.0,False
NK cells,Vardenafil,1000.0,98,OpenProblems2023,target_test,OpenProblems2023::NK cells::Vardenafil::dose_nM=1000.0,3.0,False
NK cells,Vorinostat,1000.0,95,OpenProblems2023,target_test,OpenProblems2023::NK cells::Vorinostat::dose_nM=1000.0,3.0,False
NK cells,YK 4-279,1000.0,132,OpenProblems2023,target_test,OpenProblems2023::NK cells::YK 4-279::dose_nM=1000.0,3.0,False
T cells,5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,1000.0,1182,OpenProblems2023,target_test,OpenProblems2023::T cells::5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine::dose_nM=1000.0,3.0,False
T cells,ABT-199 (GDC-0199),1000.0,817,OpenProblems2023,target_test,OpenProblems2023::T cells::ABT-199 (GDC-0199)::dose_nM=1000.0,3.0,False
T cells,ABT737,1000.0,610,OpenProblems2023,target_test,OpenProblems2023::T cells::ABT737::dose_nM=1000.0,3.0,False
T cells,AMD-070 (hydrochloride),1000.0,914,OpenProblems2023,target_test,OpenProblems2023::T cells::AMD-070 (hydrochloride)::dose_nM=1000.0,3.0,False
T cells,AT 7867,1000.0,1126,OpenProblems2023,target_test,OpenProblems2023::T cells::AT 7867::dose_nM=1000.0,3.0,False
T cells,AT13387,1000.0,942,OpenProblems2023,target_test,OpenProblems2023::T cells::AT13387::dose_nM=1000.0,3.0,False
T cells,AVL-292,1000.0,1153,OpenProblems2023,target_test,OpenProblems2023::T cells::AVL-292::dose_nM=1000.0,3.0,False
T cells,AZ628,1000.0,965,OpenProblems2023,target_test,OpenProblems2023::T cells::AZ628::dose_nM=1000.0,3.0,False
T cells,AZD-8330,1000.0,960,OpenProblems2023,target_test,OpenProblems2023::T cells::AZD-8330::dose_nM=1000.0,3.0,False
T cells,AZD3514,1000.0,949,OpenProblems2023,target_test,OpenProblems2023::T cells::AZD3514::dose_nM=1000.0,3.0,False
T cells,AZD4547,1000.0,926,OpenProblems2023,target_test,OpenProblems2023::T cells::AZD4547::dose_nM=1000.0,3.0,False
T cells,Alogliptin,1000.0,959,OpenProblems2023,target_test,OpenProblems2023::T cells::Alogliptin::dose_nM=1000.0,3.0,False
T cells,Alvocidib,1000.0,45,OpenProblems2023,target_test,OpenProblems2023::T cells::Alvocidib::dose_nM=1000.0,3.0,False
T cells,Amiodarone,1000.0,998,OpenProblems2023,target_test,OpenProblems2023::T cells::Amiodarone::dose_nM=1000.0,3.0,False
T cells,Atorvastatin,1000.0,1091,OpenProblems2023,target_test,OpenProblems2023::T cells::Atorvastatin::dose_nM=1000.0,3.0,False
T cells,Azacitidine,1000.0,1053,OpenProblems2023,target_test,OpenProblems2023::T cells::Azacitidine::dose_nM=1000.0,3.0,False
T cells,BAY 61-3606,1000.0,870,OpenProblems2023,target_test,OpenProblems2023::T cells::BAY 61-3606::dose_nM=1000.0,3.0,False
T cells,BAY 87-2243,1000.0,1102,OpenProblems2023,target_test,OpenProblems2023::T cells::BAY 87-2243::dose_nM=1000.0,3.0,False
T cells,BI-D1870,1000.0,965,OpenProblems2023,target_test,OpenProblems2023::T cells::BI-D1870::dose_nM=1000.0,3.0,False
T cells,BMS-265246,1000.0,1339,OpenProblems2023,target_test,OpenProblems2023::T cells::BMS-265246::dose_nM=1000.0,3.0,False
T cells,BMS-387032,1000.0,334,OpenProblems2023,target_test,OpenProblems2023::T cells::BMS-387032::dose_nM=1000.0,3.0,False
T cells,BMS-536924,1000.0,885,OpenProblems2023,target_test,OpenProblems2023::T cells::BMS-536924::dose_nM=1000.0,3.0,False
T cells,BMS-777607,1000.0,1088,OpenProblems2023,target_test,OpenProblems2023::T cells::BMS-777607::dose_nM=1000.0,3.0,False
T cells,BX 912,1000.0,753,OpenProblems2023,target_test,OpenProblems2023::T cells::BX 912::dose_nM=1000.0,3.0,False
T cells,Bosutinib,1000.0,778,OpenProblems2023,target_test,OpenProblems2023::T cells::Bosutinib::dose_nM=1000.0,3.0,False
T cells,Buspirone,1000.0,1090,OpenProblems2023,target_test,OpenProblems2023::T cells::Buspirone::dose_nM=1000.0,3.0,False
T cells,CC-401,1000.0,1031,OpenProblems2023,target_test,OpenProblems2023::T cells::CC-401::dose_nM=1000.0,3.0,False
T cells,CEP-37440,1000.0,1158,OpenProblems2023,target_test,OpenProblems2023::T cells::CEP-37440::dose_nM=1000.0,3.0,False
T cells,CGM-097,1000.0,870,OpenProblems2023,target_test,OpenProblems2023::T cells::CGM-097::dose_nM=1000.0,3.0,False
T cells,CGP 60474,1000.0,81,OpenProblems2023,target_test,OpenProblems2023::T cells::CGP 60474::dose_nM=1000.0,3.0,False
T cells,CHIR-99021,1000.0,1127,OpenProblems2023,target_test,OpenProblems2023::T cells::CHIR-99021::dose_nM=1000.0,3.0,False
T cells,Cabozantinib,1000.0,1167,OpenProblems2023,target_test,OpenProblems2023::T cells::Cabozantinib::dose_nM=1000.0,3.0,False
T cells,Canertinib,1000.0,1350,OpenProblems2023,target_test,OpenProblems2023::T cells::Canertinib::dose_nM=1000.0,3.0,False
T cells,Ceritinib,1000.0,950,OpenProblems2023,target_test,OpenProblems2023::T cells::Ceritinib::dose_nM=1000.0,3.0,False
T cells,Chlorpheniramine,1000.0,1022,OpenProblems2023,target_test,OpenProblems2023::T cells::Chlorpheniramine::dose_nM=1000.0,3.0,False
T cells,Clemastine,1000.0,977,OpenProblems2023,target_test,OpenProblems2023::T cells::Clemastine::dose_nM=1000.0,3.0,False
T cells,Clomipramine,1000.0,1047,OpenProblems2023,target_test,OpenProblems2023::T cells::Clomipramine::dose_nM=1000.0,3.0,False
T cells,Clotrimazole,1000.0,1022,OpenProblems2023,target_test,OpenProblems2023::T cells::Clotrimazole::dose_nM=1000.0,3.0,False
T cells,Colchicine,1000.0,704,OpenProblems2023,target_test,OpenProblems2023::T cells::Colchicine::dose_nM=1000.0,3.0,False
T cells,Colforsin,1000.0,940,OpenProblems2023,target_test,OpenProblems2023::T cells::Colforsin::dose_nM=1000.0,3.0,False
T cells,Crizotinib,1000.0,841,OpenProblems2023,target_test,OpenProblems2023::T cells::Crizotinib::dose_nM=1000.0,3.0,False
T cells,Dactolisib,1000.0,1056,OpenProblems2023,target_test,OpenProblems2023::T cells::Dactolisib::dose_nM=1000.0,3.0,False
T cells,Dasatinib,1000.0,780,OpenProblems2023,target_test,OpenProblems2023::T cells::Dasatinib::dose_nM=1000.0,3.0,False
T cells,Decitabine,1000.0,913,OpenProblems2023,target_test,OpenProblems2023::T cells::Decitabine::dose_nM=1000.0,3.0,False
T cells,Defactinib,1000.0,1090,OpenProblems2023,target_test,OpenProblems2023::T cells::Defactinib::dose_nM=1000.0,3.0,False
T cells,Desloratadine,1000.0,997,OpenProblems2023,target_test,OpenProblems2023::T cells::Desloratadine::dose_nM=1000.0,3.0,False
T cells,Disulfiram,1000.0,815,OpenProblems2023,target_test,OpenProblems2023::T cells::Disulfiram::dose_nM=1000.0,3.0,False
T cells,Dovitinib,1000.0,986,OpenProblems2023,target_test,OpenProblems2023::T cells::Dovitinib::dose_nM=1000.0,3.0,False
T cells,Doxorubicin,1000.0,842,OpenProblems2023,target_test,OpenProblems2023::T cells::Doxorubicin::dose_nM=1000.0,3.0,False
T cells,FK 866,1000.0,800,OpenProblems2023,target_test,OpenProblems2023::T cells::FK 866::dose_nM=1000.0,3.0,False
T cells,Flutamide,1000.0,723,OpenProblems2023,target_test,OpenProblems2023::T cells::Flutamide::dose_nM=1000.0,3.0,False
T cells,Foretinib,1000.0,989,OpenProblems2023,target_test,OpenProblems2023::T cells::Foretinib::dose_nM=1000.0,3.0,False
T cells,GLPG0634,1000.0,933,OpenProblems2023,target_test,OpenProblems2023::T cells::GLPG0634::dose_nM=1000.0,3.0,False
T cells,GO-6976,1000.0,911,OpenProblems2023,target_test,OpenProblems2023::T cells::GO-6976::dose_nM=1000.0,3.0,False
T cells,GSK-1070916,1000.0,934,OpenProblems2023,target_test,OpenProblems2023::T cells::GSK-1070916::dose_nM=1000.0,3.0,False
T cells,GSK256066,1000.0,1012,OpenProblems2023,target_test,OpenProblems2023::T cells::GSK256066::dose_nM=1000.0,3.0,False
T cells,GW843682X,1000.0,1093,OpenProblems2023,target_test,OpenProblems2023::T cells::GW843682X::dose_nM=1000.0,3.0,False
T cells,Ganetespib (STA-9090),1000.0,1234,OpenProblems2023,target_test,OpenProblems2023::T cells::Ganetespib (STA-9090)::dose_nM=1000.0,3.0,False
T cells,HMN-214,1000.0,1388,OpenProblems2023,target_test,OpenProblems2023::T cells::HMN-214::dose_nM=1000.0,3.0,False
T cells,HYDROXYUREA,1000.0,809,OpenProblems2023,target_test,OpenProblems2023::T cells::HYDROXYUREA::dose_nM=1000.0,3.0,False
T cells,I-BET151,1000.0,824,OpenProblems2023,target_test,OpenProblems2023::T cells::I-BET151::dose_nM=1000.0,3.0,False
T cells,IKK Inhibitor VII,1000.0,806,OpenProblems2023,target_test,OpenProblems2023::T cells::IKK Inhibitor VII::dose_nM=1000.0,3.0,False
T cells,IMD-0354,1000.0,889,OpenProblems2023,target_test,OpenProblems2023::T cells::IMD-0354::dose_nM=1000.0,3.0,False
T cells,IN1451,1000.0,868,OpenProblems2023,target_test,OpenProblems2023::T cells::IN1451::dose_nM=1000.0,3.0,False
T cells,Idelalisib,1000.0,999,OpenProblems2023,target_test,OpenProblems2023::T cells::Idelalisib::dose_nM=1000.0,3.0,False
T cells,Imatinib,1000.0,904,OpenProblems2023,target_test,OpenProblems2023::T cells::Imatinib::dose_nM=1000.0,3.0,False
T cells,Isoniazid,1000.0,931,OpenProblems2023,target_test,OpenProblems2023::T cells::Isoniazid::dose_nM=1000.0,3.0,False
T cells,Ixabepilone,1000.0,1182,OpenProblems2023,target_test,OpenProblems2023::T cells::Ixabepilone::dose_nM=1000.0,3.0,False
T cells,K-02288,1000.0,1092,OpenProblems2023,target_test,OpenProblems2023::T cells::K-02288::dose_nM=1000.0,3.0,False
T cells,Ketoconazole,1000.0,937,OpenProblems2023,target_test,OpenProblems2023::T cells::Ketoconazole::dose_nM=1000.0,3.0,False
T cells,LDN 193189,1000.0,1190,OpenProblems2023,target_test,OpenProblems2023::T cells::LDN 193189::dose_nM=1000.0,3.0,False
T cells,LY2090314,1000.0,1127,OpenProblems2023,target_test,OpenProblems2023::T cells::LY2090314::dose_nM=1000.0,3.0,False
