target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
RPE1,WAC+ctrl,jurkat,47,31,12013
RPE1,WDHD1+ctrl,jurkat,58,39,12013
RPE1,WDR12+ctrl,jurkat,101,43,12013
RPE1,WDR33+ctrl,jurkat,35,27,12013
RPE1,WDR61+ctrl,jurkat,58,37,12013
RPE1,XRCC5+ctrl,jurkat,69,42,12013
RPE1,YEATS2+ctrl,jurkat,103,42,12013
RPE1,ZBTB17+ctrl,jurkat,392,55,12013
RPE1,ZC3H18+ctrl,jurkat,46,32,12013
RPE1,ZCRB1+ctrl,jurkat,107,44,12013
RPE1,ZFC3H1+ctrl,jurkat,86,39,12013
RPE1,ZMAT2+ctrl,jurkat,60,38,12013
RPE1,ZMAT5+ctrl,jurkat,36,26,12013
RPE1,ZNF236+ctrl,jurkat,469,55,12013
hepg2,AARS+ctrl,K562,38,29,10691
hepg2,ABCE1+ctrl,K562,177,47,10691
hepg2,ABCF1+ctrl,K562,159,43,10691
hepg2,ABT1+ctrl,K562,92,39,10691
hepg2,ACTB+ctrl,K562,140,45,10691
hepg2,ACTR6+ctrl,K562,104,44,10691
hepg2,AHCTF1+ctrl,K562,161,46,10691
hepg2,AKIRIN2+ctrl,K562,144,45,10691
hepg2,ALG13+ctrl,K562,167,48,10691
hepg2,ARGLU1+ctrl,K562,367,48,10691
hepg2,ARL2+ctrl,K562,70,38,10691
hepg2,ATP6V0B+ctrl,K562,134,43,10691
hepg2,ATP6V1A+ctrl,K562,89,41,10691
hepg2,ATR+ctrl,K562,133,44,10691
hepg2,ATRIP+ctrl,K562,183,48,10691
hepg2,BDP1+ctrl,K562,277,48,10691
hepg2,BRIX1+ctrl,K562,95,40,10691
hepg2,BUB3+ctrl,K562,246,47,10691
hepg2,BYSL+ctrl,K562,87,38,10691
hepg2,CCDC59+ctrl,K562,100,43,10691
hepg2,CCNH+ctrl,K562,75,35,10691
hepg2,CCT4+ctrl,K562,217,47,10691
hepg2,CCT7+ctrl,K562,141,41,10691
hepg2,CD3EAP+ctrl,K562,85,38,10691
hepg2,CDC123+ctrl,K562,96,40,10691
hepg2,CDC5L+ctrl,K562,77,40,10691
hepg2,CDC6+ctrl,K562,153,45,10691
hepg2,CDC73+ctrl,K562,140,47,10691
hepg2,CEP192+ctrl,K562,184,48,10691
hepg2,CHCHD4+ctrl,K562,132,43,10691
hepg2,CHD4+ctrl,K562,33,22,10691
hepg2,CHEK1+ctrl,K562,205,47,10691
hepg2,CMTR1+ctrl,K562,138,44,10691
hepg2,CNOT2+ctrl,K562,64,35,10691
hepg2,COPB1+ctrl,K562,56,32,10691
hepg2,COPS2+ctrl,K562,44,32,10691
hepg2,COPS4+ctrl,K562,253,47,10691
hepg2,COX11+ctrl,K562,103,43,10691
hepg2,COX7C+ctrl,K562,154,48,10691
hepg2,CPSF1+ctrl,K562,48,31,10691
hepg2,CPSF3+ctrl,K562,575,48,10691
hepg2,CPSF4+ctrl,K562,57,32,10691
hepg2,CPSF6+ctrl,K562,43,27,10691
hepg2,CSE1L+ctrl,K562,373,47,10691
hepg2,CSNK1A1+ctrl,K562,131,44,10691
hepg2,CSNK2B+ctrl,K562,103,42,10691
hepg2,CSTF3+ctrl,K562,59,34,10691
hepg2,CUL2+ctrl,K562,84,43,10691
hepg2,CUL7+ctrl,K562,33,26,10691
hepg2,CWC15+ctrl,K562,144,46,10691
hepg2,CWC22+ctrl,K562,28,21,10691
hepg2,CWF19L2+ctrl,K562,187,48,10691
hepg2,DAP3+ctrl,K562,141,45,10691
hepg2,DARS+ctrl,K562,60,36,10691
hepg2,DDB1+ctrl,K562,85,37,10691
hepg2,DDX10+ctrl,K562,97,41,10691
hepg2,DDX18+ctrl,K562,112,45,10691
hepg2,DDX23+ctrl,K562,126,45,10691
hepg2,DDX41+ctrl,K562,259,48,10691
hepg2,DDX46+ctrl,K562,132,45,10691
hepg2,DDX5+ctrl,K562,130,45,10691
hepg2,DDX52+ctrl,K562,106,42,10691
hepg2,DDX55+ctrl,K562,150,42,10691
hepg2,DENR+ctrl,K562,228,47,10691
hepg2,DHX16+ctrl,K562,305,48,10691
hepg2,DHX33+ctrl,K562,127,45,10691
hepg2,DHX36+ctrl,K562,248,48,10691
hepg2,DHX37+ctrl,K562,202,48,10691
hepg2,DKC1+ctrl,K562,51,30,10691
hepg2,DLD+ctrl,K562,283,48,10691
hepg2,DMAP1+ctrl,K562,71,35,10691
hepg2,DNAJC17+ctrl,K562,30,24,10691
hepg2,DNAJC8+ctrl,K562,260,48,10691
hepg2,DNM1L+ctrl,K562,144,43,10691
hepg2,DNMT1+ctrl,K562,146,45,10691
hepg2,DNTTIP2+ctrl,K562,235,48,10691
hepg2,DR1+ctrl,K562,103,43,10691
hepg2,DSN1+ctrl,K562,234,47,10691
hepg2,DTL+ctrl,K562,87,42,10691
hepg2,DYNC1H1+ctrl,K562,217,48,10691
hepg2,DYNC1I2+ctrl,K562,239,48,10691
hepg2,EBNA1BP2+ctrl,K562,68,32,10691
hepg2,ECD+ctrl,K562,69,37,10691
hepg2,EEF2+ctrl,K562,196,46,10691
hepg2,EIF1AX+ctrl,K562,95,44,10691
hepg2,EIF2B1+ctrl,K562,162,46,10691
hepg2,EIF2B5+ctrl,K562,412,48,10691
hepg2,EIF2S1+ctrl,K562,208,47,10691
hepg2,EIF2S2+ctrl,K562,76,37,10691
hepg2,EIF2S3+ctrl,K562,46,30,10691
hepg2,EIF3B+ctrl,K562,23,17,10691
hepg2,EIF3E+ctrl,K562,171,43,10691
hepg2,EIF3I+ctrl,K562,44,26,10691
hepg2,EIF3J+ctrl,K562,72,39,10691
hepg2,EIF4E+ctrl,K562,324,48,10691
hepg2,EIF4G2+ctrl,K562,205,48,10691
hepg2,EIF5+ctrl,K562,94,41,10691
hepg2,EIF6+ctrl,K562,107,43,10691
hepg2,ERCC2+ctrl,K562,116,41,10691
hepg2,ESF1+ctrl,K562,121,44,10691
hepg2,ETF1+ctrl,K562,40,27,10691
hepg2,EXOC7+ctrl,K562,32,22,10691
hepg2,EXOSC10+ctrl,K562,77,39,10691
hepg2,EXOSC2+ctrl,K562,209,48,10691
hepg2,EXOSC3+ctrl,K562,44,30,10691
hepg2,EXOSC7+ctrl,K562,84,44,10691
hepg2,FAM136A+ctrl,K562,40,26,10691
hepg2,FAM32A+ctrl,K562,332,48,10691
hepg2,FARSA+ctrl,K562,128,46,10691
hepg2,FBL+ctrl,K562,124,44,10691
hepg2,FBXO5+ctrl,K562,233,48,10691
hepg2,FTSJ3+ctrl,K562,153,45,10691
hepg2,GARS+ctrl,K562,148,48,10691
hepg2,GFER+ctrl,K562,198,46,10691
hepg2,GFM1+ctrl,K562,230,47,10691
hepg2,GINS2+ctrl,K562,130,44,10691
hepg2,GLE1+ctrl,K562,54,33,10691
hepg2,GMPS+ctrl,K562,94,41,10691
hepg2,GNL3+ctrl,K562,29,23,10691
hepg2,GNL3L+ctrl,K562,66,34,10691
hepg2,GPN1+ctrl,K562,76,38,10691
hepg2,GPN3+ctrl,K562,250,48,10691
hepg2,GRSF1+ctrl,K562,146,43,10691
hepg2,GTF2B+ctrl,K562,34,27,10691
hepg2,GTF2E1+ctrl,K562,176,47,10691
hepg2,GTF2F2+ctrl,K562,52,32,10691
hepg2,HDAC7+ctrl,K562,148,47,10691
hepg2,HGS+ctrl,K562,96,42,10691
hepg2,HMGCS1+ctrl,K562,216,47,10691
hepg2,HNRNPH1+ctrl,K562,92,40,10691
hepg2,HNRNPM+ctrl,K562,128,46,10691
hepg2,HSPA5+ctrl,K562,202,48,10691
hepg2,HSPA8+ctrl,K562,146,45,10691
hepg2,HSPA9+ctrl,K562,374,48,10691
hepg2,HSPE1+ctrl,K562,25,20,10691
hepg2,IARS+ctrl,K562,45,29,10691
hepg2,ICE1+ctrl,K562,319,48,10691
hepg2,IGBP1+ctrl,K562,245,47,10691
hepg2,ILF2+ctrl,K562,53,33,10691
hepg2,IMPDH2+ctrl,K562,70,38,10691
hepg2,INO80B+ctrl,K562,115,41,10691
hepg2,INTS3+ctrl,K562,103,39,10691
hepg2,INTS4+ctrl,K562,47,32,10691
hepg2,INTS9+ctrl,K562,222,48,10691
hepg2,IPO9+ctrl,K562,173,46,10691
hepg2,ISCU+ctrl,K562,32,23,10691
hepg2,ISG20L2+ctrl,K562,72,38,10691
hepg2,KANSL1+ctrl,K562,41,27,10691
hepg2,KAT8+ctrl,K562,254,47,10691
hepg2,KPNB1+ctrl,K562,214,48,10691
hepg2,KRI1+ctrl,K562,51,32,10691
hepg2,KRR1+ctrl,K562,398,47,10691
hepg2,LAS1L+ctrl,K562,75,39,10691
hepg2,LETM1+ctrl,K562,110,39,10691
hepg2,LSG1+ctrl,K562,106,44,10691
hepg2,LSM3+ctrl,K562,64,34,10691
hepg2,LSM4+ctrl,K562,68,37,10691
hepg2,LSM5+ctrl,K562,139,46,10691
hepg2,LSM6+ctrl,K562,423,48,10691
hepg2,LSM7+ctrl,K562,126,43,10691
hepg2,MAD2L1+ctrl,K562,103,40,10691
hepg2,MAK16+ctrl,K562,183,46,10691
hepg2,MARS+ctrl,K562,81,39,10691
hepg2,MAX+ctrl,K562,161,45,10691
hepg2,MCM2+ctrl,K562,114,42,10691
hepg2,MCM3+ctrl,K562,104,41,10691
hepg2,MCM3AP+ctrl,K562,100,43,10691
hepg2,MCM4+ctrl,K562,69,34,10691
hepg2,MCM6+ctrl,K562,84,40,10691
hepg2,MED11+ctrl,K562,227,48,10691
hepg2,MED17+ctrl,K562,143,44,10691
hepg2,MED19+ctrl,K562,526,48,10691
hepg2,MED26+ctrl,K562,99,41,10691
hepg2,MED29+ctrl,K562,86,40,10691
hepg2,MED30+ctrl,K562,283,48,10691
hepg2,MED4+ctrl,K562,56,31,10691
hepg2,METAP2+ctrl,K562,131,45,10691
hepg2,MICOS10+ctrl,K562,83,35,10691
hepg2,MIOS+ctrl,K562,160,45,10691
hepg2,MNAT1+ctrl,K562,79,37,10691
hepg2,MPHOSPH10+ctrl,K562,38,26,10691
hepg2,MRGBP+ctrl,K562,68,38,10691
hepg2,MRPL14+ctrl,K562,188,45,10691
hepg2,MRPL17+ctrl,K562,96,40,10691
hepg2,MRPL18+ctrl,K562,128,45,10691
hepg2,MRPL3+ctrl,K562,146,47,10691
hepg2,MRPL36+ctrl,K562,160,44,10691
hepg2,MRPL37+ctrl,K562,100,41,10691
hepg2,MRPL38+ctrl,K562,132,47,10691
hepg2,MRPL41+ctrl,K562,66,36,10691
hepg2,MRPL43+ctrl,K562,90,38,10691
hepg2,MRPL51+ctrl,K562,100,42,10691
hepg2,MRPL54+ctrl,K562,112,46,10691
hepg2,MRPS2+ctrl,K562,93,35,10691
hepg2,MRPS21+ctrl,K562,126,46,10691
hepg2,MRPS23+ctrl,K562,108,38,10691
hepg2,MRPS35+ctrl,K562,182,47,10691
hepg2,MRPS7+ctrl,K562,101,40,10691
hepg2,MRPS9+ctrl,K562,69,35,10691
hepg2,MYBBP1A+ctrl,K562,106,41,10691
hepg2,MYBL2+ctrl,K562,81,39,10691
hepg2,MZT1+ctrl,K562,381,48,10691
hepg2,NAA10+ctrl,K562,113,41,10691
hepg2,NAA20+ctrl,K562,158,45,10691
hepg2,NACA+ctrl,K562,315,47,10691
hepg2,NCBP2+ctrl,K562,765,48,10691
hepg2,NDUFA2+ctrl,K562,111,46,10691
hepg2,NDUFB4+ctrl,K562,147,45,10691
hepg2,NDUFB8+ctrl,K562,174,46,10691
hepg2,NELFA+ctrl,K562,82,39,10691
hepg2,NELFCD+ctrl,K562,174,47,10691
hepg2,NFRKB+ctrl,K562,223,48,10691
hepg2,NFS1+ctrl,K562,75,36,10691
hepg2,NOC3L+ctrl,K562,73,36,10691
hepg2,NOL11+ctrl,K562,219,46,10691
hepg2,NOL12+ctrl,K562,83,36,10691
hepg2,NOL8+ctrl,K562,70,38,10691
hepg2,NRBP1+ctrl,K562,62,36,10691
hepg2,NRDE2+ctrl,K562,495,48,10691
hepg2,NUBP1+ctrl,K562,144,45,10691
hepg2,NUMA1+ctrl,K562,203,47,10691
hepg2,NUP133+ctrl,K562,70,37,10691
hepg2,NUP160+ctrl,K562,234,48,10691
hepg2,NUP54+ctrl,K562,266,48,10691
hepg2,NUP85+ctrl,K562,107,43,10691
hepg2,NUTF2+ctrl,K562,44,33,10691
hepg2,OGFOD1+ctrl,K562,101,42,10691
hepg2,OPA1+ctrl,K562,53,33,10691
hepg2,ORC1+ctrl,K562,477,48,10691
hepg2,PABPN1+ctrl,K562,93,41,10691
hepg2,PAF1+ctrl,K562,229,47,10691
hepg2,PAM16+ctrl,K562,43,30,10691
hepg2,PAXBP1+ctrl,K562,114,43,10691
hepg2,PCID2+ctrl,K562,208,48,10691
hepg2,PDAP1+ctrl,K562,38,25,10691
hepg2,PDCD2+ctrl,K562,59,37,10691
hepg2,PDCD7+ctrl,K562,80,35,10691
hepg2,PDRG1+ctrl,K562,111,43,10691
hepg2,PELP1+ctrl,K562,60,34,10691
hepg2,PET117+ctrl,K562,80,39,10691
hepg2,PFDN2+ctrl,K562,77,33,10691
hepg2,PGD+ctrl,K562,98,44,10691
hepg2,PHAX+ctrl,K562,304,48,10691
hepg2,PHB2+ctrl,K562,292,48,10691
hepg2,PMPCB+ctrl,K562,471,48,10691
hepg2,PNN+ctrl,K562,64,38,10691
hepg2,PNO1+ctrl,K562,114,41,10691
hepg2,POLA1+ctrl,K562,195,47,10691
hepg2,POLA2+ctrl,K562,212,46,10691
hepg2,POLD2+ctrl,K562,63,33,10691
hepg2,POLR2A+ctrl,K562,264,48,10691
hepg2,POLR2D+ctrl,K562,182,46,10691
hepg2,POLR2F+ctrl,K562,209,47,10691
hepg2,POLR2G+ctrl,K562,131,43,10691
hepg2,POLR2H+ctrl,K562,80,34,10691
hepg2,POLR2I+ctrl,K562,179,47,10691
hepg2,POLR3D+ctrl,K562,108,41,10691
hepg2,POLR3E+ctrl,K562,192,46,10691
hepg2,POLR3F+ctrl,K562,156,47,10691
hepg2,POLRMT+ctrl,K562,208,47,10691
hepg2,POP4+ctrl,K562,116,42,10691
hepg2,POP5+ctrl,K562,50,33,10691
hepg2,POP7+ctrl,K562,196,48,10691
hepg2,PPIH+ctrl,K562,93,40,10691
hepg2,PPIL4+ctrl,K562,69,37,10691
hepg2,PPP1R11+ctrl,K562,69,37,10691
hepg2,PPP1R8+ctrl,K562,64,35,10691
hepg2,PPP2R1A+ctrl,K562,301,48,10691
hepg2,PRIM2+ctrl,K562,149,46,10691
hepg2,PRMT1+ctrl,K562,44,28,10691
hepg2,PRMT5+ctrl,K562,92,41,10691
hepg2,PRPF18+ctrl,K562,256,48,10691
hepg2,PRRC2A+ctrl,K562,82,39,10691
hepg2,PSMA2+ctrl,K562,38,26,10691
hepg2,PSMA3+ctrl,K562,194,47,10691
hepg2,PSMA6+ctrl,K562,18,16,10691
hepg2,PSMA7+ctrl,K562,22,17,10691
hepg2,PSMB2+ctrl,K562,46,35,10691
hepg2,PSMB3+ctrl,K562,19,15,10691
hepg2,PSMB6+ctrl,K562,77,39,10691
hepg2,PSMC1+ctrl,K562,177,46,10691
hepg2,PSMC2+ctrl,K562,279,48,10691
hepg2,PSMC4+ctrl,K562,149,46,10691
hepg2,PSMC6+ctrl,K562,65,33,10691
hepg2,PSMD1+ctrl,K562,87,41,10691
hepg2,PSMD11+ctrl,K562,40,28,10691
hepg2,PSMD12+ctrl,K562,116,44,10691
hepg2,PSMD4+ctrl,K562,285,48,10691
hepg2,PSMD6+ctrl,K562,282,48,10691
hepg2,PTCD1+ctrl,K562,246,48,10691
hepg2,QARS+ctrl,K562,376,48,10691
hepg2,RABGGTA+ctrl,K562,114,46,10691
hepg2,RAE1+ctrl,K562,51,32,10691
hepg2,RAN+ctrl,K562,79,39,10691
hepg2,RARS2+ctrl,K562,139,46,10691
hepg2,RBBP4+ctrl,K562,65,38,10691
hepg2,RBM17+ctrl,K562,50,26,10691
hepg2,RBM25+ctrl,K562,53,30,10691
hepg2,RBM28+ctrl,K562,55,33,10691
hepg2,RBM39+ctrl,K562,49,33,10691
hepg2,RBM42+ctrl,K562,68,37,10691
hepg2,RBM48+ctrl,K562,55,31,10691
hepg2,RBM8A+ctrl,K562,17,15,10691
hepg2,RCL1+ctrl,K562,104,40,10691
hepg2,REXO2+ctrl,K562,65,35,10691
hepg2,RFC2+ctrl,K562,85,43,10691
hepg2,RFC4+ctrl,K562,58,32,10691
hepg2,RFC5+ctrl,K562,101,42,10691
hepg2,RINT1+ctrl,K562,143,45,10691
hepg2,RIOK2+ctrl,K562,161,47,10691
hepg2,RMI1+ctrl,K562,195,46,10691
hepg2,RNASEH2C+ctrl,K562,89,43,10691
hepg2,RNF113A+ctrl,K562,170,46,10691
hepg2,RNF20+ctrl,K562,118,44,10691
hepg2,RNMT+ctrl,K562,106,40,10691
hepg2,RNPS1+ctrl,K562,51,33,10691
hepg2,RPA1+ctrl,K562,337,47,10691
hepg2,RPAP1+ctrl,K562,88,39,10691
hepg2,RPAP2+ctrl,K562,373,48,10691
hepg2,RPL10+ctrl,K562,215,48,10691
hepg2,RPL11+ctrl,K562,315,48,10691
hepg2,RPL12+ctrl,K562,185,47,10691
hepg2,RPL14+ctrl,K562,189,47,10691
hepg2,RPL17+ctrl,K562,134,43,10691
hepg2,RPL18+ctrl,K562,229,47,10691
hepg2,RPL19+ctrl,K562,226,48,10691
hepg2,RPL21+ctrl,K562,214,48,10691
hepg2,RPL23A+ctrl,K562,84,39,10691
hepg2,RPL26+ctrl,K562,194,46,10691
hepg2,RPL32+ctrl,K562,158,47,10691
hepg2,RPL34+ctrl,K562,249,46,10691
hepg2,RPL35+ctrl,K562,36,23,10691
hepg2,RPL35A+ctrl,K562,97,42,10691
hepg2,RPL37A+ctrl,K562,295,48,10691
hepg2,RPL38+ctrl,K562,169,47,10691
hepg2,RPL39+ctrl,K562,31,24,10691
hepg2,RPL4+ctrl,K562,257,48,10691
hepg2,RPL5+ctrl,K562,154,44,10691
hepg2,RPL7+ctrl,K562,237,46,10691
hepg2,RPL9+ctrl,K562,180,47,10691
hepg2,RPLP0+ctrl,K562,136,44,10691
hepg2,RPP30+ctrl,K562,97,40,10691
hepg2,RPS10+ctrl,K562,93,39,10691
hepg2,RPS11+ctrl,K562,233,47,10691
hepg2,RPS15+ctrl,K562,18,13,10691
hepg2,RPS15A+ctrl,K562,257,48,10691
hepg2,RPS19BP1+ctrl,K562,50,28,10691
hepg2,RPS2+ctrl,K562,50,31,10691
hepg2,RPS20+ctrl,K562,179,48,10691
hepg2,RPS24+ctrl,K562,213,48,10691
hepg2,RPS27+ctrl,K562,161,45,10691
hepg2,RPS27A+ctrl,K562,88,38,10691
hepg2,RPS28+ctrl,K562,262,47,10691
hepg2,RPS29+ctrl,K562,211,48,10691
hepg2,RPS3+ctrl,K562,252,48,10691
hepg2,RPS3A+ctrl,K562,120,45,10691
hepg2,RPS4X+ctrl,K562,175,47,10691
hepg2,RPS6+ctrl,K562,165,45,10691
hepg2,RPSA+ctrl,K562,191,47,10691
hepg2,RPTOR+ctrl,K562,81,41,10691
hepg2,RRN3+ctrl,K562,38,26,10691
hepg2,RRP1+ctrl,K562,90,43,10691
hepg2,RRP12+ctrl,K562,191,45,10691
hepg2,RRP7A+ctrl,K562,40,25,10691
hepg2,RSL1D1+ctrl,K562,124,42,10691
hepg2,RSL24D1+ctrl,K562,116,44,10691
hepg2,RTF1+ctrl,K562,53,33,10691
hepg2,RUVBL1+ctrl,K562,171,48,10691
hepg2,SAMM50+ctrl,K562,94,44,10691
hepg2,SAP18+ctrl,K562,40,28,10691
hepg2,SARS2+ctrl,K562,150,43,10691
hepg2,SART3+ctrl,K562,142,42,10691
hepg2,SBNO1+ctrl,K562,127,43,10691
hepg2,SCAF1+ctrl,K562,158,47,10691
hepg2,SCFD1+ctrl,K562,103,41,10691
hepg2,SDAD1+ctrl,K562,210,46,10691
hepg2,SDC1+ctrl,K562,170,47,10691
hepg2,SDHC+ctrl,K562,91,42,10691
hepg2,SEC61A1+ctrl,K562,129,46,10691
hepg2,SEC61G+ctrl,K562,74,32,10691
hepg2,SETD1A+ctrl,K562,60,37,10691
hepg2,SETDB1+ctrl,K562,123,42,10691
hepg2,SF1+ctrl,K562,18,15,10691
hepg2,SF3A2+ctrl,K562,236,48,10691
hepg2,SF3B5+ctrl,K562,55,35,10691
hepg2,SFPQ+ctrl,K562,185,48,10691
hepg2,SFSWAP+ctrl,K562,145,45,10691
hepg2,SKA3+ctrl,K562,109,40,10691
hepg2,SLBP+ctrl,K562,63,32,10691
hepg2,SLC39A9+ctrl,K562,724,48,10691
hepg2,SLC7A6OS+ctrl,K562,36,26,10691
hepg2,SLU7+ctrl,K562,195,47,10691
hepg2,SMC1A+ctrl,K562,156,47,10691
hepg2,SMC4+ctrl,K562,169,45,10691
hepg2,SMG5+ctrl,K562,82,41,10691
hepg2,SMN2+ctrl,K562,319,48,10691
hepg2,SNAPC1+ctrl,K562,96,43,10691
hepg2,SNIP1+ctrl,K562,43,27,10691
hepg2,SNRNP200+ctrl,K562,92,38,10691
hepg2,SNRNP70+ctrl,K562,85,39,10691
hepg2,SNRPB+ctrl,K562,120,43,10691
hepg2,SNRPC+ctrl,K562,28,17,10691
hepg2,SNRPD1+ctrl,K562,113,41,10691
hepg2,SNRPD3+ctrl,K562,120,46,10691
hepg2,SNRPF+ctrl,K562,92,40,10691
hepg2,SPCS3+ctrl,K562,115,42,10691
hepg2,SRBD1+ctrl,K562,143,41,10691
hepg2,SRRM1+ctrl,K562,136,47,10691
hepg2,SRRM2+ctrl,K562,146,43,10691
hepg2,SRSF1+ctrl,K562,117,44,10691
hepg2,SRSF7+ctrl,K562,100,42,10691
hepg2,SS18L2+ctrl,K562,130,46,10691
hepg2,SSU72+ctrl,K562,55,33,10691
hepg2,STARD7+ctrl,K562,98,42,10691
hepg2,STRAP+ctrl,K562,91,41,10691
hepg2,SUGP1+ctrl,K562,146,46,10691
hepg2,SUPT16H+ctrl,K562,82,40,10691
hepg2,SUPT5H+ctrl,K562,367,48,10691
hepg2,SUPV3L1+ctrl,K562,74,37,10691
hepg2,SURF6+ctrl,K562,113,40,10691
hepg2,TADA3+ctrl,K562,139,45,10691
hepg2,TAF10+ctrl,K562,38,25,10691
hepg2,TAF1C+ctrl,K562,128,46,10691
hepg2,TAF6+ctrl,K562,111,44,10691
hepg2,TAF7+ctrl,K562,84,38,10691
hepg2,TBCB+ctrl,K562,97,42,10691
hepg2,TCERG1+ctrl,K562,93,40,10691
hepg2,TCOF1+ctrl,K562,86,39,10691
hepg2,TERF2+ctrl,K562,47,28,10691
hepg2,THAP11+ctrl,K562,60,30,10691
hepg2,THOC6+ctrl,K562,115,41,10691
hepg2,THOC7+ctrl,K562,104,45,10691
hepg2,TIMM13+ctrl,K562,162,44,10691
hepg2,TIMM23B+ctrl,K562,480,48,10691
hepg2,TIMM44+ctrl,K562,38,24,10691
hepg2,TIMM9+ctrl,K562,183,47,10691
hepg2,TMX2+ctrl,K562,94,38,10691
hepg2,TOMM22+ctrl,K562,89,38,10691
hepg2,TOP1+ctrl,K562,91,42,10691
hepg2,TPR+ctrl,K562,68,38,10691
hepg2,TPX2+ctrl,K562,212,47,10691
hepg2,TRA2B+ctrl,K562,139,47,10691
hepg2,TRMT112+ctrl,K562,150,44,10691
hepg2,TRMT5+ctrl,K562,93,42,10691
hepg2,TSEN2+ctrl,K562,168,44,10691
hepg2,TSR1+ctrl,K562,109,43,10691
hepg2,TTI1+ctrl,K562,146,46,10691
hepg2,TTK+ctrl,K562,185,47,10691
hepg2,TUBGCP2+ctrl,K562,226,48,10691
hepg2,U2SURP+ctrl,K562,263,48,10691
hepg2,UBA1+ctrl,K562,251,48,10691
hepg2,UBA52+ctrl,K562,44,33,10691
hepg2,UBAP1+ctrl,K562,102,41,10691
hepg2,UBL5+ctrl,K562,198,47,10691
hepg2,UBQLN4+ctrl,K562,145,45,10691
hepg2,UFM1+ctrl,K562,119,47,10691
hepg2,UPF1+ctrl,K562,115,41,10691
hepg2,UPF2+ctrl,K562,133,43,10691
hepg2,UQCC2+ctrl,K562,83,41,10691
hepg2,USP39+ctrl,K562,166,46,10691
hepg2,UTP20+ctrl,K562,92,40,10691
hepg2,UTP23+ctrl,K562,160,47,10691
hepg2,UXT+ctrl,K562,206,46,10691
hepg2,WAC+ctrl,K562,93,40,10691
hepg2,WBP11+ctrl,K562,205,48,10691
hepg2,WDHD1+ctrl,K562,175,48,10691
hepg2,WDR12+ctrl,K562,174,47,10691
hepg2,WDR33+ctrl,K562,79,37,10691
hepg2,XRCC5+ctrl,K562,77,38,10691
hepg2,XRN2+ctrl,K562,57,32,10691
hepg2,YEATS2+ctrl,K562,233,48,10691
hepg2,YTHDC1+ctrl,K562,157,47,10691
hepg2,ZBTB17+ctrl,K562,158,48,10691
hepg2,ZCRB1+ctrl,K562,141,46,10691
hepg2,ZFC3H1+ctrl,K562,105,41,10691
hepg2,ZMAT2+ctrl,K562,348,48,10691
hepg2,ZMAT5+ctrl,K562,98,41,10691
hepg2,ZNF236+ctrl,K562,85,40,10691
hepg2,ZNF574+ctrl,K562,266,47,10691
hepg2,ZNHIT6+ctrl,K562,116,42,10691
hepg2,AARS+ctrl,RPE1,56,35,11485
hepg2,ABCE1+ctrl,RPE1,48,34,11485
hepg2,ABCF1+ctrl,RPE1,82,45,11485
hepg2,ABT1+ctrl,RPE1,24,17,11485
hepg2,ACTB+ctrl,RPE1,232,54,11485
hepg2,ACTR6+ctrl,RPE1,103,46,11485
hepg2,AHCTF1+ctrl,RPE1,71,38,11485
hepg2,AKIRIN2+ctrl,RPE1,29,22,11485
hepg2,ALG13+ctrl,RPE1,43,32,11485
hepg2,ARGLU1+ctrl,RPE1,91,48,11485
hepg2,ARL2+ctrl,RPE1,193,54,11485
hepg2,ATP6V0B+ctrl,RPE1,101,47,11485
hepg2,ATP6V1A+ctrl,RPE1,76,41,11485
hepg2,ATR+ctrl,RPE1,158,52,11485
hepg2,ATRIP+ctrl,RPE1,74,41,11485
hepg2,BDP1+ctrl,RPE1,42,32,11485
hepg2,BRIX1+ctrl,RPE1,38,24,11485
hepg2,CCDC59+ctrl,RPE1,44,32,11485
hepg2,CCNH+ctrl,RPE1,69,43,11485
hepg2,CCT4+ctrl,RPE1,55,37,11485
hepg2,CCT7+ctrl,RPE1,54,36,11485
hepg2,CD3EAP+ctrl,RPE1,38,25,11485
hepg2,CDC123+ctrl,RPE1,31,23,11485
hepg2,CDC5L+ctrl,RPE1,66,44,11485
hepg2,CDC6+ctrl,RPE1,78,40,11485
hepg2,CDC73+ctrl,RPE1,56,38,11485
hepg2,CEP192+ctrl,RPE1,53,31,11485
hepg2,CHCHD4+ctrl,RPE1,136,51,11485
hepg2,CHD4+ctrl,RPE1,109,44,11485
hepg2,CHEK1+ctrl,RPE1,49,30,11485
hepg2,CMTR1+ctrl,RPE1,80,41,11485
hepg2,CNOT2+ctrl,RPE1,62,40,11485
hepg2,COPB1+ctrl,RPE1,15,13,11485
hepg2,COPS2+ctrl,RPE1,41,27,11485
hepg2,COPS4+ctrl,RPE1,42,33,11485
hepg2,COX11+ctrl,RPE1,114,49,11485
hepg2,CPSF1+ctrl,RPE1,50,35,11485
hepg2,CPSF3+ctrl,RPE1,173,55,11485
hepg2,CPSF4+ctrl,RPE1,32,22,11485
hepg2,CPSF6+ctrl,RPE1,25,18,11485
hepg2,CSE1L+ctrl,RPE1,252,56,11485
hepg2,CSNK2B+ctrl,RPE1,68,36,11485
hepg2,CSTF3+ctrl,RPE1,58,36,11485
hepg2,CUL2+ctrl,RPE1,29,24,11485
hepg2,CUL7+ctrl,RPE1,36,27,11485
