perturbation,guide_id,n_guide_cells,eligible_guide,target_split,cell_count_quartile,guide_count_stratum,selection_hash,task_id,target_cluster_id,truth_access_phase,primary_task_unit,cell_cycle_phase_is_primary_context,selection_used_expression_matrix_or_truth_effect
METTL3,METTL3_1,221,True,supervised_train,Q3,THREE_PLUS_GUIDES,6649387611538bb8d926256c0f4744efa894656f6e828c987c9f95ad932d6d6a,E180::METTL3::METTL3_1,METTL3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
METTL3,METTL3_2,165,True,supervised_train,Q3,THREE_PLUS_GUIDES,6649387611538bb8d926256c0f4744efa894656f6e828c987c9f95ad932d6d6a,E180::METTL3::METTL3_2,METTL3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
METTL3,METTL3_3,158,True,supervised_train,Q3,THREE_PLUS_GUIDES,6649387611538bb8d926256c0f4744efa894656f6e828c987c9f95ad932d6d6a,E180::METTL3::METTL3_3,METTL3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
MNAT1,MNAT1_1,189,True,prospective_evaluation,Q2,THREE_PLUS_GUIDES,183372e60dfa80549b9c2074c3f09d014a76024f3a87861d97ca33f66540e589,E180::MNAT1::MNAT1_1,MNAT1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
MNAT1,MNAT1_2,100,True,prospective_evaluation,Q2,THREE_PLUS_GUIDES,183372e60dfa80549b9c2074c3f09d014a76024f3a87861d97ca33f66540e589,E180::MNAT1::MNAT1_2,MNAT1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
MNAT1,MNAT1_3,189,True,prospective_evaluation,Q2,THREE_PLUS_GUIDES,183372e60dfa80549b9c2074c3f09d014a76024f3a87861d97ca33f66540e589,E180::MNAT1::MNAT1_3,MNAT1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
NCBP1,NCBP1_1,114,True,model_validation,Q1,THREE_PLUS_GUIDES,fe9fb43ea7423d57c12b819377e55015d77c6e3a399340132cda52a4f25ae93a,E180::NCBP1::NCBP1_1,NCBP1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
NCBP1,NCBP1_2,111,True,model_validation,Q1,THREE_PLUS_GUIDES,fe9fb43ea7423d57c12b819377e55015d77c6e3a399340132cda52a4f25ae93a,E180::NCBP1::NCBP1_2,NCBP1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
NCBP1,NCBP1_3,24,True,model_validation,Q1,THREE_PLUS_GUIDES,fe9fb43ea7423d57c12b819377e55015d77c6e3a399340132cda52a4f25ae93a,E180::NCBP1::NCBP1_3,NCBP1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
NDUFA12,NDUFA12_1,370,True,supervised_train,Q3,THREE_PLUS_GUIDES,c9257b638c993cc7f38a9381b31df518a3bb4ccb0ac190b4678305369cda1f2b,E180::NDUFA12::NDUFA12_1,NDUFA12,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NDUFA12,NDUFA12_2,201,True,supervised_train,Q3,THREE_PLUS_GUIDES,c9257b638c993cc7f38a9381b31df518a3bb4ccb0ac190b4678305369cda1f2b,E180::NDUFA12::NDUFA12_2,NDUFA12,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NDUFA12,NDUFA12_3,232,True,supervised_train,Q3,THREE_PLUS_GUIDES,c9257b638c993cc7f38a9381b31df518a3bb4ccb0ac190b4678305369cda1f2b,E180::NDUFA12::NDUFA12_3,NDUFA12,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NDUFAF1,NDUFAF1_1,288,True,model_validation,Q4,THREE_PLUS_GUIDES,f76b59630857ac07e96e9e86a2b3afc33eedabaffde96248421210fb5b29739e,E180::NDUFAF1::NDUFAF1_1,NDUFAF1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
NDUFAF1,NDUFAF1_2,325,True,model_validation,Q4,THREE_PLUS_GUIDES,f76b59630857ac07e96e9e86a2b3afc33eedabaffde96248421210fb5b29739e,E180::NDUFAF1::NDUFAF1_2,NDUFAF1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
NDUFAF1,NDUFAF1_3,355,True,model_validation,Q4,THREE_PLUS_GUIDES,f76b59630857ac07e96e9e86a2b3afc33eedabaffde96248421210fb5b29739e,E180::NDUFAF1::NDUFAF1_3,NDUFAF1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
NDUFS1,NDUFS1_1,162,True,supervised_train,Q2,THREE_PLUS_GUIDES,0503cd2f96fe6ed6e80828998ad7fcaa05ea0e424c110f22b53d6ab0f5e59bb3,E180::NDUFS1::NDUFS1_1,NDUFS1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NDUFS1,NDUFS1_2,137,True,supervised_train,Q2,THREE_PLUS_GUIDES,0503cd2f96fe6ed6e80828998ad7fcaa05ea0e424c110f22b53d6ab0f5e59bb3,E180::NDUFS1::NDUFS1_2,NDUFS1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NDUFS1,NDUFS1_3,181,True,supervised_train,Q2,THREE_PLUS_GUIDES,0503cd2f96fe6ed6e80828998ad7fcaa05ea0e424c110f22b53d6ab0f5e59bb3,E180::NDUFS1::NDUFS1_3,NDUFS1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NDUFS2,NDUFS2_1,259,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,6d6ea83a1e57b6d0192cd86479c359b23336358d5cb2dc5f46d41fc52f5ab7bf,E180::NDUFS2::NDUFS2_1,NDUFS2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
NDUFS2,NDUFS2_2,181,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,6d6ea83a1e57b6d0192cd86479c359b23336358d5cb2dc5f46d41fc52f5ab7bf,E180::NDUFS2::NDUFS2_2,NDUFS2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
NDUFS2,NDUFS2_3,328,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,6d6ea83a1e57b6d0192cd86479c359b23336358d5cb2dc5f46d41fc52f5ab7bf,E180::NDUFS2::NDUFS2_3,NDUFS2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
NDUFV1,NDUFV1_1,194,True,supervised_train,Q3,THREE_PLUS_GUIDES,deeec1ee2c74ca7af85dd3e4a151012de513b9a7c1bcd6453550a36dfa2a675e,E180::NDUFV1::NDUFV1_1,NDUFV1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NDUFV1,NDUFV1_2,215,True,supervised_train,Q3,THREE_PLUS_GUIDES,deeec1ee2c74ca7af85dd3e4a151012de513b9a7c1bcd6453550a36dfa2a675e,E180::NDUFV1::NDUFV1_2,NDUFV1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NDUFV1,NDUFV1_3,227,True,supervised_train,Q3,THREE_PLUS_GUIDES,deeec1ee2c74ca7af85dd3e4a151012de513b9a7c1bcd6453550a36dfa2a675e,E180::NDUFV1::NDUFV1_3,NDUFV1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NME3,NME3_2,167,True,supervised_train,Q2,TWO_GUIDES,398722bce798fb9aaeae1492c01f639e624e7ded891d642674c3bb93fc94ceb8,E180::NME3::NME3_2,NME3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NME3,NME3_3,345,True,supervised_train,Q2,TWO_GUIDES,398722bce798fb9aaeae1492c01f639e624e7ded891d642674c3bb93fc94ceb8,E180::NME3::NME3_3,NME3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NPAT,NPAT_1,181,True,supervised_train,Q2,THREE_PLUS_GUIDES,e01a3e6e88428146828e47044d2df5444c980d54ba18b76e136de8b8c1631059,E180::NPAT::NPAT_1,NPAT,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NPAT,NPAT_2,125,True,supervised_train,Q2,THREE_PLUS_GUIDES,e01a3e6e88428146828e47044d2df5444c980d54ba18b76e136de8b8c1631059,E180::NPAT::NPAT_2,NPAT,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
NPAT,NPAT_3,159,True,supervised_train,Q2,THREE_PLUS_GUIDES,e01a3e6e88428146828e47044d2df5444c980d54ba18b76e136de8b8c1631059,E180::NPAT::NPAT_3,NPAT,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
OGDH,OGDH_1,154,True,model_validation,Q4,THREE_PLUS_GUIDES,33dd65568bbdaf7c37a503dc36b3118967598167d9e187ee48a4b3cac76c721f,E180::OGDH::OGDH_1,OGDH,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
OGDH,OGDH_2,401,True,model_validation,Q4,THREE_PLUS_GUIDES,33dd65568bbdaf7c37a503dc36b3118967598167d9e187ee48a4b3cac76c721f,E180::OGDH::OGDH_2,OGDH,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
OGDH,OGDH_3,559,True,model_validation,Q4,THREE_PLUS_GUIDES,33dd65568bbdaf7c37a503dc36b3118967598167d9e187ee48a4b3cac76c721f,E180::OGDH::OGDH_3,OGDH,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PAPOLA,PAPOLA_1,144,True,supervised_train,Q3,THREE_PLUS_GUIDES,e73b87a6ed537554286bfeb3b3fe7ac6abc8e42c210cc218f1d3e8d40ae03d8c,E180::PAPOLA::PAPOLA_1,PAPOLA,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PAPOLA,PAPOLA_2,216,True,supervised_train,Q3,THREE_PLUS_GUIDES,e73b87a6ed537554286bfeb3b3fe7ac6abc8e42c210cc218f1d3e8d40ae03d8c,E180::PAPOLA::PAPOLA_2,PAPOLA,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PAPOLA,PAPOLA_3,198,True,supervised_train,Q3,THREE_PLUS_GUIDES,e73b87a6ed537554286bfeb3b3fe7ac6abc8e42c210cc218f1d3e8d40ae03d8c,E180::PAPOLA::PAPOLA_3,PAPOLA,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PAPOLG,PAPOLG_1,210,True,supervised_train,Q2,THREE_PLUS_GUIDES,93a124b8b512b7868185026a800c78cf12d02d68fd6b8a887ea17be121cbf230,E180::PAPOLG::PAPOLG_1,PAPOLG,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PAPOLG,PAPOLG_2,133,True,supervised_train,Q2,THREE_PLUS_GUIDES,93a124b8b512b7868185026a800c78cf12d02d68fd6b8a887ea17be121cbf230,E180::PAPOLG::PAPOLG_2,PAPOLG,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PAPOLG,PAPOLG_3,174,True,supervised_train,Q2,THREE_PLUS_GUIDES,93a124b8b512b7868185026a800c78cf12d02d68fd6b8a887ea17be121cbf230,E180::PAPOLG::PAPOLG_3,PAPOLG,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PBRM1,PBRM1_1,231,True,model_validation,Q3,THREE_PLUS_GUIDES,cdd1eaf977b938ef9b5c8bbe3fe121f4a4faccbab5c2960ba521c6340c105729,E180::PBRM1::PBRM1_1,PBRM1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PBRM1,PBRM1_2,185,True,model_validation,Q3,THREE_PLUS_GUIDES,cdd1eaf977b938ef9b5c8bbe3fe121f4a4faccbab5c2960ba521c6340c105729,E180::PBRM1::PBRM1_2,PBRM1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PBRM1,PBRM1_3,156,True,model_validation,Q3,THREE_PLUS_GUIDES,cdd1eaf977b938ef9b5c8bbe3fe121f4a4faccbab5c2960ba521c6340c105729,E180::PBRM1::PBRM1_3,PBRM1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PCNA,PCNA_2,54,True,prospective_evaluation,Q1,TWO_GUIDES,3986b96357be2c96a21e56200cb9f3491898ce4741637bc9b0bd4b66aad1ea4e,E180::PCNA::PCNA_2,PCNA,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
PCNA,PCNA_3,111,True,prospective_evaluation,Q1,TWO_GUIDES,3986b96357be2c96a21e56200cb9f3491898ce4741637bc9b0bd4b66aad1ea4e,E180::PCNA::PCNA_3,PCNA,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
PDHA1,PDHA1_1,314,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,fb693493453eb7feebb98970ced249f4051523e1be2e4f7c27d036505d1b2f61,E180::PDHA1::PDHA1_1,PDHA1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
PDHA1,PDHA1_2,472,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,fb693493453eb7feebb98970ced249f4051523e1be2e4f7c27d036505d1b2f61,E180::PDHA1::PDHA1_2,PDHA1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
PDHA1,PDHA1_3,398,True,conformal_calibration,Q4,THREE_PLUS_GUIDES,fb693493453eb7feebb98970ced249f4051523e1be2e4f7c27d036505d1b2f61,E180::PDHA1::PDHA1_3,PDHA1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
PDIA6,PDIA6_1,26,True,model_validation,Q3,THREE_PLUS_GUIDES,84eaafbee95e864dea176d41cb237be1e6ac6191c0672f059c80dc39f4602b66,E180::PDIA6::PDIA6_1,PDIA6,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PDIA6,PDIA6_2,469,True,model_validation,Q3,THREE_PLUS_GUIDES,84eaafbee95e864dea176d41cb237be1e6ac6191c0672f059c80dc39f4602b66,E180::PDIA6::PDIA6_2,PDIA6,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PDIA6,PDIA6_3,274,True,model_validation,Q3,THREE_PLUS_GUIDES,84eaafbee95e864dea176d41cb237be1e6ac6191c0672f059c80dc39f4602b66,E180::PDIA6::PDIA6_3,PDIA6,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PELO,PELO_1,66,True,supervised_train,Q2,THREE_PLUS_GUIDES,e8b5300d0f929c48f93235d2e3fe6567d44cbee198aa40c3c497158cabb74da4,E180::PELO::PELO_1,PELO,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PELO,PELO_2,172,True,supervised_train,Q2,THREE_PLUS_GUIDES,e8b5300d0f929c48f93235d2e3fe6567d44cbee198aa40c3c497158cabb74da4,E180::PELO::PELO_2,PELO,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PELO,PELO_3,130,True,supervised_train,Q2,THREE_PLUS_GUIDES,e8b5300d0f929c48f93235d2e3fe6567d44cbee198aa40c3c497158cabb74da4,E180::PELO::PELO_3,PELO,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PGK1,PGK1_1,58,True,model_validation,Q1,THREE_PLUS_GUIDES,1190f59d71f08b96f7d6bc3dee678881cd7f855f9547877b0dd0ac5f6b69fd3b,E180::PGK1::PGK1_1,PGK1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PGK1,PGK1_2,75,True,model_validation,Q1,THREE_PLUS_GUIDES,1190f59d71f08b96f7d6bc3dee678881cd7f855f9547877b0dd0ac5f6b69fd3b,E180::PGK1::PGK1_2,PGK1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PGK1,PGK1_3,48,True,model_validation,Q1,THREE_PLUS_GUIDES,1190f59d71f08b96f7d6bc3dee678881cd7f855f9547877b0dd0ac5f6b69fd3b,E180::PGK1::PGK1_3,PGK1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PHF10,PHF10_1,228,True,supervised_train,Q4,THREE_PLUS_GUIDES,92d1372d84fed2348d635aa47f35633f7c988288c2e0a9120c810205a27d74e4,E180::PHF10::PHF10_1,PHF10,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PHF10,PHF10_2,596,True,supervised_train,Q4,THREE_PLUS_GUIDES,92d1372d84fed2348d635aa47f35633f7c988288c2e0a9120c810205a27d74e4,E180::PHF10::PHF10_2,PHF10,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PHF10,PHF10_3,59,True,supervised_train,Q4,THREE_PLUS_GUIDES,92d1372d84fed2348d635aa47f35633f7c988288c2e0a9120c810205a27d74e4,E180::PHF10::PHF10_3,PHF10,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PKM,PKM_1,106,True,supervised_train,Q1,THREE_PLUS_GUIDES,66f42b502460831886366063eaf73f28ea584c0504d7ee812803b9c069c294ae,E180::PKM::PKM_1,PKM,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PKM,PKM_2,64,True,supervised_train,Q1,THREE_PLUS_GUIDES,66f42b502460831886366063eaf73f28ea584c0504d7ee812803b9c069c294ae,E180::PKM::PKM_2,PKM,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PKM,PKM_3,150,True,supervised_train,Q1,THREE_PLUS_GUIDES,66f42b502460831886366063eaf73f28ea584c0504d7ee812803b9c069c294ae,E180::PKM::PKM_3,PKM,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLA2,POLA2_1,87,True,supervised_train,Q1,TWO_GUIDES,77d2d72664a84af82ce32637920a577ae863149445225f8260e1c3576167a0c5,E180::POLA2::POLA2_1,POLA2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLA2,POLA2_3,55,True,supervised_train,Q1,TWO_GUIDES,77d2d72664a84af82ce32637920a577ae863149445225f8260e1c3576167a0c5,E180::POLA2::POLA2_3,POLA2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLD1,POLD1_1,32,True,supervised_train,Q1,TWO_GUIDES,b0f96d897a944bbe2b7de9045c8546d91b62302b2ee355cb5e42b8ef7c5c7b25,E180::POLD1::POLD1_1,POLD1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLD1,POLD1_3,29,True,supervised_train,Q1,TWO_GUIDES,b0f96d897a944bbe2b7de9045c8546d91b62302b2ee355cb5e42b8ef7c5c7b25,E180::POLD1::POLD1_3,POLD1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLD2,POLD2_1,137,True,supervised_train,Q1,TWO_GUIDES,27fbc529536c71b1775d8b77cc35bf8457cfb17fe21188ff1c7f630352f46605,E180::POLD2::POLD2_1,POLD2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLD2,POLD2_2,44,True,supervised_train,Q1,TWO_GUIDES,27fbc529536c71b1775d8b77cc35bf8457cfb17fe21188ff1c7f630352f46605,E180::POLD2::POLD2_2,POLD2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLD3,POLD3_1,48,True,supervised_train,Q1,THREE_PLUS_GUIDES,d1d11fac7b272d8ec9c0d7684757c947580a08c3c1a819fd7dc1e7b8f7fbc51e,E180::POLD3::POLD3_1,POLD3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLD3,POLD3_2,45,True,supervised_train,Q1,THREE_PLUS_GUIDES,d1d11fac7b272d8ec9c0d7684757c947580a08c3c1a819fd7dc1e7b8f7fbc51e,E180::POLD3::POLD3_2,POLD3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLD3,POLD3_3,32,True,supervised_train,Q1,THREE_PLUS_GUIDES,d1d11fac7b272d8ec9c0d7684757c947580a08c3c1a819fd7dc1e7b8f7fbc51e,E180::POLD3::POLD3_3,POLD3,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLE,POLE_2,23,True,supervised_train,Q1,TWO_GUIDES,53e78f02112f4569a383eda81a9f6de11b1a2d6d9f5e44df3f541c8e3c2a8caa,E180::POLE::POLE_2,POLE,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLE,POLE_3,56,True,supervised_train,Q1,TWO_GUIDES,53e78f02112f4569a383eda81a9f6de11b1a2d6d9f5e44df3f541c8e3c2a8caa,E180::POLE::POLE_3,POLE,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLR1A,POLR1A_1,69,True,model_validation,Q1,TWO_GUIDES,2fd9a3139dda791eab1ad4df8a943598b9117f30d105f14ec1636f8bfd93ec5f,E180::POLR1A::POLR1A_1,POLR1A,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
POLR1A,POLR1A_3,69,True,model_validation,Q1,TWO_GUIDES,2fd9a3139dda791eab1ad4df8a943598b9117f30d105f14ec1636f8bfd93ec5f,E180::POLR1A::POLR1A_3,POLR1A,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
POLR1B,POLR1B_1,58,True,prospective_evaluation,Q1,TWO_GUIDES,f86cc1ba6a744f1cda34f5e79614ce3a2f0131db41ac7fb8ed5d84a143c72bf4,E180::POLR1B::POLR1B_1,POLR1B,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
POLR1B,POLR1B_3,52,True,prospective_evaluation,Q1,TWO_GUIDES,f86cc1ba6a744f1cda34f5e79614ce3a2f0131db41ac7fb8ed5d84a143c72bf4,E180::POLR1B::POLR1B_3,POLR1B,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
POLR2B,POLR2B_1,74,True,supervised_train,Q1,TWO_GUIDES,f8a85be19e5a9afac2df5662ba7fccfaf90a6e05a7d576072d17526db418d5dd,E180::POLR2B::POLR2B_1,POLR2B,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLR2B,POLR2B_2,74,True,supervised_train,Q1,TWO_GUIDES,f8a85be19e5a9afac2df5662ba7fccfaf90a6e05a7d576072d17526db418d5dd,E180::POLR2B::POLR2B_2,POLR2B,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLR2F,POLR2F_1,57,True,supervised_train,Q2,TWO_GUIDES,a85885ce8fc0d02633d902c3917095e9c080f36617dbf3af807901dc7001a4f3,E180::POLR2F::POLR2F_1,POLR2F,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLR2F,POLR2F_3,468,True,supervised_train,Q2,TWO_GUIDES,a85885ce8fc0d02633d902c3917095e9c080f36617dbf3af807901dc7001a4f3,E180::POLR2F::POLR2F_3,POLR2F,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLR3A,POLR3A_1,427,True,supervised_train,Q3,THREE_PLUS_GUIDES,01bd524411fde2e6f481334f612c356481c2042eaeae24126796c87091a875e7,E180::POLR3A::POLR3A_1,POLR3A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLR3A,POLR3A_2,30,True,supervised_train,Q3,THREE_PLUS_GUIDES,01bd524411fde2e6f481334f612c356481c2042eaeae24126796c87091a875e7,E180::POLR3A::POLR3A_2,POLR3A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
POLR3A,POLR3A_3,195,True,supervised_train,Q3,THREE_PLUS_GUIDES,01bd524411fde2e6f481334f612c356481c2042eaeae24126796c87091a875e7,E180::POLR3A::POLR3A_3,POLR3A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PPP1CB,PPP1CB_1,157,True,supervised_train,Q1,THREE_PLUS_GUIDES,d847711df63085d23b708fbf32ff270656e6a34b674322b774e9e4be3da93904,E180::PPP1CB::PPP1CB_1,PPP1CB,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PPP1CB,PPP1CB_2,60,True,supervised_train,Q1,THREE_PLUS_GUIDES,d847711df63085d23b708fbf32ff270656e6a34b674322b774e9e4be3da93904,E180::PPP1CB::PPP1CB_2,PPP1CB,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PPP1CB,PPP1CB_3,48,True,supervised_train,Q1,THREE_PLUS_GUIDES,d847711df63085d23b708fbf32ff270656e6a34b674322b774e9e4be3da93904,E180::PPP1CB::PPP1CB_3,PPP1CB,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PPP2CA,PPP2CA_2,423,True,model_validation,Q4,TWO_GUIDES,6b43d2583ff4386519d46cc43f52d85673fa1725d19ec9ad7486ad0b40c1f477,E180::PPP2CA::PPP2CA_2,PPP2CA,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PPP2CA,PPP2CA_3,498,True,model_validation,Q4,TWO_GUIDES,6b43d2583ff4386519d46cc43f52d85673fa1725d19ec9ad7486ad0b40c1f477,E180::PPP2CA::PPP2CA_3,PPP2CA,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PPP2R1A,PPP2R1A_1,296,True,supervised_train,Q2,THREE_PLUS_GUIDES,458cf7b5fe5c94263a2b0a95d0eb36de12938fc2691e72774563f11835f04714,E180::PPP2R1A::PPP2R1A_1,PPP2R1A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PPP2R1A,PPP2R1A_2,96,True,supervised_train,Q2,THREE_PLUS_GUIDES,458cf7b5fe5c94263a2b0a95d0eb36de12938fc2691e72774563f11835f04714,E180::PPP2R1A::PPP2R1A_2,PPP2R1A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PPP2R1A,PPP2R1A_3,103,True,supervised_train,Q2,THREE_PLUS_GUIDES,458cf7b5fe5c94263a2b0a95d0eb36de12938fc2691e72774563f11835f04714,E180::PPP2R1A::PPP2R1A_3,PPP2R1A,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
PRDM2,PRDM2_1,233,True,model_validation,Q3,THREE_PLUS_GUIDES,ee1ee9b3cb4b932f3b83ccbd17e4a59f78fcf4280ea0ae76f133a37c024628ce,E180::PRDM2::PRDM2_1,PRDM2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
PRDM2,PRDM2_2,204,True,model_validation,Q3,THREE_PLUS_GUIDES,ee1ee9b3cb4b932f3b83ccbd17e4a59f78fcf4280ea0ae76f133a37c024628ce,E180::PRDM2::PRDM2_2,PRDM2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
