target_selection_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,selected_from_label_free_identity_availability_without_abundance_or_expression
171,ENSG00000213901,SLC23A3,2,SLC23A3-1+SLC23A3-2,True,SLC23A3,True,True,SLC23A3,True,True,07a531a6b2b9b745a7b1730651dc11c377ec6da588c4a12f57463216ba2e1ef2,343f26f625c6d40476a2580a81ca3f701f3aeaf3b88d8b9c9376f47275ecc6b0,DONOR_UNSEEN_ONLY,6,True
172,ENSG00000090905,TNRC6A,2,TNRC6A-1+TNRC6A-2,True,TNRC6A,True,True,TNRC6A,True,True,07a56e7aa9d55570db00ac933be8f816c0801d271040cc732a7f4e1e7521b618,b1ac111d4318122b48117eb0ba08fc0c947fec15ef378e0c6469662bfff7f416,DONOR_UNSEEN_ONLY,6,True
173,ENSG00000163281,GNPDA2,2,GNPDA2-1+GNPDA2-2,True,GNPDA2,True,True,GNPDA2,True,True,07aedfab5e7ccb035acecc6d2b58cb3278f3f17e5a4bdfe2787a0b87220c7c20,7b6cb5b31c88e570ec3e15b3aa8d945f41327de2eeaccba2966c6a1ec75dc6a7,DONOR_UNSEEN_ONLY,6,True
174,ENSG00000137496,IL18BP,2,IL18BP-1+IL18BP-2,True,IL18BP,True,True,IL18BP,True,True,07afe057f7757458ddb9ba9928997ce0d6dc5a6a95708ccc340327f81c37f600,2a4b855fb4f732928637186e1d6fdadbaf29572a5ac0d7fd90da576ee21ecf08,COLUMN_UNSEEN,0,True
175,ENSG00000143416,SELENBP1,2,SELENBP1-1+SELENBP1-2,True,SELENBP1,True,True,SELENBP1,True,True,07de1823c5b8e571482000d2a14181d52b37d5741229c664c6f5bcece1a28d00,4825f9dae72e1ee87d372f1b86ad9c08f5917585ca17b92a98e5a3b7a96d091b,DONOR_UNSEEN_ONLY,6,True
176,ENSG00000116478,HDAC1,2,HDAC1-1+HDAC1-2,True,HDAC1,True,True,HDAC1,True,True,07e24486056d225c26fee8ba4b035a3aebf8ebb32f75a862ce6b63e3a0843b6f,d35a6ebd979f9cf8bbd568193593f9b3d637f4fedabeba7b3e71ed6bada96dd8,DONOR_UNSEEN_ONLY,6,True
177,ENSG00000147434,CHRNA6,2,CHRNA6-1+CHRNA6-2,True,CHRNA6,True,True,CHRNA6,True,True,08018ee23301c03b1147b13f27f2d45e2b34da1a4626f020b58fae1d14065983,e5730a0a90ebe0dd92900ea162db6e16b3529b57baaf3847e7b84188052b6f2b,DONOR_UNSEEN_ONLY,6,True
178,ENSG00000139842,CUL4A,2,CUL4A-1+CUL4A-2,True,CUL4A,True,True,CUL4A,True,True,08046732d6c0793eba2b7c73c035a273447756b1fd8692bbbdc1d9054550228b,1fcb68df9d5954223261868e0eb4cd8dfed6fbb5cba507bc1ae38f3ad0177586,COLUMN_UNSEEN,0,True
179,ENSG00000159873,CCDC117,2,CCDC117-1+CCDC117-2,True,CCDC117,True,True,CCDC117,True,True,0806e4a1e1d91350ea92ecefcc5b98cf777b92ddaf5f53828081e7e65e03824a,fd90d3dee3bdf4d669b65d338b1a0d693f434006a17c5cf58c59d98406fd08ca,DONOR_UNSEEN_ONLY,6,True
180,ENSG00000073417,PDE8A,2,PDE8A-1+PDE8A-2,True,PDE8A,True,True,PDE8A,True,True,080b0bdb23a789c0217452cc82410a48fa832a4cadce1885b52659b5187d354f,1f54f2494454ce664b5ee8e1d9f12d4fbc853ea4a047b13fec1c668fdcdb5d65,COLUMN_UNSEEN,0,True
181,ENSG00000164978,NUDT2,2,NUDT2-1+NUDT2-2,True,NUDT2,True,True,NUDT2,True,True,082f274c610d01fa816396c4efde2568dc7a577355b70091278590cb931f7635,cfbc0571313d25a0801d6c433f8e5fc668d4fa09451f952d32d13d3ea8960dd6,DONOR_UNSEEN_ONLY,6,True
182,ENSG00000161664,ASB16,2,ASB16-1+ASB16-2,True,ASB16,True,True,ASB16,True,True,0832b5f9446b7e9ed7e0e58db83f8454e4d48a267740c61dac4ba31bfe543a8d,13177105016dc56ee4f7879d6f7b6a6d8f6ad9bf6c6bb972d182d997cb4ed2aa,COLUMN_UNSEEN,0,True
183,ENSG00000174652,ZNF266,2,ZNF266-1+ZNF266-2,True,ZNF266,True,True,ZNF266,True,True,083c6aa842897105490d72cefc7f6ffa8229ca7f95f67931962b30c918b46353,ccc0c3ad510c8825194a051ca17b52a941a143967ce96903eea95f024e94222b,DONOR_UNSEEN_ONLY,6,True
184,ENSG00000159399,HK2,2,HK2-1+HK2-2,True,HK2,True,True,HK2,True,True,0840ed7534930eb232f8f8e218071ea837610e7d4bdf3a9edc4cbb718a68b8cc,3685d6d812bf05df6751e6c8f9b485f5e627b7ae54ea3f181c135a84d7dd0dde,DONOR_UNSEEN_ONLY,6,True
185,ENSG00000237190,CDKN2AIPNL,2,CDKN2AIPNL-1+CDKN2AIPNL-2,True,CDKN2AIPNL,True,True,CDKN2AIPNL,True,True,084fee145673c12858ab5662fb1cb281e6df140b46601486cdb07966a6da67b3,e99c4897d76f75825888ffa1d86af752df5548fee6eaf85d2bb2457245aa91b4,DONOR_UNSEEN_ONLY,6,True
186,ENSG00000204644,ZFP57,2,ZFP57-1+ZFP57-2,True,ZFP57,True,True,ZFP57,True,True,085015832a7683e0a0879ebdc0f689393545057afd9edb69d9b26ddd4e2718c5,b170ae9554dcdbf763013febbf9cb5890f314b13edee2efaca1b16e1df712515,DONOR_UNSEEN_ONLY,6,True
187,ENSG00000022976,ZNF839,2,ZNF839-1+ZNF839-2,True,ZNF839,True,True,ZNF839,True,True,0856fcbdccfe6216aeaf21f866bc80ee0e7856571112f1c37725199faae08b8f,19f955c2e4176549e12ef977a4893378bf9633a91a1f0a7fb40523deec42a12b,COLUMN_UNSEEN,0,True
188,ENSG00000130348,QRSL1,2,QRSL1-1+QRSL1-2,True,QRSL1,True,True,QRSL1,True,True,08579cc8a7a6d1354455b63c16f8cfb396755bae9439a6f06b8fc48658a1dcc3,8c44be28180dba8d199cd126940f5e6260db0e4e060614cc3445f04968bac2ba,DONOR_UNSEEN_ONLY,6,True
189,ENSG00000089012,SIRPG,2,SIRPG-1+SIRPG-2,True,SIRPG,True,True,SIRPG,True,True,0862e24770f34e49458754437efad8a7a9afba6ed9916dd48170ec55ef43fd1f,6cf5fb40c74169d5a7207181f2a06795ba22e1a58bc4431f374abea75f01d7f3,DONOR_UNSEEN_ONLY,6,True
190,ENSG00000117650,NEK2,2,NEK2-1+NEK2-2,True,NEK2,True,True,NEK2,True,True,0867039e8f08904fd99eeec3808de6c636b9b769180abedcec23cc0d045a85d1,23b7dbdc536961e2f320c9fc19e139d842cd1603c183440414834b7ad655276f,COLUMN_UNSEEN,0,True
191,ENSG00000126259,KIRREL2,2,KIRREL2-1+KIRREL2-2,True,KIRREL2,True,True,KIRREL2,True,True,086a82aaa934ccaf32bb269e3479d766adbdb535d9ae18b4e8813c0b49a78bde,8b1f58ec05fe58649d49f273e38c5bab7a84e5fdb4b06348c66ce552647d5d93,DONOR_UNSEEN_ONLY,6,True
192,ENSG00000138814,PPP3CA,2,PPP3CA-1+PPP3CA-2,True,PPP3CA,True,True,PPP3CA,True,True,086d182a2ebe22597b062b886880f4829a5780621086fa77649913751b54137e,f194f6cfd54bce5cc542ccb02be362160e72cb21a6eb6a61c7ba8bc9b9206eaf,DONOR_UNSEEN_ONLY,6,True
193,ENSG00000110074,FOXRED1,2,FOXRED1-1+FOXRED1-2,True,FOXRED1,True,True,FOXRED1,True,True,08777191338f83e616e5e4ebace6ba9af83cbe9a2a473ba10f2e9a331497c1f2,3c3531339d9c32715faba7829654cda95ce97f2563af228271469e34b8868fc7,DONOR_UNSEEN_ONLY,6,True
194,ENSG00000179981,TSHZ1,2,TSHZ1-1+TSHZ1-2,True,TSHZ1,True,True,TSHZ1,True,True,088fc24c63d510f7d805bb54cea8b5a6840c717ebc6623f71803afe8c338a3f1,87fa400c083f89236877c2db3354a6fa9d8dec5a2b98f2f3a4eda0c5dce25b50,DONOR_UNSEEN_ONLY,6,True
195,ENSG00000196407,THEM5,2,THEM5-1+THEM5-2,True,THEM5,True,True,THEM5,True,True,08913475fa52688bcd11e5b18c0388357776da1ece3c2072a161d9d066507fc3,09f1441b135c5817e767e2c0721b91fc19f00e95755150c52e71bbc2879d8b7a,COLUMN_UNSEEN,0,True
196,ENSG00000145293,ENOPH1,2,ENOPH1-1+ENOPH1-2,True,ENOPH1,True,True,ENOPH1,True,True,08963e666139d5b27d87c7fdc3c5e76bab3a72fcc0d9d6839128457480d7f733,b69275015bd41cb3ba38e9a84b8310df2fa5f9810e44458d5a17e3d29ff42048,DONOR_UNSEEN_ONLY,6,True
197,ENSG00000134594,RAB33A,2,RAB33A-1+RAB33A-2,True,RAB33A,True,True,RAB33A,True,True,08a16f8537195c719448492e34dfe7310b9b5491cddac3f8a7f885bb93766c05,bb4281f97717bc14ab5dfd4e6ab5339be3d718a15c9cdf3ccf2ba2b20dc44928,DONOR_UNSEEN_ONLY,6,True
198,ENSG00000157999,ANKRD61,2,ANKRD61-1+ANKRD61-2,True,ANKRD61,True,True,ANKRD61,True,True,08acd99ac8029dc334871b703a07bab150e04bc433b278a1f0b8dfea302108fe,cd52a14e27d20ca67a0c13108d44fe9c2df6d47f8df26174c3b3c08dde8a4b4d,DONOR_UNSEEN_ONLY,6,True
199,ENSG00000105641,SLC5A5,2,SLC5A5-1+SLC5A5-2,True,SLC5A5,True,True,SLC5A5,True,True,08b00e3f1cf497edb4ee3c1a82dc160876d8b17828dbf1e3a16afccf24928739,e1f3e89ad7fc86aea1a012f372f6ccb9fcbbc52ed2c2eb6d975ead855697181f,DONOR_UNSEEN_ONLY,6,True
200,ENSG00000047634,SCML1,2,SCML1-1+SCML1-2,True,SCML1,True,True,SCML1,True,True,08b71afc43cb2ce2623fb30714b0da722cdf9cb25f4a4e0059f95fd75ec7f6f7,89bcef3e59fa6bba2c89a26a8eb072ac3bb7241d8d5bd465292fddaa8c508f4f,DONOR_UNSEEN_ONLY,6,True
