cell_line,drug_dose,drug,plate,n_full_cells,matched_control_cells,split,maximum_cells_to_extract
CVCL_0546,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,9909,12994,train,128
CVCL_0546,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,10286,10609,train,128
CVCL_0546,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,8977,14701,train,128
CVCL_0546,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,6072,9876,train,128
CVCL_0546,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,7091,13159,train,128
CVCL_0546,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,6868,13159,train,128
CVCL_0546,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,9289,7700,train,128
CVCL_0546,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,5709,13159,train,128
CVCL_0546,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,9350,14701,train,128
CVCL_0546,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,5707,13159,train,128
CVCL_0546,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,9109,12994,train,128
CVCL_0546,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,10520,13066,train,128
CVCL_0546,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,11868,12994,train,128
CVCL_0546,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,9351,14701,train,128
CVCL_0546,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,8015,13159,train,128
CVCL_0546,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,9476,13988,train,128
CVCL_0546,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,6745,14701,train,128
CVCL_0546,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,9048,13066,train,128
CVCL_0546,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,9717,12994,train,128
CVCL_0546,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,6770,13066,train,128
CVCL_0546,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,8778,14701,train,128
CVCL_0546,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,9334,14701,train,128
CVCL_0546,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,5786,9876,train,128
CVCL_0546,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,9439,13159,train,128
CVCL_0546,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,10112,13066,train,128
CVCL_0546,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,8438,13066,train,128
CVCL_0546,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,7739,7099,train,128
CVCL_0546,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,5773,9956,train,128
CVCL_0546,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,6778,13159,train,128
CVCL_0546,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,6407,9876,train,128
CVCL_0546,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,8584,14701,train,128
CVCL_0546,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,9006,13159,train,128
CVCL_0546,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,7991,14701,train,128
CVCL_0546,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,7729,13159,train,128
CVCL_0546,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,6062,13159,train,128
CVCL_0546,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate14,6330,5913,train,128
CVCL_0546,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,5307,9876,train,128
CVCL_0546,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,6163,9876,train,128
CVCL_0546,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,4460,13159,train,128
CVCL_0546,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,7737,7099,train,128
CVCL_0546,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,7777,7700,train,128
CVCL_0546,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,6576,13159,train,128
CVCL_0546,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,7445,14701,train,128
CVCL_0546,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,8807,14701,train,128
CVCL_0546,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,12670,12994,train,128
CVCL_0546,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,11527,14701,train,128
CVCL_0546,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,8159,14701,train,128
CVCL_1098,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,1692,2599,train,128
CVCL_1098,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,2932,4655,train,128
CVCL_1098,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,2545,4043,train,128
CVCL_1098,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate6,2735,4043,train,128
CVCL_1098,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,2892,4043,train,128
CVCL_1098,"[('Afatinib', 0.5, 'uM')]",Afatinib,plate2,2214,4655,train,128
CVCL_1098,"[('Afatinib', 5.0, 'uM')]",Afatinib,plate3,1464,648,train,128
CVCL_1098,"[('Almonertinib (mesylate)', 0.5, 'uM')]",Almonertinib (mesylate),plate8,1590,1691,train,128
CVCL_1098,"[('Anastrozole', 0.5, 'uM')]",Anastrozole,plate2,3094,4655,train,128
CVCL_1098,"[('Anethole trithione', 0.05, 'uM')]",Anethole trithione,plate4,1977,2599,train,128
CVCL_1098,"[('Anethole trithione', 0.5, 'uM')]",Anethole trithione,plate5,1892,2995,train,128
CVCL_1098,"[('Apalutamide', 0.5, 'uM')]",Apalutamide,plate8,1342,1691,train,128
CVCL_1098,"[('Artemether', 5.0, 'uM')]",Artemether,plate12,1438,1665,train,128
CVCL_1098,"[('Artesunate', 5.0, 'uM')]",Artesunate,plate6,3068,4043,train,128
CVCL_1098,"[('Ataluren', 5.0, 'uM')]",Ataluren,plate12,1668,1665,train,128
CVCL_1098,"[('Baicalin', 5.0, 'uM')]",Baicalin,plate6,2652,4043,train,128
CVCL_1098,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]",Balsalazide (sodium hydrate),plate6,2478,4043,train,128
CVCL_1098,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]",Berbamine (dihydrochloride),plate8,1685,1691,train,128
CVCL_1098,"[('Berbamine', 5.0, 'uM')]",Berbamine,plate6,2191,4043,train,128
CVCL_1098,"[('Berberine (chloride hydrate)', 5.0, 'uM')]",Berberine (chloride hydrate),plate6,3674,4043,train,128
CVCL_1098,"[('Bicalutamide', 0.05, 'uM')]",Bicalutamide,plate10,1262,1715,train,128
CVCL_1098,"[('Bicalutamide', 5.0, 'uM')]",Bicalutamide,plate12,2184,1665,train,128
CVCL_1098,"[('Binimetinib', 5.0, 'uM')]",Binimetinib,plate12,1422,1665,train,128
CVCL_1098,"[('Brimonidine', 5.0, 'uM')]",Brimonidine,plate12,1858,1665,train,128
CVCL_1098,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]",Canagliflozin (hemihydrate),plate12,2071,1665,train,128
CVCL_1098,"[('Capivasertib', 0.5, 'uM')]",Capivasertib,plate2,2171,4655,train,128
CVCL_1098,"[('Carbidopa (monohydrate)', 0.05, 'uM')]",Carbidopa (monohydrate),plate13,1316,943,train,128
CVCL_1098,"[('Chlorhexidine (diacetate)', 0.5, 'uM')]",Chlorhexidine (diacetate),plate5,1422,2995,train,128
CVCL_1098,"[('Cinacalcet', 5.0, 'uM')]",Cinacalcet,plate12,1372,1665,train,128
CVCL_1098,"[('Clonidine (hydrochloride)', 0.05, 'uM')]",Clonidine (hydrochloride),plate4,2125,2599,train,128
CVCL_1098,"[('Clonidine (hydrochloride)', 5.0, 'uM')]",Clonidine (hydrochloride),plate6,3479,4043,train,128
CVCL_1098,"[('Cloxacillin (sodium)', 5.0, 'uM')]",Cloxacillin (sodium),plate6,2019,4043,train,128
CVCL_1098,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]",Crizotinib (hydrochloride),plate12,1428,1665,train,128
CVCL_1098,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]",Cysteamine (hydrochloride),plate6,2325,4043,train,128
CVCL_1098,"[('DT-061', 0.5, 'uM')]",DT-061,plate2,2208,4655,train,128
CVCL_1098,"[('DTP3', 0.5, 'uM')]",DTP3,plate2,2271,4655,train,128
CVCL_1098,"[('Dabrafenib', 5.0, 'uM')]",Dabrafenib,plate3,2223,648,train,128
CVCL_1098,"[('Daidzin', 0.5, 'uM')]",Daidzin,plate8,1759,1691,train,128
CVCL_1098,"[('Dimethyl fumarate', 0.5, 'uM')]",Dimethyl fumarate,plate8,1505,1691,train,128
CVCL_1098,"[('Diphenhydramine', 0.5, 'uM')]",Diphenhydramine,plate8,1528,1691,train,128
CVCL_1098,"[('Drospirenone', 5.0, 'uM')]",Drospirenone,plate12,1965,1665,train,128
CVCL_1098,"[('ETC-206', 0.5, 'uM')]",ETC-206,plate2,2257,4655,train,128
CVCL_1098,"[('Elimusertib hydrochloride', 0.5, 'uM')]",Elimusertib hydrochloride,plate2,1745,4655,train,128
CVCL_1098,"[('Encorafenib', 5.0, 'uM')]",Encorafenib,plate3,2121,648,train,128
CVCL_1098,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,1465,858,train,128
CVCL_1098,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,1952,1665,train,128
CVCL_1098,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,2965,4655,train,128
CVCL_1098,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,2500,1665,train,128
CVCL_1098,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,1900,2995,train,128
CVCL_1098,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,2472,4043,train,128
CVCL_1098,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,1835,1665,train,128
CVCL_1098,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,1943,2599,train,128
CVCL_1098,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,3246,4043,train,128
CVCL_1098,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,1746,1665,train,128
CVCL_1098,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,2890,3161,train,128
CVCL_1098,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,2507,4655,train,128
CVCL_1098,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,1779,2599,train,128
CVCL_1098,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,2622,4043,train,128
CVCL_1098,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,2354,4043,train,128
CVCL_1098,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,1391,943,train,128
CVCL_1098,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,1648,4043,train,128
CVCL_1098,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,2493,4655,train,128
CVCL_1098,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,1737,4043,train,128
CVCL_1098,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,1476,1665,train,128
CVCL_1098,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,1437,1715,train,128
CVCL_1098,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,1716,1665,train,128
CVCL_1098,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,2891,4655,train,128
CVCL_1098,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,3480,4043,train,128
CVCL_1098,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,1263,1691,train,128
CVCL_1098,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,2024,4655,train,128
CVCL_1098,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,1503,1715,train,128
CVCL_1098,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,1920,1665,train,128
CVCL_1098,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,1320,1715,train,128
CVCL_1098,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,3147,4655,train,128
CVCL_1098,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,2625,4655,train,128
CVCL_1098,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,2034,2599,train,128
CVCL_1098,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,3280,4043,train,128
CVCL_1098,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,1285,1715,train,128
CVCL_1098,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,1292,1715,train,128
CVCL_1098,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,1426,858,train,128
CVCL_1098,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,2279,2995,train,128
CVCL_1098,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,2415,4043,train,128
CVCL_1098,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,1861,2599,train,128
CVCL_1098,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,2261,4655,train,128
CVCL_1098,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,3230,4043,train,128
CVCL_1098,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,2424,4655,train,128
CVCL_1098,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,2578,4043,train,128
CVCL_1098,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,2340,4043,train,128
CVCL_1098,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate14,1880,2014,train,128
CVCL_1098,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,1536,2599,train,128
CVCL_1098,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,1893,2599,train,128
CVCL_1098,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,2392,4043,train,128
CVCL_1098,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,1439,858,train,128
CVCL_1098,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,1368,943,train,128
CVCL_1098,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,1761,4043,train,128
CVCL_1098,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,2265,4655,train,128
CVCL_1098,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,2548,4655,train,128
CVCL_1098,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,1715,1665,train,128
CVCL_1098,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,3502,4655,train,128
CVCL_1098,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,2516,4655,train,128
CVCL_1119,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,1684,3250,train,128
CVCL_1119,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,2567,4803,train,128
CVCL_1119,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,2192,4201,train,128
CVCL_1119,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate13,4291,3514,train,128
CVCL_1119,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,2272,4201,train,128
CVCL_1119,"[('Afatinib', 0.5, 'uM')]",Afatinib,plate8,2758,5114,train,128
CVCL_1119,"[('Afatinib', 5.0, 'uM')]",Afatinib,plate13,2290,3514,train,128
CVCL_1119,"[('Almonertinib (mesylate)', 0.5, 'uM')]",Almonertinib (mesylate),plate8,4409,5114,train,128
CVCL_1119,"[('Anastrozole', 0.5, 'uM')]",Anastrozole,plate2,3108,4803,train,128
CVCL_1119,"[('Anethole trithione', 0.05, 'uM')]",Anethole trithione,plate4,1757,3250,train,128
CVCL_1119,"[('Anethole trithione', 0.5, 'uM')]",Anethole trithione,plate5,1937,3723,train,128
CVCL_1119,"[('Apalutamide', 0.5, 'uM')]",Apalutamide,plate8,2988,5114,train,128
CVCL_1119,"[('Artemether', 5.0, 'uM')]",Artemether,plate12,3089,4459,train,128
CVCL_1119,"[('Artesunate', 5.0, 'uM')]",Artesunate,plate6,2219,4201,train,128
CVCL_1119,"[('Ataluren', 5.0, 'uM')]",Ataluren,plate12,3774,4459,train,128
CVCL_1119,"[('Baicalin', 5.0, 'uM')]",Baicalin,plate6,2506,4201,train,128
CVCL_1119,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]",Balsalazide (sodium hydrate),plate6,2085,4201,train,128
CVCL_1119,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]",Berbamine (dihydrochloride),plate8,3798,5114,train,128
CVCL_1119,"[('Berbamine', 5.0, 'uM')]",Berbamine,plate6,2179,4201,train,128
CVCL_1119,"[('Berberine (chloride hydrate)', 5.0, 'uM')]",Berberine (chloride hydrate),plate6,2761,4201,train,128
CVCL_1119,"[('Bicalutamide', 0.05, 'uM')]",Bicalutamide,plate10,2263,4090,train,128
CVCL_1119,"[('Bicalutamide', 5.0, 'uM')]",Bicalutamide,plate12,3223,4459,train,128
CVCL_1119,"[('Binimetinib', 5.0, 'uM')]",Binimetinib,plate12,3864,4459,train,128
CVCL_1119,"[('Brimonidine', 5.0, 'uM')]",Brimonidine,plate12,3445,4459,train,128
CVCL_1119,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]",Canagliflozin (hemihydrate),plate12,4214,4459,train,128
CVCL_1119,"[('Capivasertib', 0.5, 'uM')]",Capivasertib,plate2,2425,4803,train,128
CVCL_1119,"[('Carbidopa (monohydrate)', 0.05, 'uM')]",Carbidopa (monohydrate),plate13,3318,3514,train,128
CVCL_1119,"[('Chlorhexidine (diacetate)', 0.5, 'uM')]",Chlorhexidine (diacetate),plate13,2252,3514,train,128
CVCL_1119,"[('Cinacalcet', 5.0, 'uM')]",Cinacalcet,plate12,2989,4459,train,128
CVCL_1119,"[('Clonidine (hydrochloride)', 0.05, 'uM')]",Clonidine (hydrochloride),plate4,2191,3250,train,128
CVCL_1119,"[('Clonidine (hydrochloride)', 5.0, 'uM')]",Clonidine (hydrochloride),plate6,2737,4201,train,128
CVCL_1119,"[('Cloxacillin (sodium)', 5.0, 'uM')]",Cloxacillin (sodium),plate6,2176,4201,train,128
CVCL_1119,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]",Crizotinib (hydrochloride),plate12,3146,4459,train,128
CVCL_1119,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]",Cysteamine (hydrochloride),plate6,2107,4201,train,128
CVCL_1119,"[('DT-061', 0.5, 'uM')]",DT-061,plate2,2601,4803,train,128
CVCL_1119,"[('DTP3', 0.5, 'uM')]",DTP3,plate2,2810,4803,train,128
CVCL_1119,"[('Dabrafenib', 5.0, 'uM')]",Dabrafenib,plate3,2612,2195,train,128
CVCL_1119,"[('Daidzin', 0.5, 'uM')]",Daidzin,plate8,3563,5114,train,128
CVCL_1119,"[('Dimethyl fumarate', 0.5, 'uM')]",Dimethyl fumarate,plate8,3413,5114,train,128
CVCL_1119,"[('Diphenhydramine', 0.5, 'uM')]",Diphenhydramine,plate8,2962,5114,train,128
CVCL_1119,"[('Drospirenone', 5.0, 'uM')]",Drospirenone,plate12,3279,4459,train,128
CVCL_1119,"[('ETC-206', 0.5, 'uM')]",ETC-206,plate2,2524,4803,train,128
CVCL_1119,"[('Elimusertib hydrochloride', 0.5, 'uM')]",Elimusertib hydrochloride,plate2,2749,4803,train,128
CVCL_1119,"[('Encorafenib', 5.0, 'uM')]",Encorafenib,plate3,2584,2195,train,128
CVCL_1119,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,2699,3274,train,128
CVCL_1119,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,3321,4459,train,128
CVCL_1119,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,3335,4803,train,128
CVCL_1119,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,4040,4459,train,128
CVCL_1119,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,2177,3723,train,128
CVCL_1119,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,2156,4201,train,128
CVCL_1119,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,3841,4459,train,128
CVCL_1119,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,2199,3250,train,128
CVCL_1119,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,2322,4201,train,128
CVCL_1119,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,3674,4459,train,128
CVCL_1119,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,3632,3713,train,128
CVCL_1119,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,3217,4803,train,128
CVCL_1119,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,2036,3250,train,128
CVCL_1119,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,2223,4201,train,128
CVCL_1119,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,2495,4201,train,128
CVCL_1119,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,3338,3514,train,128
CVCL_1119,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,2130,4201,train,128
CVCL_1119,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,2422,4803,train,128
CVCL_1119,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,1822,4201,train,128
CVCL_1119,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,2800,4459,train,128
CVCL_1119,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,3290,4090,train,128
CVCL_1119,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,3964,4459,train,128
CVCL_1119,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,2842,4803,train,128
CVCL_1119,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,2323,4201,train,128
CVCL_1119,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,3635,5114,train,128
CVCL_1119,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,2467,4803,train,128
CVCL_1119,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,2568,4090,train,128
CVCL_1119,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,3677,4459,train,128
CVCL_1119,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,2616,4090,train,128
CVCL_1119,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,2791,4803,train,128
CVCL_1119,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,3026,4803,train,128
CVCL_1119,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,2045,3250,train,128
CVCL_1119,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,2372,4201,train,128
CVCL_1119,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,2983,4090,train,128
CVCL_1119,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,2579,4090,train,128
CVCL_1119,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,2598,3274,train,128
CVCL_1119,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,2300,3723,train,128
CVCL_1119,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,2128,4201,train,128
CVCL_1119,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,2217,3250,train,128
CVCL_1119,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,2825,4803,train,128
CVCL_1119,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,2594,4201,train,128
CVCL_1119,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,2786,4803,train,128
CVCL_1119,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,2442,4201,train,128
CVCL_1119,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,2494,4201,train,128
CVCL_1119,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate14,2007,1900,train,128
CVCL_1119,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,1981,3250,train,128
CVCL_1119,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,2294,3250,train,128
CVCL_1119,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,1586,4201,train,128
CVCL_1119,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,2628,3274,train,128
CVCL_1119,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,2916,3514,train,128
CVCL_1119,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,2199,4201,train,128
CVCL_1119,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,2777,4803,train,128
CVCL_1119,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,2847,4803,train,128
CVCL_1119,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,4016,4459,train,128
CVCL_1119,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,3784,4803,train,128
CVCL_1119,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,2967,4803,train,128
CVCL_1495,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,1632,2874,train,128
CVCL_1495,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,2070,4144,train,128
CVCL_1495,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,1765,3787,train,128
CVCL_1495,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate13,2947,2372,train,128
CVCL_1495,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,1912,3787,train,128
