task_id,graph_role,target_split,contains_y
E177::G3::TMPRSS2,supervised_train,train,True
E177::G4::TMPRSS2,query,train,False
E177::G4::TMPRSS2,supervised_train,train,True
E177::G5::TMPRSS2,query,train,False
E177::G5::TMPRSS2,supervised_train,train,True
E177::G6::TMPRSS2,query,train,False
E177::G6::TMPRSS2,supervised_train,train,True
E177::G7::TMPRSS2,query,train,False
E177::G7::TMPRSS2,supervised_train,train,True
E177::G8::TMPRSS2,query,train,False
E177::G8::TMPRSS2,supervised_train,train,True
E177::G1::TOLLIP,query,train,False
E177::G1::TOLLIP,supervised_train,train,True
E177::G2::TOLLIP,query,train,False
E177::G2::TOLLIP,supervised_train,train,True
E177::G3::TOLLIP,query,train,False
E177::G3::TOLLIP,supervised_train,train,True
E177::G4::TOLLIP,query,train,False
E177::G4::TOLLIP,supervised_train,train,True
E177::G5::TOLLIP,query,train,False
E177::G5::TOLLIP,supervised_train,train,True
E177::G6::TOLLIP,query,train,False
E177::G6::TOLLIP,supervised_train,train,True
E177::G7::TOLLIP,query,train,False
E177::G7::TOLLIP,supervised_train,train,True
E177::G8::TOLLIP,query,train,False
E177::G8::TOLLIP,supervised_train,train,True
E177::G1::TRIM59,query,train,False
E177::G1::TRIM59,supervised_train,train,True
E177::G2::TRIM59,query,train,False
E177::G2::TRIM59,supervised_train,train,True
E177::G3::TRIM59,query,train,False
E177::G3::TRIM59,supervised_train,train,True
E177::G4::TRIM59,query,train,False
E177::G4::TRIM59,supervised_train,train,True
E177::G5::TRIM59,query,train,False
E177::G5::TRIM59,supervised_train,train,True
E177::G6::TRIM59,query,train,False
E177::G6::TRIM59,supervised_train,train,True
E177::G7::TRIM59,query,train,False
E177::G7::TRIM59,supervised_train,train,True
E177::G8::TRIM59,query,train,False
E177::G8::TRIM59,supervised_train,train,True
E177::G1::TTC37,query,train,False
E177::G1::TTC37,supervised_train,train,True
E177::G2::TTC37,query,train,False
E177::G2::TTC37,supervised_train,train,True
E177::G3::TTC37,query,train,False
E177::G3::TTC37,supervised_train,train,True
E177::G4::TTC37,query,train,False
E177::G4::TTC37,supervised_train,train,True
E177::G5::TTC37,query,train,False
E177::G5::TTC37,supervised_train,train,True
E177::G6::TTC37,query,train,False
E177::G6::TTC37,supervised_train,train,True
E177::G7::TTC37,query,train,False
E177::G7::TTC37,supervised_train,train,True
E177::G8::TTC37,query,train,False
E177::G8::TTC37,supervised_train,train,True
E177::G1::VMP1,query,train,False
E177::G1::VMP1,supervised_train,train,True
E177::G2::VMP1,query,train,False
E177::G2::VMP1,supervised_train,train,True
E177::G3::VMP1,query,train,False
E177::G3::VMP1,supervised_train,train,True
E177::G4::VMP1,query,train,False
E177::G4::VMP1,supervised_train,train,True
E177::G5::VMP1,query,train,False
E177::G5::VMP1,supervised_train,train,True
E177::G6::VMP1,query,train,False
E177::G6::VMP1,supervised_train,train,True
E177::G7::VMP1,query,train,False
E177::G7::VMP1,supervised_train,train,True
E177::G8::VMP1,query,train,False
E177::G8::VMP1,supervised_train,train,True
E177::G1::ZDHHC5,query,train,False
E177::G1::ZDHHC5,supervised_train,train,True
E177::G2::ZDHHC5,query,train,False
E177::G2::ZDHHC5,supervised_train,train,True
E177::G3::ZDHHC5,query,train,False
E177::G3::ZDHHC5,supervised_train,train,True
E177::G4::ZDHHC5,query,train,False
E177::G4::ZDHHC5,supervised_train,train,True
E177::G5::ZDHHC5,query,train,False
E177::G5::ZDHHC5,supervised_train,train,True
E177::G6::ZDHHC5,query,train,False
E177::G6::ZDHHC5,supervised_train,train,True
E177::G7::ZDHHC5,query,train,False
E177::G7::ZDHHC5,supervised_train,train,True
E177::G8::ZDHHC5,query,train,False
E177::G8::ZDHHC5,supervised_train,train,True
E177::G1::ATP1A1,query,validation,False
E177::G1::ATP1A1,supervised_validation,validation,True
E177::G2::ATP1A1,query,validation,False
E177::G2::ATP1A1,supervised_validation,validation,True
E177::G3::ATP1A1,query,validation,False
E177::G3::ATP1A1,supervised_validation,validation,True
E177::G4::ATP1A1,query,validation,False
E177::G4::ATP1A1,supervised_validation,validation,True
E177::G5::ATP1A1,query,validation,False
E177::G5::ATP1A1,supervised_validation,validation,True
E177::G6::ATP1A1,query,validation,False
E177::G6::ATP1A1,supervised_validation,validation,True
E177::G7::ATP1A1,query,validation,False
E177::G7::ATP1A1,supervised_validation,validation,True
E177::G8::ATP1A1,query,validation,False
E177::G8::ATP1A1,supervised_validation,validation,True
E177::G1::B3GALT6,query,validation,False
E177::G1::B3GALT6,supervised_validation,validation,True
E177::G2::B3GALT6,query,validation,False
E177::G2::B3GALT6,supervised_validation,validation,True
E177::G3::B3GALT6,query,validation,False
E177::G3::B3GALT6,supervised_validation,validation,True
E177::G4::B3GALT6,query,validation,False
E177::G4::B3GALT6,supervised_validation,validation,True
E177::G5::B3GALT6,query,validation,False
E177::G5::B3GALT6,supervised_validation,validation,True
E177::G6::B3GALT6,query,validation,False
E177::G6::B3GALT6,supervised_validation,validation,True
E177::G7::B3GALT6,query,validation,False
E177::G7::B3GALT6,supervised_validation,validation,True
E177::G8::B3GALT6,query,validation,False
E177::G8::B3GALT6,supervised_validation,validation,True
E177::G1::BRD2,query,validation,False
E177::G1::BRD2,supervised_validation,validation,True
E177::G2::BRD2,query,validation,False
E177::G2::BRD2,supervised_validation,validation,True
E177::G3::BRD2,query,validation,False
E177::G3::BRD2,supervised_validation,validation,True
E177::G4::BRD2,query,validation,False
E177::G4::BRD2,supervised_validation,validation,True
E177::G5::BRD2,query,validation,False
E177::G5::BRD2,supervised_validation,validation,True
E177::G6::BRD2,query,validation,False
E177::G6::BRD2,supervised_validation,validation,True
E177::G7::BRD2,query,validation,False
E177::G7::BRD2,supervised_validation,validation,True
E177::G8::BRD2,query,validation,False
E177::G8::BRD2,supervised_validation,validation,True
E177::G1::CDK6,query,validation,False
E177::G1::CDK6,supervised_validation,validation,True
E177::G2::CDK6,query,validation,False
E177::G2::CDK6,supervised_validation,validation,True
E177::G3::CDK6,query,validation,False
E177::G3::CDK6,supervised_validation,validation,True
E177::G4::CDK6,query,validation,False
E177::G4::CDK6,supervised_validation,validation,True
E177::G5::CDK6,query,validation,False
E177::G5::CDK6,supervised_validation,validation,True
E177::G6::CDK6,query,validation,False
E177::G6::CDK6,supervised_validation,validation,True
E177::G7::CDK6,query,validation,False
E177::G7::CDK6,supervised_validation,validation,True
E177::G8::CDK6,query,validation,False
E177::G8::CDK6,supervised_validation,validation,True
E177::G1::CKM,query,validation,False
E177::G1::CKM,supervised_validation,validation,True
E177::G2::CKM,query,validation,False
E177::G2::CKM,supervised_validation,validation,True
E177::G3::CKM,query,validation,False
E177::G3::CKM,supervised_validation,validation,True
E177::G4::CKM,query,validation,False
E177::G4::CKM,supervised_validation,validation,True
E177::G5::CKM,query,validation,False
E177::G5::CKM,supervised_validation,validation,True
E177::G6::CKM,query,validation,False
E177::G6::CKM,supervised_validation,validation,True
E177::G7::CKM,query,validation,False
E177::G7::CKM,supervised_validation,validation,True
E177::G8::CKM,query,validation,False
E177::G8::CKM,supervised_validation,validation,True
E177::G1::EIF4E2,query,validation,False
E177::G1::EIF4E2,supervised_validation,validation,True
E177::G2::EIF4E2,query,validation,False
E177::G2::EIF4E2,supervised_validation,validation,True
E177::G3::EIF4E2,query,validation,False
E177::G3::EIF4E2,supervised_validation,validation,True
E177::G4::EIF4E2,query,validation,False
E177::G4::EIF4E2,supervised_validation,validation,True
E177::G5::EIF4E2,query,validation,False
E177::G5::EIF4E2,supervised_validation,validation,True
E177::G6::EIF4E2,query,validation,False
E177::G6::EIF4E2,supervised_validation,validation,True
E177::G7::EIF4E2,query,validation,False
E177::G7::EIF4E2,supervised_validation,validation,True
E177::G8::EIF4E2,query,validation,False
E177::G8::EIF4E2,supervised_validation,validation,True
E177::G1::GPR89A,query,validation,False
E177::G1::GPR89A,supervised_validation,validation,True
E177::G2::GPR89A,query,validation,False
E177::G2::GPR89A,supervised_validation,validation,True
E177::G3::GPR89A,query,validation,False
E177::G3::GPR89A,supervised_validation,validation,True
E177::G4::GPR89A,query,validation,False
E177::G4::GPR89A,supervised_validation,validation,True
E177::G5::GPR89A,query,validation,False
E177::G5::GPR89A,supervised_validation,validation,True
E177::G6::GPR89A,query,validation,False
E177::G6::GPR89A,supervised_validation,validation,True
E177::G7::GPR89A,query,validation,False
E177::G7::GPR89A,supervised_validation,validation,True
E177::G8::GPR89A,query,validation,False
E177::G8::GPR89A,supervised_validation,validation,True
E177::G1::RAB7A,query,validation,False
E177::G1::RAB7A,supervised_validation,validation,True
E177::G2::RAB7A,query,validation,False
E177::G2::RAB7A,supervised_validation,validation,True
E177::G3::RAB7A,query,validation,False
E177::G3::RAB7A,supervised_validation,validation,True
E177::G4::RAB7A,query,validation,False
E177::G4::RAB7A,supervised_validation,validation,True
E177::G5::RAB7A,query,validation,False
E177::G5::RAB7A,supervised_validation,validation,True
E177::G6::RAB7A,query,validation,False
E177::G6::RAB7A,supervised_validation,validation,True
E177::G7::RAB7A,query,validation,False
E177::G7::RAB7A,supervised_validation,validation,True
E177::G8::RAB7A,query,validation,False
E177::G8::RAB7A,supervised_validation,validation,True
E177::G1::SCAP,query,validation,False
E177::G1::SCAP,supervised_validation,validation,True
E177::G2::SCAP,query,validation,False
E177::G2::SCAP,supervised_validation,validation,True
E177::G3::SCAP,query,validation,False
E177::G3::SCAP,supervised_validation,validation,True
E177::G4::SCAP,query,validation,False
E177::G4::SCAP,supervised_validation,validation,True
E177::G5::SCAP,query,validation,False
E177::G5::SCAP,supervised_validation,validation,True
E177::G6::SCAP,query,validation,False
E177::G6::SCAP,supervised_validation,validation,True
E177::G7::SCAP,query,validation,False
E177::G7::SCAP,supervised_validation,validation,True
E177::G8::SCAP,query,validation,False
E177::G8::SCAP,supervised_validation,validation,True
E177::G1::WDR61,query,validation,False
E177::G1::WDR61,supervised_validation,validation,True
E177::G2::WDR61,query,validation,False
E177::G2::WDR61,supervised_validation,validation,True
E177::G3::WDR61,query,validation,False
E177::G3::WDR61,supervised_validation,validation,True
E177::G4::WDR61,query,validation,False
E177::G4::WDR61,supervised_validation,validation,True
E177::G5::WDR61,query,validation,False
E177::G5::WDR61,supervised_validation,validation,True
E177::G6::WDR61,query,validation,False
E177::G6::WDR61,supervised_validation,validation,True
E177::G7::WDR61,query,validation,False
E177::G7::WDR61,supervised_validation,validation,True
E177::G8::WDR61,query,validation,False
E177::G8::WDR61,supervised_validation,validation,True
