ensembl_core,perturbed_gene_name,eligible_target
ENSG00000155096,AZIN1,True
ENSG00000155111,CDK19,True
ENSG00000155189,AGPAT5,True
ENSG00000155252,PI4K2A,True
ENSG00000155307,SAMSN1,True
ENSG00000155324,GRAMD2B,True
ENSG00000155329,ZCCHC10,True
ENSG00000155366,RHOC,True
ENSG00000155463,OXA1L,True
ENSG00000155465,SLC7A7,True
ENSG00000155508,CNOT8,True
ENSG00000155542,SETD9,True
ENSG00000155629,PIK3AP1,True
ENSG00000155755,TMEM237,True
ENSG00000155792,DEPTOR,True
ENSG00000155850,SLC26A2,True
ENSG00000155903,RASA2,True
ENSG00000155926,SLA,True
ENSG00000155970,MICU3,True
ENSG00000155974,GRIP1,True
ENSG00000156110,ADK,True
ENSG00000156113,KCNMA1,True
ENSG00000156162,DPY19L4,True
ENSG00000156170,NDUFAF6,True
ENSG00000156171,DRAM2,True
ENSG00000156234,CXCL13,True
ENSG00000156239,N6AMT1,True
ENSG00000156253,RWDD2B,True
ENSG00000156313,RPGR,True
ENSG00000156345,CDK20,True
ENSG00000156509,FBXO43,True
ENSG00000156515,HK1,True
ENSG00000156521,TYSND1,True
ENSG00000156603,MED19,True
ENSG00000156671,SAMD8,True
ENSG00000156787,TBC1D31,True
ENSG00000156802,ATAD2,True
ENSG00000156860,FBRS,True
ENSG00000156875,MFSD14A,True
ENSG00000156925,ZIC3,True
ENSG00000156968,MPV17L,True
ENSG00000156983,BRPF1,True
ENSG00000156990,RPUSD3,True
ENSG00000157014,TATDN2,True
ENSG00000157036,EXOG,True
ENSG00000157077,ZFYVE9,True
ENSG00000157184,CPT2,True
ENSG00000157216,SSBP3,True
ENSG00000157315,TMED6,True
ENSG00000157326,DHRS4,True
ENSG00000157343,ARMC12,True
ENSG00000157379,DHRS1,True
ENSG00000157404,KIT,True
ENSG00000157426,AASDH,True
ENSG00000157514,TSC22D3,True
ENSG00000157600,TMEM164,True
ENSG00000157613,CREB3L1,True
ENSG00000157617,C2CD2,True
ENSG00000157637,SLC38A10,True
ENSG00000157657,ZNF618,True
ENSG00000157693,TMEM268,True
ENSG00000157764,BRAF,True
ENSG00000157911,PEX10,True
ENSG00000157933,SKI,True
ENSG00000157954,WIPI2,True
ENSG00000157985,AGAP1,True
ENSG00000158050,DUSP2,True
ENSG00000158062,UBXN11,True
ENSG00000158092,NCK1,True
ENSG00000158201,ABHD3,True
ENSG00000158290,CUL4B,True
ENSG00000158402,CDC25C,True
ENSG00000158457,TSPAN33,True
ENSG00000158615,PPP1R15B,True
ENSG00000158691,ZSCAN12,True
ENSG00000158747,NBL1,True
ENSG00000158769,F11R,True
ENSG00000158825,CDA,True
ENSG00000158828,PINK1,True
ENSG00000158882,TOMM40L,True
ENSG00000158887,MPZ,True
ENSG00000159063,ALG8,True
ENSG00000159189,C1QC,True
ENSG00000159208,CIART,True
ENSG00000159256,MORC3,True
ENSG00000159263,SIM2,True
ENSG00000159314,ARHGAP27,True
ENSG00000159335,PTMS,True
ENSG00000159339,PADI4,True
ENSG00000159346,ADIPOR1,True
ENSG00000159496,RGL4,True
ENSG00000159579,RSPRY1,True
ENSG00000159588,CCDC17,True
ENSG00000159596,TMEM69,True
ENSG00000159618,ADGRG5,True
ENSG00000159685,CHCHD6,True
ENSG00000159753,CARMIL2,True
ENSG00000159788,RGS12,True
ENSG00000159884,CCDC107,True
ENSG00000159899,NPR2,True
ENSG00000159915,ZNF233,True
ENSG00000159917,ZNF235,True
ENSG00000160014,CALM3,True
ENSG00000160087,UBE2J2,True
ENSG00000160180,TFF3,True
ENSG00000160190,SLC37A1,True
ENSG00000160194,NDUFV3,True
ENSG00000160199,PKNOX1,True
ENSG00000160216,AGPAT3,True
ENSG00000160224,AIRE,True
ENSG00000160255,ITGB2,True
ENSG00000160305,DIP2A,True
ENSG00000160307,S100B,True
ENSG00000160325,CACFD1,True
ENSG00000160352,ZNF714,True
ENSG00000160445,ZER1,True
ENSG00000160469,BRSK1,True
ENSG00000160570,DEDD2,True
ENSG00000160588,MPZL3,True
ENSG00000160602,NEK8,True
ENSG00000160688,FLAD1,True
ENSG00000160703,NLRX1,True
ENSG00000160714,UBE2Q1,True
ENSG00000160741,CRTC2,True
ENSG00000160746,ANO10,True
ENSG00000160789,LMNA,True
ENSG00000160791,CCR5,True
ENSG00000160856,FCRL3,True
ENSG00000160888,IER2,True
ENSG00000161011,SQSTM1,True
ENSG00000161048,NAPEPLD,True
ENSG00000161055,SCGB3A1,True
ENSG00000161091,MFSD12,True
ENSG00000161204,ABCF3,True
ENSG00000161265,U2AF1L4,True
ENSG00000161298,ZNF382,True
ENSG00000161381,PLXDC1,True
ENSG00000161395,PGAP3,True
ENSG00000161642,ZNF385A,True
ENSG00000161677,JOSD2,True
ENSG00000161692,DBF4B,True
ENSG00000161847,RAVER1,True
ENSG00000161955,TNFSF13,True
ENSG00000161958,FGF11,True
ENSG00000162004,CCDC78,True
ENSG00000162065,TBC1D24,True
ENSG00000162086,ZNF75A,True
ENSG00000162105,SHANK2,True
ENSG00000162139,NEU3,True
ENSG00000162222,TTC9C,True
ENSG00000162227,TAF6L,True
ENSG00000162300,ZFPL1,True
ENSG00000162373,BEND5,True
ENSG00000162413,KLHL21,True
ENSG00000162430,SELENON,True
ENSG00000162517,PEF1,True
ENSG00000162572,SCNN1D,True
ENSG00000162591,MEGF6,True
ENSG00000162599,NFIA,True
ENSG00000162600,OMA1,True
ENSG00000162607,USP1,True
ENSG00000162613,FUBP1,True
ENSG00000162630,B3GALT2,True
ENSG00000162639,HENMT1,True
ENSG00000162650,ATXN7L2,True
ENSG00000162676,GFI1,True
ENSG00000162694,EXTL2,True
ENSG00000162714,ZNF496,True
ENSG00000162739,SLAMF6,True
ENSG00000162747,FCGR3B,True
ENSG00000162783,IER5,True
ENSG00000162804,SNED1,True
ENSG00000162851,TFB2M,True
ENSG00000162877,PM20D1,True
ENSG00000162885,B3GALNT2,True
ENSG00000162896,PIGR,True
ENSG00000162946,DISC1,True
ENSG00000162994,CLHC1,True
ENSG00000162999,DUSP19,True
ENSG00000163006,CCDC138,True
ENSG00000163013,FBXO41,True
ENSG00000163064,EN1,True
ENSG00000163069,SGCB,True
ENSG00000163106,HPGDS,True
ENSG00000163125,RPRD2,True
ENSG00000163155,LYSMD1,True
ENSG00000163156,SCNM1,True
ENSG00000163219,ARHGAP25,True
ENSG00000163235,TGFA,True
ENSG00000163291,PAQR3,True
ENSG00000163293,NIPAL1,True
ENSG00000163322,ABRAXAS1,True
ENSG00000163378,EOGT,True
ENSG00000163389,POGLUT1,True
ENSG00000163393,SLC22A15,True
ENSG00000163406,SLC15A2,True
ENSG00000163412,EIF4E3,True
ENSG00000163428,LRRC58,True
ENSG00000163453,IGFBP7,True
ENSG00000163466,ARPC2,True
ENSG00000163508,EOMES,True
ENSG00000163534,FCRL1,True
ENSG00000163535,SGO2,True
ENSG00000163545,NUAK2,True
ENSG00000163558,PRKCI,True
ENSG00000163563,MNDA,True
ENSG00000163577,EIF5A2,True
ENSG00000163624,CDS1,True
ENSG00000163659,TIPARP,True
ENSG00000163694,RBM47,True
ENSG00000163734,CXCL3,True
ENSG00000163739,CXCL1,True
ENSG00000163743,RCHY1,True
ENSG00000163755,HPS3,True
ENSG00000163803,PLB1,True
ENSG00000163806,SPDYA,True
ENSG00000163808,KIF15,True
ENSG00000163823,CCR1,True
ENSG00000163840,DTX3L,True
ENSG00000163848,ZNF148,True
ENSG00000163870,TPRA1,True
ENSG00000163932,PRKCD,True
ENSG00000164002,EXO5,True
ENSG00000164031,DNAJB14,True
ENSG00000164037,SLC9B1,True
ENSG00000164039,BDH2,True
ENSG00000164045,CDC25A,True
ENSG00000164048,ZNF589,True
ENSG00000164054,SHISA5,True
ENSG00000164056,SPRY1,True
ENSG00000164081,TEX264,True
ENSG00000164082,GRM2,True
ENSG00000164086,DUSP7,True
ENSG00000164107,HAND2,True
ENSG00000164117,FBXO8,True
ENSG00000164144,ARFIP1,True
ENSG00000164185,ZNF474,True
ENSG00000164187,LMBRD2,True
ENSG00000164211,STARD4,True
ENSG00000164252,AGGF1,True
ENSG00000164256,PRDM9,True
ENSG00000164258,NDUFS4,True
ENSG00000164265,SCGB3A2,True
ENSG00000164266,SPINK1,True
ENSG00000164283,ESM1,True
ENSG00000164292,RHOBTB3,True
ENSG00000164305,CASP3,True
ENSG00000164307,ERAP1,True
ENSG00000164308,ERAP2,True
ENSG00000164329,TENT2,True
ENSG00000164344,KLKB1,True
ENSG00000164400,CSF2,True
ENSG00000164406,LEAP2,True
ENSG00000164414,SLC35A1,True
ENSG00000164438,TLX3,True
ENSG00000164442,CITED2,True
ENSG00000164483,SAMD3,True
ENSG00000164484,TMEM200A,True
ENSG00000164626,KCNK5,True
ENSG00000164674,SYTL3,True
ENSG00000164715,LMTK2,True
ENSG00000164822,DEFA6,True
ENSG00000164830,OXR1,True
ENSG00000164849,GPR146,True
ENSG00000164867,NOS3,True
ENSG00000164989,CCDC171,True
ENSG00000165092,ALDH1A1,True
ENSG00000165097,KDM1B,True
ENSG00000165115,KIF27,True
ENSG00000165138,ANKS6,True
ENSG00000165140,FBP1,True
ENSG00000165156,ZHX1,True
ENSG00000165169,DYNLT3,True
ENSG00000165209,STRBP,True
ENSG00000165215,CLDN3,True
ENSG00000165282,PIGO,True
ENSG00000165304,MELK,True
ENSG00000165322,ARHGAP12,True
ENSG00000165389,SPTSSA,True
ENSG00000165392,WRN,True
ENSG00000165475,CRYL1,True
ENSG00000165476,REEP3,True
ENSG00000165527,ARF6,True
ENSG00000165572,KBTBD6,True
ENSG00000165588,OTX2,True
ENSG00000165637,VDAC2,True
ENSG00000165644,COMTD1,True
ENSG00000165655,ZNF503,True
ENSG00000165672,PRDX3,True
ENSG00000165678,GHITM,True
ENSG00000165682,CLEC1B,True
ENSG00000165702,GFI1B,True
ENSG00000165704,HPRT1,True
ENSG00000165792,METTL17,True
ENSG00000165795,NDRG2,True
ENSG00000165802,NSMF,True
ENSG00000165813,CCDC186,True
ENSG00000165821,SALL2,True
ENSG00000165828,PRAP1,True
ENSG00000165832,TRUB1,True
ENSG00000165891,E2F7,True
ENSG00000165948,IFI27L1,True
ENSG00000165949,IFI27,True
ENSG00000165985,C1QL3,True
ENSG00000166016,ABTB2,True
ENSG00000166136,NDUFB8,True
ENSG00000166228,PCBD1,True
ENSG00000166233,ARIH1,True
ENSG00000166260,COX11,True
ENSG00000166289,PLEKHF1,True
ENSG00000166313,APBB1,True
ENSG00000166333,ILK,True
ENSG00000166343,MSS51,True
ENSG00000166347,CYB5A,True
ENSG00000166348,USP54,True
ENSG00000166349,RAG1,True
ENSG00000166359,WDR88,True
ENSG00000166387,PPFIBP2,True
ENSG00000166401,SERPINB8,True
ENSG00000166402,TUB,True
ENSG00000166405,RIC3,True
ENSG00000166428,PLD4,True
ENSG00000166436,TRIM66,True
ENSG00000166439,RNF169,True
ENSG00000166446,CDYL2,True
ENSG00000166454,ATMIN,True
ENSG00000166523,CLEC4E,True
ENSG00000166532,RIMKLB,True
ENSG00000166548,TK2,True
ENSG00000166598,HSP90B1,True
ENSG00000166681,BEX3,True
ENSG00000166710,B2M,True
ENSG00000166783,MARF1,True
ENSG00000166788,SAAL1,True
ENSG00000166794,PPIB,True
ENSG00000166822,TMEM170A,True
ENSG00000166825,ANPEP,True
ENSG00000166925,TSC22D4,True
ENSG00000166946,CCNDBP1,True
ENSG00000166947,EPB42,True
ENSG00000166949,SMAD3,True
ENSG00000166965,RCCD1,True
ENSG00000166974,MAPRE2,True
ENSG00000166979,EVA1C,True
ENSG00000166987,MBD6,True
ENSG00000167074,TEF,True
ENSG00000167112,TRUB2,True
ENSG00000167113,COQ4,True
ENSG00000167118,URM1,True
ENSG00000167130,DOLPP1,True
ENSG00000167191,GPRC5B,True
ENSG00000167208,SNX20,True
ENSG00000167216,KATNAL2,True
ENSG00000167315,ACAA2,True
ENSG00000167333,TRIM68,True
ENSG00000167371,PRRT2,True
ENSG00000167414,GNG8,True
ENSG00000167447,SMG8,True
ENSG00000167470,MIDN,True
ENSG00000167523,SPATA33,True
ENSG00000167525,PROCA1,True
ENSG00000167550,RHEBL1,True
ENSG00000167552,TUBA1A,True
ENSG00000167553,TUBA1C,True
ENSG00000167595,PROSER3,True
ENSG00000167601,AXL,True
ENSG00000167625,ZNF526,True
ENSG00000167632,TRAPPC9,True
ENSG00000167637,ZNF283,True
ENSG00000167642,SPINT2,True
ENSG00000167645,YIF1B,True
ENSG00000167685,ZNF444,True
ENSG00000167702,KIFC2,True
ENSG00000167703,SLC43A2,True
ENSG00000167766,ZNF83,True
ENSG00000167775,CD320,True
ENSG00000167778,SPRYD3,True
ENSG00000167792,NDUFV1,True
ENSG00000167797,CDK2AP2,True
ENSG00000167851,CD300A,True
ENSG00000167861,HID1,True
ENSG00000167863,ATP5PD,True
ENSG00000167985,SDHAF2,True
ENSG00000167995,BEST1,True
ENSG00000167996,FTH1,True
ENSG00000168000,BSCL2,True
ENSG00000168036,CTNNB1,True
ENSG00000168060,NAALADL1,True
ENSG00000168101,NUDT16L1,True
ENSG00000168214,RBPJ,True
ENSG00000168229,PTGDR,True
ENSG00000168237,GLYCTK,True
ENSG00000168243,GNG4,True
ENSG00000168267,PTF1A,True
ENSG00000168275,COA6,True
ENSG00000168303,MPLKIP,True
ENSG00000168389,MFSD2A,True
ENSG00000168439,STIP1,True
ENSG00000168461,RAB31,True
ENSG00000168476,REEP4,True
ENSG00000168477,TNXB,True
ENSG00000168484,SFTPC,True
ENSG00000168487,BMP1,True
ENSG00000168488,ATXN2L,True
ENSG00000168496,FEN1,True
ENSG00000168505,GBX2,True
ENSG00000168564,CDKN2AIP,True
ENSG00000168591,TMUB2,True
ENSG00000168661,ZNF30,True
ENSG00000168734,PKIG,True
ENSG00000168769,TET2,True
ENSG00000168781,PPIP5K1,True
ENSG00000168795,ZBTB5,True
ENSG00000168826,ZBTB49,True
ENSG00000168874,ATOH8,True
ENSG00000168875,SOX14,True
ENSG00000168890,TMEM150A,True
ENSG00000168894,RNF181,True
ENSG00000168904,LRRC28,True
ENSG00000168918,INPP5D,True
ENSG00000168958,MFF,True
ENSG00000168961,LGALS9,True
ENSG00000169019,COMMD8,True
ENSG00000169083,AR,True
ENSG00000169100,SLC25A6,True
ENSG00000169131,ZNF354A,True
ENSG00000169223,LMAN2,True
ENSG00000169228,RAB24,True
ENSG00000169242,EFNA1,True
ENSG00000169248,CXCL11,True
ENSG00000169252,ADRB2,True
ENSG00000169297,NR0B1,True
ENSG00000169313,P2RY12,True
ENSG00000169372,CRADD,True
ENSG00000169403,PTAFR,True
ENSG00000169435,RASSF6,True
ENSG00000169442,CD52,True
ENSG00000169446,MMGT1,True
ENSG00000169499,PLEKHA2,True
ENSG00000169504,CLIC4,True
ENSG00000169548,ZNF280A,True
ENSG00000169682,SPNS1,True
ENSG00000169704,GP9,True
ENSG00000169715,MT1E,True
ENSG00000169718,DUS1L,True
ENSG00000169738,DCXR,True
ENSG00000169740,ZNF32,True
ENSG00000169752,NRG4,True
ENSG00000169813,HNRNPF,True
ENSG00000169814,BTD,True
ENSG00000169894,MUC3A,True
ENSG00000169914,OTUD3,True
ENSG00000169925,BRD3,True
ENSG00000169972,PUSL1,True
ENSG00000170004,CHD3,True
ENSG00000170017,ALCAM,True
ENSG00000170100,ZNF778,True
ENSG00000170122,FOXD4,True
ENSG00000170142,UBE2E1,True
ENSG00000170144,HNRNPA3,True
ENSG00000170145,SIK2,True
ENSG00000170166,HOXD4,True
ENSG00000170242,USP47,True
ENSG00000170265,ZNF282,True
ENSG00000170270,GON7,True
ENSG00000170271,FAXDC2,True
ENSG00000170275,CRTAP,True
ENSG00000170345,FOS,True
ENSG00000170348,TMED10,True
ENSG00000170365,SMAD1,True
ENSG00000170381,SEMA3E,True
ENSG00000170396,ZNF804A,True
ENSG00000170468,RIOX1,True
ENSG00000170471,RALGAPB,True
ENSG00000170476,MZB1,True
ENSG00000170525,PFKFB3,True
ENSG00000170571,EMB,True
ENSG00000170604,IRF2BP1,True
ENSG00000170615,SLC26A5,True
ENSG00000170627,GTSF1,True
ENSG00000170633,RNF34,True
ENSG00000170791,CHCHD7,True
ENSG00000170852,KBTBD2,True
ENSG00000170909,OSCAR,True
ENSG00000170946,DNAJC24,True
ENSG00000170949,ZNF160,True
ENSG00000171044,XKR6,True
ENSG00000171051,FPR1,True
ENSG00000171055,FEZ2,True
ENSG00000171100,MTM1,True
ENSG00000171103,TRMT61B,True
ENSG00000171105,INSR,True
ENSG00000171115,GIMAP8,True
ENSG00000171155,C1GALT1C1,True
ENSG00000171174,RBKS,True
ENSG00000171201,SMR3B,True
ENSG00000171202,TMEM126A,True
ENSG00000171206,TRIM8,True
ENSG00000171224,FAM241B,True
ENSG00000171246,NPTX1,True
ENSG00000171425,ZNF581,True
ENSG00000171448,ZBTB26,True
ENSG00000171451,DSEL,True
ENSG00000171456,ASXL1,True
ENSG00000171462,DLK2,True
ENSG00000171466,ZNF562,True
ENSG00000171476,HOPX,True
ENSG00000171488,LRRC8C,True
ENSG00000171517,LPAR3,True
ENSG00000171603,CLSTN1,True
ENSG00000171643,S100Z,True
ENSG00000171649,ZIK1,True
ENSG00000171681,ATF7IP,True
ENSG00000171723,GPHN,True
ENSG00000171853,TRAPPC12,True
ENSG00000171862,PTEN,True
ENSG00000171914,TLN2,True
ENSG00000171953,ATPAF2,True
ENSG00000171956,FOXB1,True
ENSG00000171962,DRC3,True
ENSG00000171984,SHLD1,True
ENSG00000171988,JMJD1C,True
ENSG00000172007,RAB33B,True
ENSG00000172009,THOP1,True
ENSG00000172071,EIF2AK3,True
ENSG00000172197,MBOAT1,True
ENSG00000172239,PAIP1,True
ENSG00000172270,BSG,True
ENSG00000172301,COPRS,True
ENSG00000172322,CLEC12A,True
ENSG00000172345,STARD5,True
ENSG00000172361,CFAP53,True
ENSG00000172379,ARNT2,True
ENSG00000172432,GTPBP2,True
ENSG00000172456,FGGY,True
ENSG00000172500,FIBP,True
ENSG00000172543,CTSW,True
ENSG00000172568,FNDC9,True
ENSG00000172578,KLHL6,True
ENSG00000172586,CHCHD1,True
ENSG00000172602,RND1,True
ENSG00000172638,EFEMP2,True
ENSG00000172671,ZFAND4,True
ENSG00000172731,LRRC20,True
ENSG00000172780,RAB43,True
ENSG00000172818,OVOL1,True
ENSG00000172824,CES4A,True
ENSG00000172828,CES3,True
ENSG00000172831,CES2,True
ENSG00000172845,SP3,True
ENSG00000172867,KRT2,True
ENSG00000172888,ZNF621,True
ENSG00000172889,EGFL7,True
ENSG00000172893,DHCR7,True
ENSG00000172939,OXSR1,True
ENSG00000172943,PHF8,True
ENSG00000172992,DCAKD,True
ENSG00000173011,TADA2B,True
ENSG00000173020,GRK2,True
ENSG00000173039,RELA,True
ENSG00000173068,BNC2,True
ENSG00000173114,LRRN3,True
ENSG00000173137,ADCK5,True
ENSG00000173200,PARP15,True
ENSG00000173275,ZNF449,True
ENSG00000173327,MAP3K11,True
ENSG00000173338,KCNK7,True
ENSG00000173349,SFT2D3,True
ENSG00000173369,C1QB,True
ENSG00000173402,DAG1,True
ENSG00000173404,INSM1,True
ENSG00000173409,ARV1,True
ENSG00000173451,THAP2,True
ENSG00000173482,PTPRM,True
ENSG00000173511,VEGFB,True
ENSG00000173517,PEAK1,True
ENSG00000173531,MST1,True
ENSG00000173542,MOB1B,True
ENSG00000173559,NABP1,True
ENSG00000173575,CHD2,True
ENSG00000173599,PC,True
ENSG00000173818,ENDOV,True
ENSG00000173821,RNF213,True
ENSG00000173875,ZNF791,True
ENSG00000173894,CBX2,True
ENSG00000173930,SLCO4C1,True
ENSG00000173950,XXYLT1,True
ENSG00000173991,TCAP,True
ENSG00000174010,KLHL15,True
ENSG00000174013,FBXO45,True
ENSG00000174021,GNG5,True
ENSG00000174080,CTSF,True
ENSG00000174165,ZDHHC24,True
ENSG00000174177,CTU2,True
ENSG00000174238,PITPNA,True
ENSG00000174307,PHLDA3,True
ENSG00000174327,SLC16A13,True
ENSG00000174373,RALGAPA1,True
ENSG00000174460,ZCCHC12,True
ENSG00000174485,DENND4A,True
ENSG00000174576,NPAS4,True
ENSG00000174579,MSL2,True
ENSG00000174684,B4GAT1,True
ENSG00000174695,TMEM167A,True
ENSG00000174721,FGFBP3,True
ENSG00000174738,NR1D2,True
ENSG00000174788,PCP2,True
ENSG00000174837,ADGRE1,True
ENSG00000174840,PDE12,True
ENSG00000174915,PTDSS2,True
ENSG00000174943,KCTD13,True
ENSG00000174946,GPR171,True
ENSG00000174953,DHX36,True
ENSG00000174963,ZIC4,True
ENSG00000174989,FBXW8,True
ENSG00000175073,VCPIP1,True
ENSG00000175104,TRAF6,True
ENSG00000175155,YPEL2,True
ENSG00000175182,FAM131A,True
ENSG00000175197,DDIT3,True
ENSG00000175198,PCCA,True
ENSG00000175220,ARHGAP1,True
ENSG00000175322,ZNF519,True
ENSG00000175348,TMEM9B,True
ENSG00000175387,SMAD2,True
ENSG00000175463,TBC1D10C,True
ENSG00000175470,PPP2R2D,True
ENSG00000175505,CLCF1,True
ENSG00000175518,UBQLNL,True
ENSG00000175536,LIPT2,True
ENSG00000175556,LONRF3,True
ENSG00000175602,CCDC85B,True
ENSG00000175606,TMEM70,True
ENSG00000175707,KDF1,True
ENSG00000175745,NR2F1,True
ENSG00000175764,TTLL11,True
ENSG00000175793,SFN,True
ENSG00000175879,HOXD8,True
ENSG00000175899,A2M,True
ENSG00000176014,TUBB6,True
ENSG00000176018,LYSMD3,True
ENSG00000176055,MBLAC2,True
ENSG00000176058,TPRN,True
ENSG00000176209,SMIM19,True
ENSG00000176390,CRLF3,True
ENSG00000176396,EID2,True
ENSG00000176410,DNAJC30,True
ENSG00000176444,CLK2,True
ENSG00000176454,LPCAT4,True
ENSG00000176476,SGF29,True
ENSG00000176563,CNTD1,True
ENSG00000176595,KBTBD11,True
ENSG00000176619,LMNB2,True
ENSG00000176720,BOK,True
ENSG00000176834,VSIG10,True
ENSG00000177105,RHOG,True
ENSG00000177106,EPS8L2,True
ENSG00000177169,ULK1,True
ENSG00000177181,RIMKLA,True
ENSG00000177301,KCNA2,True
ENSG00000177432,NAP1L5,True
ENSG00000177468,OLIG3,True
ENSG00000177479,ARIH2,True
ENSG00000177663,IL17RA,True
ENSG00000177666,PNPLA2,True
ENSG00000177706,FAM20C,True
ENSG00000177721,ANXA2R,True
ENSG00000177731,FLII,True
ENSG00000177875,CCDC184,True
ENSG00000177888,ZBTB41,True
ENSG00000177963,RIC8A,True
ENSG00000178038,ALS2CL,True
ENSG00000178078,STAP2,True
ENSG00000178096,BOLA1,True
ENSG00000178149,DALRD3,True
ENSG00000178188,SH2B1,True
ENSG00000178229,ZNF543,True
ENSG00000178307,TMEM11,True
ENSG00000178385,PLEKHM3,True
ENSG00000178605,GTPBP6,True
ENSG00000178685,PARP10,True
ENSG00000178719,GRINA,True
ENSG00000178802,MPI,True
ENSG00000178935,ZNF552,True
ENSG00000178996,SNX18,True
ENSG00000179085,DPM3,True
ENSG00000179134,SAMD4B,True
ENSG00000179152,TCAIM,True
ENSG00000179163,FUCA1,True
ENSG00000179195,ZNF664,True
ENSG00000179222,MAGED1,True
ENSG00000179262,RAD23A,True
ENSG00000179295,PTPN11,True
ENSG00000179361,ARID3B,True
ENSG00000179364,PACS2,True
ENSG00000179454,KLHL28,True
ENSG00000179455,MKRN3,True
ENSG00000179583,CIITA,True
ENSG00000179604,CDC42EP4,True
ENSG00000179630,LACC1,True
ENSG00000179632,MAF1,True
ENSG00000179674,ARL14,True
ENSG00000179715,PCED1B,True
ENSG00000179832,MROH1,True
ENSG00000179841,AKAP5,True
ENSG00000179862,CITED4,True
ENSG00000179934,CCR8,True
ENSG00000179943,FIZ1,True
ENSG00000180008,SOCS4,True
ENSG00000180228,PRKRA,True
ENSG00000180318,ALX1,True
ENSG00000180479,ZNF571,True
ENSG00000180613,GSX2,True
ENSG00000180626,ZNF594,True
ENSG00000180667,YOD1,True
ENSG00000180730,SHISA2,True
ENSG00000180739,S1PR5,True
ENSG00000180758,GPR157,True
ENSG00000180806,HOXC9,True
ENSG00000180834,MAP6D1,True
ENSG00000180884,ZNF792,True
ENSG00000180900,SCRIB,True
ENSG00000180953,ST20,True
ENSG00000180957,PITPNB,True
ENSG00000180979,LRRC57,True
ENSG00000181036,FCRL6,True
ENSG00000181104,F2R,True
ENSG00000181135,ZNF707,True
ENSG00000181381,DDX60L,True
ENSG00000181467,RAP2B,True
ENSG00000181523,SGSH,True
ENSG00000181638,ZFP41,True
ENSG00000181773,GPR3,True
ENSG00000181788,SIAH2,True
ENSG00000181847,TIGIT,True
ENSG00000181852,RNF41,True
ENSG00000182022,CHST15,True
ENSG00000182054,IDH2,True
ENSG00000182087,TMEM259,True
ENSG00000182141,ZNF708,True
ENSG00000182158,CREB3L2,True
ENSG00000182162,P2RY8,True
ENSG00000182179,UBA7,True
ENSG00000182183,SHISAL2A,True
ENSG00000182185,RAD51B,True
ENSG00000182196,ARL6IP4,True
ENSG00000182208,MOB2,True
ENSG00000182247,UBE2E2,True
ENSG00000182253,SYNM,True
ENSG00000182272,B4GALNT4,True
ENSG00000182378,PLCXD1,True
ENSG00000182400,TRAPPC6B,True
ENSG00000182472,CAPN12,True
ENSG00000182481,KPNA2,True
ENSG00000182504,CEP97,True
ENSG00000182512,GLRX5,True
ENSG00000182541,LIMK2,True
ENSG00000182685,BRICD5,True
ENSG00000182704,TSKU,True
ENSG00000182749,PAQR7,True
ENSG00000182768,NGRN,True
ENSG00000182810,DDX28,True
ENSG00000182858,ALG12,True
ENSG00000182952,HMGN4,True
ENSG00000183134,PTGDR2,True
ENSG00000183155,RABIF,True
ENSG00000183160,TMEM119,True
ENSG00000183260,ABHD16B,True
ENSG00000183337,BCOR,True
ENSG00000183486,MX2,True
ENSG00000183513,COA5,True
ENSG00000183569,SERHL2,True
ENSG00000183597,TANGO2,True
ENSG00000183615,FAM167B,True
ENSG00000183621,ZNF438,True
ENSG00000183665,TRMT12,True
ENSG00000183733,FIGLA,True
ENSG00000183742,MACC1,True
ENSG00000183963,SMTN,True
ENSG00000184056,VPS33B,True
ENSG00000184164,CRELD2,True
ENSG00000184178,SCFD2,True
ENSG00000184207,PGP,True
ENSG00000184220,CMSS1,True
ENSG00000184221,OLIG1,True
ENSG00000184281,TSSC4,True
ENSG00000184302,SIX6,True
ENSG00000184381,PLA2G6,True
ENSG00000184428,TOP1MT,True
ENSG00000184486,POU3F2,True
ENSG00000184489,PTP4A3,True
ENSG00000184517,ZFP1,True
ENSG00000184574,LPAR5,True
ENSG00000184588,PDE4B,True
ENSG00000184613,NELL2,True
ENSG00000184661,CDCA2,True
ENSG00000184675,AMER1,True
ENSG00000184677,ZBTB40,True
ENSG00000184792,OSBP2,True
ENSG00000184867,ARMCX2,True
ENSG00000184887,BTBD6,True
ENSG00000184895,SRY,True
ENSG00000184986,TMEM121,True
ENSG00000185000,DGAT1,True
ENSG00000185002,RFX6,True
ENSG00000185015,CA13,True
ENSG00000185129,PURA,True
ENSG00000185155,MIXL1,True
ENSG00000185158,LRRC37B,True
ENSG00000185177,ZNF479,True
ENSG00000185222,TCEAL9,True
ENSG00000185272,RBM11,True
ENSG00000185305,ARL15,True
ENSG00000185477,GPRIN3,True
ENSG00000185482,STAC3,True
ENSG00000185499,MUC1,True
ENSG00000185504,FAAP100,True
ENSG00000185551,NR2F2,True
ENSG00000185722,ANKFY1,True
ENSG00000185730,ZNF696,True
ENSG00000185798,WDR53,True
ENSG00000185808,PIGP,True
ENSG00000185811,IKZF1,True
ENSG00000185813,PCYT2,True
ENSG00000185825,BCAP31,True
ENSG00000185862,EVI2B,True
ENSG00000185875,THNSL1,True
