task_id,training_context,n_perturbed_cells,n_matched_batches,n_available_control_cells
PPIL4+ctrl,jurkat,81,44,12013
PPP1R11+ctrl,jurkat,92,44,12013
PPP1R8+ctrl,jurkat,83,41,12013
PPP2R1A+ctrl,jurkat,439,55,12013
PPP4R2+ctrl,jurkat,75,40,12013
PRMT1+ctrl,jurkat,50,31,12013
PRMT5+ctrl,jurkat,203,53,12013
PRPF18+ctrl,jurkat,50,32,12013
PRRC2A+ctrl,jurkat,100,43,12013
PSMB2+ctrl,jurkat,21,18,12013
PSMB6+ctrl,jurkat,81,46,12013
PSMC1+ctrl,jurkat,12,11,12013
PSMC2+ctrl,jurkat,15,14,12013
PSMD12+ctrl,jurkat,10,9,12013
PSMD4+ctrl,jurkat,57,37,12013
PTCD1+ctrl,jurkat,72,39,12013
QARS+ctrl,jurkat,106,44,12013
RABGGTA+ctrl,jurkat,168,53,12013
RAD21+ctrl,jurkat,19,16,12013
RAE1+ctrl,jurkat,23,19,12013
RARS2+ctrl,jurkat,186,55,12013
RBBP4+ctrl,jurkat,31,24,12013
RBM25+ctrl,jurkat,35,24,12013
RBM28+ctrl,jurkat,141,49,12013
RBM42+ctrl,jurkat,25,17,12013
RBM48+ctrl,jurkat,106,49,12013
RBM8A+ctrl,jurkat,11,9,12013
RCL1+ctrl,jurkat,197,53,12013
RFC2+ctrl,jurkat,40,28,12013
RFC4+ctrl,jurkat,32,22,12013
RINT1+ctrl,jurkat,122,51,12013
RIOK2+ctrl,jurkat,62,36,12013
RNASEH2C+ctrl,jurkat,226,54,12013
RNF113A+ctrl,jurkat,55,34,12013
RNF20+ctrl,jurkat,130,48,12013
RNMT+ctrl,jurkat,78,39,12013
RNPS1+ctrl,jurkat,24,17,12013
RPAP1+ctrl,jurkat,108,46,12013
RPL10+ctrl,jurkat,49,36,12013
RPL11+ctrl,jurkat,29,19,12013
RPL12+ctrl,jurkat,42,30,12013
RPL14+ctrl,jurkat,24,21,12013
RPL17+ctrl,jurkat,42,29,12013
RPL18+ctrl,jurkat,42,28,12013
RPL19+ctrl,jurkat,22,18,12013
RPL21+ctrl,jurkat,41,29,12013
RPL23A+ctrl,jurkat,51,29,12013
RPL26+ctrl,jurkat,129,50,12013
RPL32+ctrl,jurkat,85,46,12013
RPL34+ctrl,jurkat,41,26,12013
RPL35+ctrl,jurkat,62,37,12013
RPL35A+ctrl,jurkat,93,48,12013
RPL37A+ctrl,jurkat,58,34,12013
RPL38+ctrl,jurkat,27,23,12013
RPL39+ctrl,jurkat,156,49,12013
RPL4+ctrl,jurkat,37,24,12013
RPL5+ctrl,jurkat,51,35,12013
RPL7+ctrl,jurkat,115,47,12013
RPL9+ctrl,jurkat,41,29,12013
RPLP0+ctrl,jurkat,52,35,12013
RPLP1+ctrl,jurkat,22,18,12013
RPP30+ctrl,jurkat,136,46,12013
RPP38+ctrl,jurkat,43,32,12013
RPS10+ctrl,jurkat,54,28,12013
RPS11+ctrl,jurkat,59,38,12013
RPS15+ctrl,jurkat,92,45,12013
RPS15A+ctrl,jurkat,61,37,12013
RPS19BP1+ctrl,jurkat,98,44,12013
RPS2+ctrl,jurkat,102,41,12013
RPS20+ctrl,jurkat,88,48,12013
RPS24+ctrl,jurkat,72,43,12013
RPS27+ctrl,jurkat,60,30,12013
RPS27A+ctrl,jurkat,170,52,12013
RPS28+ctrl,jurkat,54,37,12013
RPS29+ctrl,jurkat,90,45,12013
RPS3+ctrl,jurkat,77,38,12013
RPS3A+ctrl,jurkat,104,49,12013
RPS4X+ctrl,jurkat,86,47,12013
RPS6+ctrl,jurkat,118,48,12013
RPSA+ctrl,jurkat,67,38,12013
RPTOR+ctrl,jurkat,53,36,12013
RRN3+ctrl,jurkat,79,45,12013
RRP1+ctrl,jurkat,110,49,12013
RRP12+ctrl,jurkat,123,49,12013
RRP7A+ctrl,jurkat,111,50,12013
RSL1D1+ctrl,jurkat,143,49,12013
RSL24D1+ctrl,jurkat,44,27,12013
RTF1+ctrl,jurkat,33,23,12013
RUVBL1+ctrl,jurkat,13,11,12013
SAMM50+ctrl,jurkat,46,31,12013
SAP18+ctrl,jurkat,51,30,12013
SARS2+ctrl,jurkat,79,41,12013
SART3+ctrl,jurkat,170,54,12013
SBNO1+ctrl,jurkat,73,36,12013
SCAF1+ctrl,jurkat,76,43,12013
SDAD1+ctrl,jurkat,126,49,12013
SDE2+ctrl,jurkat,24,19,12013
SDHC+ctrl,jurkat,62,36,12013
SEC61A1+ctrl,jurkat,127,48,12013
SEC61G+ctrl,jurkat,97,47,12013
SETD1A+ctrl,jurkat,62,34,12013
SETDB1+ctrl,jurkat,125,51,12013
SF3A2+ctrl,jurkat,131,52,12013
SFSWAP+ctrl,jurkat,56,36,12013
SLBP+ctrl,jurkat,79,40,12013
SLC39A9+ctrl,jurkat,24,19,12013
SLC7A6OS+ctrl,jurkat,53,36,12013
SLU7+ctrl,jurkat,44,34,12013
SMC1A+ctrl,jurkat,44,31,12013
SMG5+ctrl,jurkat,207,52,12013
SNAPC1+ctrl,jurkat,72,42,12013
SNIP1+ctrl,jurkat,33,25,12013
SNRNP200+ctrl,jurkat,20,19,12013
SNRPB+ctrl,jurkat,22,16,12013
SNRPC+ctrl,jurkat,22,18,12013
SNRPD1+ctrl,jurkat,17,16,12013
SNRPD3+ctrl,jurkat,19,14,12013
SNRPF+ctrl,jurkat,24,17,12013
SPCS3+ctrl,jurkat,108,45,12013
SRRM1+ctrl,jurkat,63,37,12013
SRRM2+ctrl,jurkat,52,28,12013
SRSF1+ctrl,jurkat,33,25,12013
SRSF10+ctrl,jurkat,61,33,12013
SSBP1+ctrl,jurkat,38,29,12013
SSU72+ctrl,jurkat,223,54,12013
STRAP+ctrl,jurkat,89,41,12013
SUGP1+ctrl,jurkat,66,40,12013
SUPT16H+ctrl,jurkat,48,33,12013
SUPT5H+ctrl,jurkat,48,33,12013
SUPV3L1+ctrl,jurkat,71,43,12013
SURF6+ctrl,jurkat,128,52,12013
TADA3+ctrl,jurkat,92,47,12013
TAF10+ctrl,jurkat,117,49,12013
TAF1C+ctrl,jurkat,87,39,12013
TAF6+ctrl,jurkat,92,47,12013
TAF7+ctrl,jurkat,95,47,12013
TBCB+ctrl,jurkat,42,29,12013
TBL3+ctrl,jurkat,47,27,12013
TCERG1+ctrl,jurkat,61,34,12013
TCOF1+ctrl,jurkat,31,22,12013
TELO2+ctrl,jurkat,96,49,12013
TERF2+ctrl,jurkat,90,42,12013
THAP11+ctrl,jurkat,165,50,12013
THOC6+ctrl,jurkat,97,48,12013
THOC7+ctrl,jurkat,83,39,12013
TIMM13+ctrl,jurkat,42,31,12013
TIMM23B+ctrl,jurkat,244,54,12013
TIMM44+ctrl,jurkat,94,41,12013
TMX2+ctrl,jurkat,199,52,12013
TOMM22+ctrl,jurkat,92,41,12013
TOP1+ctrl,jurkat,100,46,12013
TPR+ctrl,jurkat,25,19,12013
TRA2B+ctrl,jurkat,89,44,12013
TRMT10C+ctrl,jurkat,74,42,12013
TRMT112+ctrl,jurkat,214,54,12013
TRMT5+ctrl,jurkat,81,40,12013
TSEN2+ctrl,jurkat,115,50,12013
TSG101+ctrl,jurkat,30,23,12013
TSR1+ctrl,jurkat,304,55,12013
TTI1+ctrl,jurkat,119,53,12013
TXNL4A+ctrl,jurkat,23,19,12013
U2AF1+ctrl,jurkat,30,23,12013
U2SURP+ctrl,jurkat,17,15,12013
UBA3+ctrl,jurkat,33,23,12013
UBA52+ctrl,jurkat,205,55,12013
UBAP1+ctrl,jurkat,35,29,12013
UBL5+ctrl,jurkat,21,18,12013
UBQLN4+ctrl,jurkat,69,43,12013
UFM1+ctrl,jurkat,58,37,12013
UPF2+ctrl,jurkat,51,34,12013
UQCRB+ctrl,jurkat,77,38,12013
UQCRFS1+ctrl,jurkat,65,39,12013
UQCRQ+ctrl,jurkat,105,50,12013
USP36+ctrl,jurkat,42,28,12013
USPL1+ctrl,jurkat,32,28,12013
UTP20+ctrl,jurkat,97,49,12013
UTP23+ctrl,jurkat,172,53,12013
UXT+ctrl,jurkat,51,33,12013
WAC+ctrl,jurkat,47,31,12013
WDHD1+ctrl,jurkat,58,39,12013
WDR12+ctrl,jurkat,101,43,12013
WDR33+ctrl,jurkat,35,27,12013
WDR61+ctrl,jurkat,58,37,12013
WDR82+ctrl,jurkat,34,23,12013
XRCC5+ctrl,jurkat,69,42,12013
XRN2+ctrl,jurkat,43,30,12013
YEATS2+ctrl,jurkat,103,42,12013
ZBTB17+ctrl,jurkat,392,55,12013
ZC3H18+ctrl,jurkat,46,32,12013
ZCRB1+ctrl,jurkat,107,44,12013
ZFC3H1+ctrl,jurkat,86,39,12013
ZMAT2+ctrl,jurkat,60,38,12013
ZMAT5+ctrl,jurkat,36,26,12013
ZNF236+ctrl,jurkat,469,55,12013
ZNHIT6+ctrl,jurkat,84,42,12013
