name,wos_name,field,track,track_cn,verdict_a,verdict_b,verdict_a_cn,verdict_b_cn,cas_note,publishes,a_ask,b_ask,a_why,b_why,we_have,we_lack,b_have,b_lack,source_opened,profile_origin,official_scope_verified,care_a,care_b
Molecular and Cellular Probes,MOLECULAR AND CELLULAR PROBES,BRM+BIOTECH,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular and Cellular Probes 出现在本次打开的完整名单里，学科来源：生化研究方法、生物技术与应用微生物。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular and Cellular Probes：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 生化研究方法 完整名单；2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Autism,Molecular Autism,GENETICS,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Autism 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Autism：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Biology and Evolution,MOLECULAR BIOLOGY AND EVOLUTION,GENETICS,evolution,进化生物学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Biology and Evolution 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是进化生物学：系统发育、进化基因组或种群遗传。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Biology and Evolution：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Biotechnology,MOLECULAR BIOTECHNOLOGY,BIOTECH,biotech_industrial,工业生物技术,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Biotechnology 出现在本次打开的完整名单里，学科来源：生物技术与应用微生物。按刊名和栏目，它日常刊登的是工业生物技术：发酵、酶工程、生物燃料或菌种改造。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Biotechnology：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Breeding,MOLECULAR BREEDING,GENETICS,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Breeding 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Breeding：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Cytogenetics,Molecular Cytogenetics,GENETICS,genomics,基因组学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Cytogenetics 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Cytogenetics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Diagnosis & Therapy,Molecular Diagnosis & Therapy,GENETICS,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Diagnosis & Therapy 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Diagnosis & Therapy：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Genetics & Genomic Medicine,Molecular Genetics & Genomic Medicine,GENETICS,genomics,基因组学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Genetics & Genomic Medicine 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Genetics & Genomic Medicine：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Genetics and Genomics,MOLECULAR GENETICS AND GENOMICS,GENETICS,genomics,基因组学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Genetics and Genomics 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Genetics and Genomics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Genetics and Metabolism,MOLECULAR GENETICS AND METABOLISM,GENETICS,genomics,基因组学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Genetics and Metabolism 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Genetics and Metabolism：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Genetics and Metabolism Reports,Molecular Genetics and Metabolism Reports,GENETICS,genomics,基因组学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Genetics and Metabolism Reports 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Genetics and Metabolism Reports：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Imaging,Molecular Imaging,BRM,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Imaging 出现在本次打开的完整名单里，学科来源：生化研究方法。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Imaging：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 生化研究方法 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Informatics,Molecular Informatics,MCB+CS_IA,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Informatics 出现在本次打开的完整名单里，学科来源：数学与计算生物学、计算机科学跨学科应用。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Informatics：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 数学与计算生物学 完整名单；2026-09-07 打开 计算机科学跨学科应用 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Phylogenetics and Evolution,MOLECULAR PHYLOGENETICS AND EVOLUTION,GENETICS,evolution,进化生物学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Phylogenetics and Evolution 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是进化生物学：系统发育、进化基因组或种群遗传。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Phylogenetics and Evolution：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Plant-Microbe Interactions,MOLECULAR PLANT-MICROBE INTERACTIONS,BIOTECH,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Plant-Microbe Interactions 出现在本次打开的完整名单里，学科来源：生物技术与应用微生物。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。对象不是人源 K562 / RPE1 / HepG2 / Jurkat。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Plant-Microbe Interactions：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Syndromology,Molecular Syndromology,GENETICS,clinical_genetics,临床遗传学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Syndromology 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是临床遗传学：遗传病表型、综合征、遗传咨询。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Syndromology：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Molecular Therapy,MOLECULAR THERAPY,GENETICS+BIOTECH,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Molecular Therapy 出现在本次打开的完整名单里，学科来源：遗传学、生物技术与应用微生物。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Molecular Therapy：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单；2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Mutagenesis,MUTAGENESIS,GENETICS,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Mutagenesis 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Mutagenesis：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Mutation Research-Fundamental and Molecular Mechanisms of Mutagenesis,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,GENETICS+BIOTECH,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Mutation Research-Fundamental and Molecular Mechanisms of Mutagenesis 出现在本次打开的完整名单里，学科来源：遗传学、生物技术与应用微生物。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Mutation Research-Fundamental and Molecular Mechanisms of Mutagenesis：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单；2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Mutation Research-Genetic Toxicology and Environmental Mutagenesis,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,GENETICS+BIOTECH,genomics,基因组学,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Mutation Research-Genetic Toxicology and Environmental Mutagenesis 出现在本次打开的完整名单里，学科来源：遗传学、生物技术与应用微生物。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Mutation Research-Genetic Toxicology and Environmental Mutagenesis：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单；2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Mutation Research-Reviews in Mutation Research,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,GENETICS+BIOTECH,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Mutation Research-Reviews in Mutation Research 出现在本次打开的完整名单里，学科来源：遗传学、生物技术与应用微生物。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Mutation Research-Reviews in Mutation Research：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 遗传学 完整名单；2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Nanomedicine,Nanomedicine,BIOTECH,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Nanomedicine 出现在本次打开的完整名单里，学科来源：生物技术与应用微生物。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Nanomedicine：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 生物技术与应用微生物 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
National Academy Science Letters-India,NATIONAL ACADEMY SCIENCE LETTERS-INDIA,MULTI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,National Academy Science Letters-India 出现在本次打开的完整名单里，学科来源：多学科科学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,National Academy Science Letters-India：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 多学科科学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
National Science Review,National Science Review,MULTI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,National Science Review 出现在本次打开的完整名单里，学科来源：多学科科学。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,National Science Review：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 多学科科学 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
Natural Computing,Natural Computing,CS_AI,other,其他学科,off_track,off_track,学科不对轨,学科不对轨,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Natural Computing 出现在本次打开的完整名单里，学科来源：计算机科学人工智能。按刊名和栏目，它日常刊登的是其他学科：刊名和栏目都不指向单细胞扰动预测或训练加权。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Natural Computing：A=学科不对轨；B=学科不对轨,业务B判定：学科不对轨。,没有对口的业务A稿件。,学科不对轨。补 E204 也填不上业务A。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,2026-09-07 打开 计算机科学人工智能 完整名单,title_category_rule,not_recorded,"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0"
