dataset,modality,fold_id,heldout_context,source_contexts,split,setting,context,cell_line,perturbation,n_cells,perturbation_seen_in_training,context_seen_in_training,selected_without_expression_values,disjoint_from_E136,in_train_fraction_100
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,MED8,76,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,KTI12,72,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DERL2,73,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RPS15,57,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,USF2,54,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,SLC7A6OS,51,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RPL35,82,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,LONP1,58,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RPP21,82,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,PSMD14,75,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,POP1,58,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,DOLK,73,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,SRP9,87,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,ACIN1,78,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,PGAM5,50,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,INTS3,74,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,NOP14,123,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,FBRSL1,61,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,GSK3B,59,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,ELAC2,57,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TUBB,97,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,POP7,62,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,PHF5A,58,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DCTN3,80,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TARDBP,262,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RNPS1,61,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DOHH,86,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,UTP18,95,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,SRRM1,53,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,MRPL16,63,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,TAF11,61,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,TINF2,50,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TUBE1,52,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,NOL8,124,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,NUDC,67,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,EIF4H,52,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,AURKAIP1,56,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DNAJA3,61,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RPL10A,116,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,DYNLRB1,124,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,GTF2E1,54,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,MED19,112,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,PPP1R37,284,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,BRIX1,102,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,NDUFAB1,66,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,MVK,153,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,EIF4E,53,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,NOC3L,89,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,SUPT20H,81,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,PET117,51,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,SETX,92,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,CCNK,96,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,NSA2,83,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,GTF2H4,50,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,DCUN1D5,89,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,GPN3,83,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,UNC45A,67,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,CDK1,139,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DDX6,53,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,RRP9,84,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,MRPL36,430,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,UQCRC1,53,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,RPS8,60,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,RPS14,76,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,MON1A,94,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,CDCA5,93,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,SRPRB,80,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TMEM214,249,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,EIF2B5,115,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,EXOSC8,84,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,MRPS16,53,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,POLR2D,91,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,XPO5,58,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,EMC3,103,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,TRAPPC11,237,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,BRCA2,115,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,IK,176,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,ZNF292,78,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,DESI1,55,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,PMPCA,51,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,SRP68,131,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,PCNX3,62,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,SCAF1,82,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,CPSF1,59,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,VPS35,102,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,HERC1,85,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,NXF1,79,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DDX18,66,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RBM28,75,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,MRGBP,118,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,CTDP1,83,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,RPS26,62,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,PPA1,57,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,SNAPC5,58,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,SRA1,134,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,EXOSC3,88,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,ETF1,97,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,CHAF1B,54,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,ILF2,52,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,CSE1L,240,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,EXOSC5,134,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,SETD1A,81,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,perturbation_unseen,HepG2,HepG2,DDX21,77,False,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,val,validation_pair,HepG2,HepG2,TAF5,60,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DAP3,60,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,DPY19L4,87,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,WTAP,181,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,USP5,98,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,random_seen_pair,HepG2,HepG2,RPL35A,196,True,True,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,LRR1,87,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,CS,77,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,train,training_pair,HepG2,HepG2,PELO,59,True,True,True,True,True
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,UBQLN4,69,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RPS27,64,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,CENPT,106,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,CHMP6,139,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,EGLN2,148,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,EIF4G2,129,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,HSPA9,64,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,MRPL27,169,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,SMC5,68,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,POLR3E,91,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,GTF2E2,744,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,NISCH,127,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RNF123,180,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,TNPO3,93,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,TSEN2,118,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,SBNO1,99,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,MED8,109,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,KTI12,195,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,DERL2,78,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RPS15,123,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,USF2,141,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_and_perturbation_unseen,Jurkat,Jurkat,SLC7A6OS,56,False,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RPL35,85,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,LONP1,63,True,False,True,True,False
Nadig_E237_disjoint,CRISPRi_gene_knockdown_cellline_shift,E237_cellline_holdout_2_Jurkat,Jurkat,HepG2,test,context_unseen,Jurkat,Jurkat,RPP21,198,True,False,True,True,False
