task_id,row_index,cell_type,sm_name,sm_lincs_id,SMILES,dose_uM,split,drug_support_rows,cell_type_support_rows,pair_support_rows,nearest_train_smiles_jaccard,predicted_l2,predicted_abs_mean,true_l2_diagnostic,de_adj_gene_count,rmse_all,mae_all,rmse_de_adj,risk_low_drug_support,risk_low_pair_support,risk_low_cell_type_support,risk_low_smiles_similarity,risk_predicted_magnitude,risk_oracle_true_magnitude_diagnostic,risk_safeconf_op_smoke
131,131,B cells,UNII-BXU45ZH6LI,LSM-2382,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,1.0,public_test,4,17,0,1.0,233.46693420410156,1.4324122667312622,125.6295166015625,5837,1.2661051750183105,1.047541856765747,1.413076400756836,-0.10910894511800284,-0.0,-0.0,-0.0,3.700284210632356,0.6942338847593688,3.591175265514353
132,132,Myeloid cells,UNII-BXU45ZH6LI,LSM-2382,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,1.0,public_test,4,17,0,1.0,233.46693420410156,1.4324122667312622,336.49713134765625,11289,1.4627268314361572,1.1606247425079346,1.632415533065796,-0.10910894511800284,-0.0,-0.0,-0.0,3.700284210632356,4.449065808751278,3.591175265514353
133,133,B cells,Chlorpheniramine,LSM-1263,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,1.0,private_test,4,17,0,1.0,37.41081237792969,0.20676499605178833,58.25859832763672,6,0.5004764795303345,0.3763919770717621,1.2428933382034302,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6636600762088737,-0.505412039951185,-0.7727690213268765
134,134,Myeloid cells,Chlorpheniramine,LSM-1263,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,1.0,private_test,4,17,0,1.0,37.41081237792969,0.20676499605178833,53.454498291015625,0,0.4796178340911865,0.36083778738975525,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6636600762088737,-0.5909566514614726,-0.7727690213268765
135,135,B cells,Tivantinib,LSM-1131,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,1.0,public_test,4,17,0,1.0,51.478782653808594,0.3050459325313568,64.95753479003906,5,0.5974947810173035,0.4656820595264435,1.1361194849014282,-0.10910894511800284,-0.0,-0.0,-0.0,-0.3505260718174908,-0.3861268641971509,-0.45963501693549363
136,136,Myeloid cells,Tivantinib,LSM-1131,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,1.0,public_test,4,17,0,1.0,51.478782653808594,0.3050459325313568,64.5621566772461,7,0.6426231861114502,0.5008924007415771,1.6412124633789062,-0.10910894511800284,-0.0,-0.0,-0.0,-0.3505260718174908,-0.39316719782899046,-0.45963501693549363
137,137,B cells,CEP-37440,LSM-45849,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,1.0,public_test,4,17,0,1.0,43.64209747314453,0.2551286220550537,60.673561096191406,29,0.5371090173721313,0.40337711572647095,1.3549346923828125,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5249600920530527,-0.4624098022223637,-0.6340690371710556
138,138,Myeloid cells,CEP-37440,LSM-45849,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,1.0,public_test,4,17,0,1.0,43.64209747314453,0.2551286220550537,57.803871154785156,6,0.5199171304702759,0.39226236939430237,1.1059529781341553,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5249600920530527,-0.5135091776144793,-0.6340690371710556
139,139,B cells,TPCA-1,LSM-1136,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,1.0,private_test,4,17,0,1.0,89.82652282714844,0.5475866794586182,83.82500457763672,431,0.6568791270256042,0.5123636722564697,1.2142013311386108,-0.10910894511800284,-0.0,-0.0,-0.0,0.5030427945048401,-0.05016167594987928,0.3939338493868373
140,140,Myeloid cells,TPCA-1,LSM-1136,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,1.0,private_test,4,17,0,1.0,89.82652282714844,0.5475866794586182,209.45396423339844,8332,1.2388960123062134,0.9744760394096375,1.6732743978500366,-0.10910894511800284,-0.0,-0.0,-0.0,0.5030427945048401,2.186860964351429,0.3939338493868373
141,141,B cells,AZ628,LSM-1050,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1,1.0,public_test,4,17,0,1.0,48.13359451293945,0.2578759491443634,69.78555297851562,43,0.5647639036178589,0.427091509103775,1.4811018705368042,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4249854385527874,-0.3001563521034193,-0.5340943836707903
142,142,Myeloid cells,AZ628,LSM-1050,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1,1.0,public_test,4,17,0,1.0,48.13359451293945,0.2578759491443634,134.19786071777344,4528,0.9891347885131836,0.7643232941627502,1.633548617362976,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4249854385527874,0.8468068251894879,-0.5340943836707903
143,143,B cells,OSI-930,LSM-1179,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,1.0,private_test,4,17,0,1.0,36.253787994384766,0.2010502815246582,61.658477783203125,0,0.5202049016952515,0.39140355587005615,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6894138751786584,-0.44487180036600016,-0.7985228202966612
144,144,Myeloid cells,OSI-930,LSM-1179,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,1.0,private_test,4,17,0,1.0,36.253787994384766,0.2010502815246582,54.45685958862305,0,0.48336970806121826,0.36080121994018555,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6894138751786584,-0.5731080206787791,-0.7985228202966612
145,145,B cells,AZD3514,LSM-45831,CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,1.0,private_test,4,17,0,1.0,47.96137237548828,0.2693815231323242,67.82353973388672,71,0.5408346056938171,0.41122621297836304,1.3208253383636475,-0.10910894511800284,-0.0,-0.0,-0.0,-0.42881887056091406,-0.33509310602411135,-0.5379278156789169
146,146,Myeloid cells,AZD3514,LSM-45831,CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,1.0,private_test,4,17,0,1.0,47.96137237548828,0.2693815231323242,70.08992004394531,9,0.562397301197052,0.4301221966743469,1.282433271408081,-0.10910894511800284,-0.0,-0.0,-0.0,-0.42881887056091406,-0.29473661434395715,-0.5379278156789169
147,147,B cells,Vanoxerine,LSM-2703,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1.0,private_test,4,17,0,1.0,45.30159378051758,0.2601572871208191,67.09532165527344,9,0.5357076525688171,0.4019743800163269,3.0908401012420654,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4880219471885144,-0.34806018251187654,-0.5971308923065173
148,148,Myeloid cells,Vanoxerine,LSM-2703,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1.0,private_test,4,17,0,1.0,45.30159378051758,0.2601572871208191,60.04312515258789,0,0.5056225061416626,0.38147273659706116,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4880219471885144,-0.4736357128958674,-0.5971308923065173
149,149,B cells,PF-03814735,LSM-45437,CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,1.0,private_test,4,17,0,1.0,84.13703918457031,0.5082015991210938,81.1897201538086,505,0.6737186312675476,0.5245575904846191,1.2796026468276978,-0.10910894511800284,-0.0,-0.0,-0.0,0.3764025783981527,-0.09708708977078832,0.2672936332801499
150,150,Myeloid cells,PF-03814735,LSM-45437,CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,1.0,private_test,4,17,0,1.0,84.13703918457031,0.5082015991210938,153.3434600830078,7095,0.9405121803283691,0.7227930426597595,1.253806471824646,-0.10910894511800284,-0.0,-0.0,-0.0,0.3764025783981527,1.187724551162262,0.2672936332801499
151,151,B cells,Dovitinib,LSM-1127,CN1CCN(c2ccc3[nH]c(-c4c(N)c5c(F)cccc5[nH]c4=O)nc3c2)CC1,1.0,public_test,4,17,0,1.0,45.38214111328125,0.23616497218608856,65.01944732666016,81,0.5431954264640808,0.40441226959228516,1.3009107112884521,-0.10910894511800284,-0.0,-0.0,-0.0,-0.48622907242714386,-0.38502441340459975,-0.5953380175451467
152,152,Myeloid cells,Dovitinib,LSM-1127,CN1CCN(c2ccc3[nH]c(-c4c(N)c5c(F)cccc5[nH]c4=O)nc3c2)CC1,1.0,public_test,4,17,0,1.0,45.38214111328125,0.23616497218608856,72.1485595703125,67,0.6273589134216309,0.4891391396522522,1.6720110177993774,-0.10910894511800284,-0.0,-0.0,-0.0,-0.48622907242714386,-0.25807927640753375,-0.5953380175451467
153,153,B cells,K-02288,LSM-47120,COc1cc(-c2cc(-c3cccc(O)c3)cnc2N)cc(OC)c1OC,1.0,private_test,4,17,0,1.0,36.88044738769531,0.2009919434785843,62.74313735961914,5,0.52730792760849,0.400015264749527,1.9395127296447754,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6754652840621943,-0.42555771835727463,-0.7845742291801971
154,154,Myeloid cells,K-02288,LSM-47120,COc1cc(-c2cc(-c3cccc(O)c3)cnc2N)cc(OC)c1OC,1.0,private_test,4,17,0,1.0,36.88044738769531,0.2009919434785843,61.67960739135742,95,0.5301466584205627,0.39580127596855164,1.6062595844268799,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6754652840621943,-0.44449555422059406,-0.7845742291801971
155,155,B cells,Midostaurin,LSM-2287,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1.0,public_test,4,17,0,1.0,70.9754867553711,0.4297005832195282,78.04991149902344,50,0.5786717534065247,0.4391692578792572,1.382230520248413,-0.10910894511800284,-0.0,-0.0,-0.0,0.08344421018004809,-0.15299635675998013,-0.02566473493795475
156,156,Myeloid cells,Midostaurin,LSM-2287,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1.0,public_test,4,17,0,1.0,70.9754867553711,0.4297005832195282,78.37806701660156,228,0.6139630079269409,0.4563750922679901,1.187922477722168,-0.10910894511800284,-0.0,-0.0,-0.0,0.08344421018004809,-0.14715302792581994,-0.02566473493795475
157,157,B cells,I-BET151,LSM-6335,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,1.0,public_test,4,17,0,1.0,118.46495819091797,0.6824828386306763,99.69834899902344,3159,0.7727155089378357,0.5775041580200195,1.0036063194274902,-0.10910894511800284,-0.0,-0.0,-0.0,1.140495658642391,0.2324883670437229,1.0313867135243884
158,158,Myeloid cells,I-BET151,LSM-6335,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,1.0,public_test,4,17,0,1.0,118.46495819091797,0.6824828386306763,127.9417495727539,5405,0.9607848525047302,0.6894112825393677,1.2428463697433472,-0.10910894511800284,-0.0,-0.0,-0.0,1.140495658642391,0.7354068557079435,1.0313867135243884
159,159,B cells,STK219801,LSM-43281,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C/c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,1.0,public_test,4,17,0,1.0,38.922630310058594,0.21655908226966858,60.54344940185547,4,0.5283651351928711,0.3971845507621765,2.0918078422546387,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6300090523785259,-0.4647266470549167,-0.7391179974965287
160,160,Myeloid cells,STK219801,LSM-43281,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C/c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,1.0,public_test,4,17,0,1.0,38.922630310058594,0.21655908226966858,54.95164489746094,2,0.5076359510421753,0.38627392053604126,2.3554234504699707,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6300090523785259,-0.5642975844466258,-0.7391179974965287
161,161,B cells,PRT-062607,LSM-46971,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,1.0,public_test,4,17,0,1.0,88.23542022705078,0.5395950078964233,78.60741424560547,328,0.6881340146064758,0.544723391532898,1.2869162559509277,-0.10910894511800284,-0.0,-0.0,-0.0,0.46762700112486777,-0.14306913719570535,0.3585180560068649
162,162,Myeloid cells,PRT-062607,LSM-46971,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,1.0,public_test,4,17,0,1.0,88.23542022705078,0.5395950078964233,166.53164672851562,6854,0.9552831649780273,0.7490838766098022,1.321919322013855,-0.10910894511800284,-0.0,-0.0,-0.0,0.46762700112486777,1.4225611062954102,0.3585180560068649
163,163,B cells,AT 7867,LSM-1155,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,1.0,public_test,4,17,0,1.0,49.888153076171875,0.2728482782840729,64.6948471069336,42,0.5735779404640198,0.44536110758781433,1.4509925842285156,-0.10910894511800284,-0.0,-0.0,-0.0,-0.38593133635680915,-0.39080443452842983,-0.495040281474812
164,164,Myeloid cells,AT 7867,LSM-1155,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,1.0,public_test,4,17,0,1.0,49.888153076171875,0.2728482782840729,69.14312744140625,517,0.6182937026023865,0.46262142062187195,1.4157400131225586,-0.10910894511800284,-0.0,-0.0,-0.0,-0.38593133635680915,-0.3115957564824676,-0.495040281474812
165,165,B cells,Sunitinib,LSM-42800,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,1.0,public_test,4,17,0,1.0,41.270023345947266,0.22838327288627625,64.53356170654297,19,0.5420749187469482,0.4051213562488556,1.279174566268921,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5777592560828523,-0.3936763765807442,-0.6868682012008551
166,166,Myeloid cells,Sunitinib,LSM-42800,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,1.0,public_test,4,17,0,1.0,41.270023345947266,0.22838327288627625,68.88694763183594,0,0.5744529366493225,0.450153112411499,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5777592560828523,-0.3161574438160822,-0.6868682012008551
167,167,B cells,BMS-536924,LSM-1210,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1.0,private_test,4,17,0,1.0,91.0736083984375,0.5619068145751953,80.95365142822266,283,0.6696666479110718,0.5273923277854919,1.3538219928741455,-0.10910894511800284,-0.0,-0.0,-0.0,0.5308012337891499,-0.1012906673953253,0.42169228867114705
168,168,Myeloid cells,BMS-536924,LSM-1210,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1.0,private_test,4,17,0,1.0,91.0736083984375,0.5619068145751953,161.96629333496094,5742,0.9065738916397095,0.7177515625953674,1.299251675605774,-0.10910894511800284,-0.0,-0.0,-0.0,0.5308012337891499,1.3412677569725906,0.42169228867114705
169,169,B cells,Perhexiline,LSM-4353,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1.0,private_test,4,17,0,1.0,51.83542251586914,0.26848921179771423,70.86154174804688,142,0.5667893886566162,0.4192049503326416,1.4099618196487427,-0.10910894511800284,-0.0,-0.0,-0.0,-0.342587750514375,-0.2809966675470332,-0.45169669563237785
170,170,Myeloid cells,Perhexiline,LSM-4353,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1.0,private_test,4,17,0,1.0,51.83542251586914,0.26848921179771423,147.2313995361328,4998,1.066290259361267,0.8294842839241028,1.7255390882492065,-0.10910894511800284,-0.0,-0.0,-0.0,-0.342587750514375,1.0788896307767322,-0.45169669563237785
171,171,B cells,BI-D1870,LSM-45220,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,1.0,public_test,4,17,0,1.0,49.2052001953125,0.2900247871875763,62.7653923034668,2,0.5387226939201355,0.41452091932296753,2.3331804275512695,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4011329444211087,-0.42516143382716104,-0.5102418895391115
172,172,Myeloid cells,BI-D1870,LSM-45220,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,1.0,public_test,4,17,0,1.0,49.2052001953125,0.2900247871875763,64.07088470458984,13,0.532590389251709,0.39868295192718506,2.1157493591308594,-0.10910894511800284,-0.0,-0.0,-0.0,-0.4011329444211087,-0.4019150735448196,-0.5102418895391115
173,173,B cells,FK 866,LSM-43216,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,1.0,public_test,4,17,0,1.0,55.03590774536133,0.3053400218486786,71.84957885742188,70,0.5652568340301514,0.43243369460105896,1.4475502967834473,-0.10910894511800284,-0.0,-0.0,-0.0,-0.271349275009155,-0.26340310162731123,-0.38045822012715785
174,174,Myeloid cells,FK 866,LSM-43216,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,1.0,public_test,4,17,0,1.0,55.03590774536133,0.3053400218486786,73.08868408203125,180,0.5938241481781006,0.4466727375984192,1.3640209436416626,-0.10910894511800284,-0.0,-0.0,-0.0,-0.271349275009155,-0.24133887018925615,-0.38045822012715785
175,175,B cells,Mubritinib (TAK 165),LSM-45710,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,1.0,private_test,4,17,0,1.0,65.04583740234375,0.3683827817440033,71.28224182128906,54,0.5936752557754517,0.44363513588905334,1.4438663721084595,-0.10910894511800284,-0.0,-0.0,-0.0,-0.048541770038709624,-0.2735054362959112,-0.15765071515671247
176,176,Myeloid cells,Mubritinib (TAK 165),LSM-45710,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,1.0,private_test,4,17,0,1.0,65.04583740234375,0.3683827817440033,66.90118408203125,102,0.6241148114204407,0.4625103175640106,1.4526913166046143,-0.10910894511800284,-0.0,-0.0,-0.0,-0.048541770038709624,-0.351517109544194,-0.15765071515671247
177,177,B cells,Doxorubicin,LSM-4062,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1.0,private_test,4,17,0,1.0,80.62195587158203,0.4417087733745575,100.62137603759766,2440,0.7080507874488831,0.5234237313270569,1.1464980840682983,-0.10910894511800284,-0.0,-0.0,-0.0,0.2981615747579469,0.24892432566790226,0.18905262963994407
178,178,Myeloid cells,Doxorubicin,LSM-4062,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1.0,private_test,4,17,0,1.0,80.62195587158203,0.4417087733745575,164.7221221923828,8698,1.0990360975265503,0.8635752201080322,1.4114351272583008,-0.10910894511800284,-0.0,-0.0,-0.0,0.2981615747579469,1.390339655392675,0.18905262963994407
179,179,B cells,Pomalidomide,LSM-45637,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1.0,public_test,4,17,0,1.0,74.45436096191406,0.41790005564689636,72.51495361328125,241,0.6280277371406555,0.46973636746406555,1.4349298477172852,-0.10910894511800284,-0.0,-0.0,-0.0,0.16087924805018863,-0.2515550500536858,0.05177030293218579
180,180,Myeloid cells,Pomalidomide,LSM-45637,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1.0,public_test,4,17,0,1.0,74.45436096191406,0.41790005564689636,63.916378021240234,342,0.6871455311775208,0.5151060223579407,1.6034892797470093,-0.10910894511800284,-0.0,-0.0,-0.0,0.16087924805018863,-0.4046663098017943,0.05177030293218579
181,181,B cells,Colforsin,LSM-2193,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,1.0,private_test,4,17,0,1.0,43.71306610107422,0.262052983045578,61.59599304199219,10,0.5448155999183655,0.41537633538246155,2.356111764907837,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5233804263149264,-0.4459844401677246,-0.6324893714329293
182,182,Myeloid cells,Colforsin,LSM-2193,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,1.0,private_test,4,17,0,1.0,43.71306610107422,0.262052983045578,52.866172790527344,2,0.5048441290855408,0.38484063744544983,1.6699925661087036,-0.10910894511800284,-0.0,-0.0,-0.0,-0.5233804263149264,-0.6014327189865493,-0.6324893714329293
183,183,B cells,Phenylbutazone,LSM-2219,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1.0,private_test,4,17,0,1.0,38.439449310302734,0.22001375257968903,62.882423400878906,6,0.5182780027389526,0.3950406610965729,1.4517003297805786,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6407640083766066,-0.42307750974430974,-0.7498729534946095
184,184,Myeloid cells,Phenylbutazone,LSM-2219,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1.0,private_test,4,17,0,1.0,38.439449310302734,0.22001375257968903,52.82749938964844,0,0.4665375053882599,0.3488629162311554,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6407640083766066,-0.6021213601532087,-0.7498729534946095
185,185,B cells,Protriptyline,LSM-2936,CNCCCC1c2ccccc2C=Cc2ccccc21,1.0,private_test,4,17,0,1.0,36.14592361450195,0.1993292272090912,60.22152328491211,4,0.5154021978378296,0.3904378414154053,2.304671049118042,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6918147904877994,-0.4704590515425435,-0.8009237356058022
186,186,Myeloid cells,Protriptyline,LSM-2936,CNCCCC1c2ccccc2C=Cc2ccccc21,1.0,private_test,4,17,0,1.0,36.14592361450195,0.1993292272090912,51.90578842163086,0,0.461259126663208,0.34622088074684143,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6918147904877994,-0.6185338840562895,-0.8009237356058022
187,187,B cells,Buspirone,LSM-4105,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.0,private_test,4,17,0,1.0,35.84681701660156,0.20316894352436066,57.988685607910156,2,0.503126859664917,0.37928882241249084,2.873405933380127,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6984724990913657,-0.5102182635049588,-0.8075814442093685
188,188,Myeloid cells,Buspirone,LSM-4105,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.0,private_test,4,17,0,1.0,35.84681701660156,0.20316894352436066,52.28030776977539,0,0.4572964608669281,0.3489082157611847,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6984724990913657,-0.6118649737721806,-0.8075814442093685
189,189,B cells,Clomipramine,LSM-3171,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1.0,private_test,4,17,0,1.0,40.15127944946289,0.22779147326946259,59.68931579589844,2,0.5397118330001831,0.415985107421875,2.3650057315826416,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6026609831497077,-0.4799358489746306,-0.7117699282677106
190,190,Myeloid cells,Clomipramine,LSM-3171,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1.0,private_test,4,17,0,1.0,40.15127944946289,0.22779147326946259,53.962799072265625,0,0.48829326033592224,0.36529093980789185,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6026609831497077,-0.5819055508326461,-0.7117699282677106
191,191,B cells,Alogliptin,LSM-46889,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,1.0,private_test,4,17,0,1.0,39.15314483642578,0.2127363532781601,63.45066452026367,4,0.531985878944397,0.4068039059638977,2.3102550506591797,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6248781105798,-0.412959076441216,-0.7339870556978029
192,192,Myeloid cells,Alogliptin,LSM-46889,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,1.0,private_test,4,17,0,1.0,39.15314483642578,0.2127363532781601,56.387489318847656,0,0.4884478449821472,0.361589252948761,,-0.10910894511800284,-0.0,-0.0,-0.0,-0.6248781105798,-0.5387300999478787,-0.7339870556978029
193,193,B cells,Nefazodone,LSM-4031,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1.0,private_test,4,17,0,1.0,40.95228576660156,0.23939312994480133,73.52908325195312,59,0.5532613396644592,0.4265565872192383,1.3964825868606567,-0.10910894511800284,-0.0,-0.0,-0.0,-0.584831665152179,-0.23349686531566127,-0.6939406102701818
194,194,Myeloid cells,Nefazodone,LSM-4031,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1.0,private_test,4,17,0,1.0,40.95228576660156,0.23939312994480133,75.1439437866211,43,0.5447003245353699,0.4216848611831665,1.485704779624939,-0.10910894511800284,-0.0,-0.0,-0.0,-0.584831665152179,-0.20474171533368304,-0.6939406102701818
195,195,B cells,ABT737,LSM-1180,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],1.0,public_test,4,17,0,1.0,83.36717224121094,0.4785291254520416,218.18116760253906,9634,1.2044224739074707,1.0122292041778564,1.5543718338012695,-0.10910894511800284,-0.0,-0.0,-0.0,0.35926638077367956,2.3422626454349675,0.2501574356556767
196,196,Myeloid cells,ABT737,LSM-1180,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],1.0,public_test,4,17,0,1.0,83.36717224121094,0.4785291254520416,59.609561920166016,38,0.6764665842056274,0.5177478790283203,1.0061051845550537,-0.10910894511800284,-0.0,-0.0,-0.0,0.35926638077367956,-0.4813559930732053,0.2501574356556767
197,197,B cells,Nilotinib,LSM-1099,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,1.0,private_test,4,17,0,1.0,92.43486785888672,0.5585384368896484,90.99391174316406,2359,0.5920534133911133,0.45832425355911255,0.6690166592597961,-0.10910894511800284,-0.0,-0.0,-0.0,0.5611010295313247,0.0774920726718259,0.45199208441332184
