target,gene,split
jurkat,DDX55,calibration_pool
jurkat,PPIH,calibration_pool
jurkat,ATF4,calibration_pool
jurkat,WDR12,calibration_pool
jurkat,SARS2,calibration_pool
jurkat,WDR61,calibration_pool
jurkat,TADA3,calibration_pool
jurkat,ATR,calibration_pool
jurkat,MRPL41,calibration_pool
jurkat,GPN1,calibration_pool
jurkat,QARS,calibration_pool
jurkat,SLBP,calibration_pool
jurkat,COPS4,calibration_pool
jurkat,SMG5,calibration_pool
jurkat,RTF1,calibration_pool
jurkat,RBM25,calibration_pool
jurkat,RPP38,calibration_pool
jurkat,GTF2B,calibration_pool
jurkat,DARS,calibration_pool
jurkat,POLD2,calibration_pool
jurkat,MED30,calibration_pool
jurkat,LETM1,calibration_pool
jurkat,PDRG1,calibration_pool
jurkat,RPL39,calibration_pool
jurkat,MRPS9,calibration_pool
jurkat,RNASEH2C,calibration_pool
jurkat,TERF2,calibration_pool
jurkat,ARL2,calibration_pool
jurkat,LAS1L,calibration_pool
jurkat,MED28,calibration_pool
jurkat,NCBP1,calibration_pool
jurkat,RPL12,calibration_pool
jurkat,IGBP1,calibration_pool
jurkat,CINP,calibration_pool
jurkat,TRMT112,calibration_pool
jurkat,DDX18,calibration_pool
jurkat,PFDN2,calibration_pool
jurkat,BYSL,calibration_pool
jurkat,WDR82,calibration_pool
jurkat,POLR3D,calibration_pool
jurkat,DLD,calibration_pool
jurkat,FARSA,calibration_pool
jurkat,HNRNPM,calibration_pool
jurkat,RARS2,calibration_pool
jurkat,NAA20,calibration_pool
jurkat,MCM4,calibration_pool
jurkat,GTF2E1,calibration_pool
jurkat,MRPL17,calibration_pool
jurkat,DHX37,calibration_pool
jurkat,MRPS21,calibration_pool
jurkat,RPS20,calibration_pool
jurkat,ATRIP,calibration_pool
jurkat,RSL24D1,calibration_pool
jurkat,PAM16,calibration_pool
jurkat,CMTR1,calibration_pool
jurkat,ZNF236,calibration_pool
jurkat,ESF1,calibration_pool
jurkat,EXOSC7,calibration_pool
jurkat,NACA,calibration_pool
jurkat,ACTB,calibration_pool
jurkat,DDX46,calibration_pool
jurkat,TIMM44,calibration_pool
jurkat,GFER,calibration_pool
jurkat,RPS27A,calibration_pool
jurkat,SURF6,calibration_pool
jurkat,GARS,calibration_pool
jurkat,DDX23,calibration_pool
jurkat,TOP1,calibration_pool
jurkat,RSL1D1,calibration_pool
jurkat,MRGBP,calibration_pool
jurkat,RIOK2,calibration_pool
jurkat,THOC6,calibration_pool
jurkat,UBA52,calibration_pool
jurkat,NDUFB4,calibration_pool
jurkat,GRSF1,calibration_pool
jurkat,GTF2F2,calibration_pool
jurkat,GFM1,calibration_pool
jurkat,HSPA9,calibration_pool
jurkat,RPL34,calibration_pool
jurkat,BNIP1,calibration_pool
jurkat,PPIL4,calibration_pool
jurkat,KAT8,calibration_pool
jurkat,WAC,calibration_pool
jurkat,ALDOA,calibration_pool
jurkat,DHX16,calibration_pool
jurkat,MCM6,calibration_pool
jurkat,TCERG1,calibration_pool
jurkat,EIF3B,calibration_pool
jurkat,CCT7,calibration_pool
jurkat,ZMAT2,calibration_pool
jurkat,RNF20,calibration_pool
jurkat,RRN3,calibration_pool
jurkat,PCID2,calibration_pool
jurkat,RFC4,calibration_pool
jurkat,MRPS35,calibration_pool
jurkat,MED10,calibration_pool
jurkat,MRPL13,calibration_pool
jurkat,PRMT1,calibration_pool
jurkat,DENR,calibration_pool
jurkat,HSPE1,calibration_pool
jurkat,UPF2,calibration_pool
jurkat,NAA10,calibration_pool
jurkat,MRPL18,calibration_pool
jurkat,RPL23A,calibration_pool
jurkat,BRD8,calibration_pool
jurkat,UQCRB,calibration_pool
jurkat,USPL1,calibration_pool
jurkat,SLU7,calibration_pool
jurkat,ABCE1,calibration_pool
jurkat,AAMP,calibration_pool
jurkat,GNL3L,calibration_pool
jurkat,EBNA1BP2,calibration_pool
jurkat,RBM48,calibration_pool
jurkat,MED19,calibration_pool
jurkat,LSM4,calibration_pool
jurkat,KANSL1,calibration_pool
