target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
hepg2,CHEK1+ctrl,RPE1,49,30,11485
hepg2,CHMP5+ctrl,RPE1,64,37,11485
hepg2,CHORDC1+ctrl,RPE1,142,54,11485
hepg2,CHTF18+ctrl,RPE1,118,48,11485
hepg2,CIAO1+ctrl,RPE1,88,48,11485
hepg2,CINP+ctrl,RPE1,40,27,11485
hepg2,CKAP5+ctrl,RPE1,83,46,11485
hepg2,CLNS1A+ctrl,RPE1,68,39,11485
hepg2,CLOCK+ctrl,RPE1,647,56,11485
hepg2,CLP1+ctrl,RPE1,27,22,11485
hepg2,CMTR1+ctrl,RPE1,80,41,11485
hepg2,CNOT10+ctrl,RPE1,88,45,11485
hepg2,CNOT11+ctrl,RPE1,67,37,11485
hepg2,CNOT2+ctrl,RPE1,62,40,11485
hepg2,CNOT3+ctrl,RPE1,54,37,11485
hepg2,CNOT9+ctrl,RPE1,32,25,11485
hepg2,COASY+ctrl,RPE1,59,35,11485
hepg2,COG1+ctrl,RPE1,66,37,11485
hepg2,COG4+ctrl,RPE1,62,36,11485
hepg2,COG6+ctrl,RPE1,94,47,11485
hepg2,COMTD1+ctrl,RPE1,138,48,11485
hepg2,COPB1+ctrl,RPE1,15,13,11485
hepg2,COPS2+ctrl,RPE1,41,27,11485
hepg2,COPS4+ctrl,RPE1,42,33,11485
hepg2,COQ4+ctrl,RPE1,40,30,11485
hepg2,COTL1+ctrl,RPE1,111,46,11485
hepg2,COX11+ctrl,RPE1,114,49,11485
hepg2,CPSF1+ctrl,RPE1,50,35,11485
hepg2,CPSF3+ctrl,RPE1,173,55,11485
hepg2,CPSF4+ctrl,RPE1,32,22,11485
hepg2,CPSF6+ctrl,RPE1,25,18,11485
hepg2,CRCP+ctrl,RPE1,91,46,11485
hepg2,CRKL+ctrl,RPE1,35,24,11485
hepg2,CS+ctrl,RPE1,99,48,11485
hepg2,CSE1L+ctrl,RPE1,252,56,11485
hepg2,CSNK2B+ctrl,RPE1,68,36,11485
hepg2,CSTF3+ctrl,RPE1,58,36,11485
hepg2,CTPS1+ctrl,RPE1,25,21,11485
hepg2,CTR9+ctrl,RPE1,38,26,11485
hepg2,CTU2+ctrl,RPE1,81,42,11485
hepg2,CUL2+ctrl,RPE1,29,24,11485
hepg2,CUL3+ctrl,RPE1,93,45,11485
hepg2,CUL7+ctrl,RPE1,36,27,11485
hepg2,CWC15+ctrl,RPE1,57,36,11485
hepg2,CWC25+ctrl,RPE1,31,26,11485
hepg2,CWF19L2+ctrl,RPE1,58,35,11485
hepg2,CXXC1+ctrl,RPE1,92,43,11485
hepg2,CYC1+ctrl,RPE1,73,42,11485
hepg2,CYREN+ctrl,RPE1,45,35,11485
hepg2,DAD1+ctrl,RPE1,36,25,11485
hepg2,DARS+ctrl,RPE1,30,25,11485
hepg2,DAXX+ctrl,RPE1,111,48,11485
hepg2,DCTN3+ctrl,RPE1,144,50,11485
hepg2,DCTN4+ctrl,RPE1,110,48,11485
hepg2,DDB1+ctrl,RPE1,74,40,11485
hepg2,DDX1+ctrl,RPE1,121,50,11485
hepg2,DDX10+ctrl,RPE1,32,26,11485
hepg2,DDX19A+ctrl,RPE1,393,56,11485
hepg2,DDX23+ctrl,RPE1,168,50,11485
hepg2,DDX41+ctrl,RPE1,30,28,11485
hepg2,DDX46+ctrl,RPE1,95,43,11485
hepg2,DDX47+ctrl,RPE1,93,45,11485
hepg2,DDX5+ctrl,RPE1,196,55,11485
hepg2,DDX52+ctrl,RPE1,34,21,11485
hepg2,DDX55+ctrl,RPE1,76,38,11485
hepg2,DDX59+ctrl,RPE1,46,34,11485
hepg2,DENR+ctrl,RPE1,77,37,11485
hepg2,DGCR8+ctrl,RPE1,43,35,11485
hepg2,DHPS+ctrl,RPE1,73,38,11485
hepg2,DHX16+ctrl,RPE1,71,40,11485
hepg2,DHX33+ctrl,RPE1,44,29,11485
hepg2,DHX36+ctrl,RPE1,71,42,11485
hepg2,DHX37+ctrl,RPE1,40,25,11485
hepg2,DHX8+ctrl,RPE1,88,43,11485
hepg2,DHX9+ctrl,RPE1,82,45,11485
hepg2,DKC1+ctrl,RPE1,23,20,11485
hepg2,DLD+ctrl,RPE1,71,37,11485
hepg2,DMAP1+ctrl,RPE1,43,30,11485
hepg2,DNAJC17+ctrl,RPE1,73,41,11485
hepg2,DNAJC8+ctrl,RPE1,138,50,11485
hepg2,DNMT1+ctrl,RPE1,102,44,11485
hepg2,DOLK+ctrl,RPE1,121,48,11485
hepg2,DPAGT1+ctrl,RPE1,60,33,11485
hepg2,DPY19L4+ctrl,RPE1,184,54,11485
hepg2,DR1+ctrl,RPE1,37,28,11485
hepg2,DSN1+ctrl,RPE1,38,28,11485
hepg2,DSTYK+ctrl,RPE1,258,56,11485
hepg2,DTL+ctrl,RPE1,47,34,11485
hepg2,DUT+ctrl,RPE1,46,32,11485
hepg2,DYNC1H1+ctrl,RPE1,29,24,11485
hepg2,DYNC1I2+ctrl,RPE1,52,33,11485
hepg2,DYNLL2+ctrl,RPE1,212,54,11485
hepg2,EARS2+ctrl,RPE1,129,49,11485
hepg2,EBNA1BP2+ctrl,RPE1,32,25,11485
hepg2,ECD+ctrl,RPE1,48,35,11485
hepg2,EDC4+ctrl,RPE1,94,40,11485
hepg2,EEF2+ctrl,RPE1,70,39,11485
hepg2,EEFSEC+ctrl,RPE1,35,24,11485
hepg2,EFR3A+ctrl,RPE1,214,55,11485
hepg2,EHMT2+ctrl,RPE1,171,52,11485
hepg2,EIF1AX+ctrl,RPE1,52,32,11485
hepg2,EIF2B1+ctrl,RPE1,100,44,11485
hepg2,EIF2B5+ctrl,RPE1,114,48,11485
hepg2,EIF2S1+ctrl,RPE1,75,42,11485
hepg2,EIF2S2+ctrl,RPE1,30,26,11485
hepg2,EIF2S3+ctrl,RPE1,62,38,11485
hepg2,EIF3B+ctrl,RPE1,109,45,11485
hepg2,EIF3CL+ctrl,RPE1,337,56,11485
hepg2,EIF3D+ctrl,RPE1,49,33,11485
hepg2,EIF3E+ctrl,RPE1,46,33,11485
hepg2,EIF3I+ctrl,RPE1,72,40,11485
hepg2,EIF3J+ctrl,RPE1,64,41,11485
hepg2,EIF3L+ctrl,RPE1,114,49,11485
hepg2,EIF3M+ctrl,RPE1,63,36,11485
hepg2,EIF4A1+ctrl,RPE1,50,33,11485
hepg2,EIF4A3+ctrl,RPE1,20,17,11485
hepg2,EIF4E+ctrl,RPE1,65,38,11485
hepg2,EIF4G2+ctrl,RPE1,150,50,11485
hepg2,EIF4H+ctrl,RPE1,148,47,11485
hepg2,EIF6+ctrl,RPE1,57,32,11485
hepg2,ELL+ctrl,RPE1,168,54,11485
hepg2,ELOB+ctrl,RPE1,126,48,11485
hepg2,ELOF1+ctrl,RPE1,150,53,11485
hepg2,ELP2+ctrl,RPE1,72,41,11485
hepg2,ELP6+ctrl,RPE1,79,40,11485
hepg2,EMC7+ctrl,RPE1,134,52,11485
hepg2,ENY2+ctrl,RPE1,79,42,11485
hepg2,ERCC2+ctrl,RPE1,94,41,11485
hepg2,ESPL1+ctrl,RPE1,26,22,11485
hepg2,ESYT1+ctrl,RPE1,57,38,11485
hepg2,ESYT2+ctrl,RPE1,49,36,11485
hepg2,ETF1+ctrl,RPE1,84,44,11485
hepg2,EWSR1+ctrl,RPE1,88,40,11485
hepg2,EXOC1+ctrl,RPE1,46,31,11485
hepg2,EXOC2+ctrl,RPE1,85,42,11485
hepg2,EXOC3+ctrl,RPE1,52,32,11485
hepg2,EXOC4+ctrl,RPE1,27,20,11485
hepg2,EXOC5+ctrl,RPE1,91,44,11485
hepg2,EXOC7+ctrl,RPE1,32,21,11485
hepg2,EXOSC1+ctrl,RPE1,46,31,11485
hepg2,EXOSC2+ctrl,RPE1,42,30,11485
hepg2,EXOSC3+ctrl,RPE1,54,34,11485
hepg2,EXOSC7+ctrl,RPE1,43,27,11485
hepg2,FAM136A+ctrl,RPE1,504,56,11485
hepg2,FAM32A+ctrl,RPE1,44,33,11485
hepg2,FARSA+ctrl,RPE1,57,35,11485
hepg2,FASN+ctrl,RPE1,71,42,11485
hepg2,FBRSL1+ctrl,RPE1,77,41,11485
hepg2,FBXL14+ctrl,RPE1,91,45,11485
hepg2,FBXO42+ctrl,RPE1,876,56,11485
hepg2,FBXW7+ctrl,RPE1,197,55,11485
hepg2,FEN1+ctrl,RPE1,47,26,11485
hepg2,FKBP9+ctrl,RPE1,42,30,11485
hepg2,FNBP4+ctrl,RPE1,114,49,11485
hepg2,FOXO1+ctrl,RPE1,65,34,11485
hepg2,FOXS1+ctrl,RPE1,88,43,11485
hepg2,FTSJ3+ctrl,RPE1,41,29,11485
hepg2,FUNDC2+ctrl,RPE1,41,30,11485
hepg2,FXN+ctrl,RPE1,33,25,11485
hepg2,FYN+ctrl,RPE1,146,55,11485
hepg2,GABPB1+ctrl,RPE1,48,32,11485
hepg2,GARS+ctrl,RPE1,99,43,11485
hepg2,GART+ctrl,RPE1,45,35,11485
hepg2,GBF1+ctrl,RPE1,93,47,11485
hepg2,GEMIN4+ctrl,RPE1,79,46,11485
hepg2,GEMIN6+ctrl,RPE1,45,32,11485
hepg2,GEMIN8+ctrl,RPE1,45,26,11485
hepg2,GET3+ctrl,RPE1,161,53,11485
hepg2,GFER+ctrl,RPE1,67,39,11485
hepg2,GFM1+ctrl,RPE1,1669,56,11485
hepg2,GFOD2+ctrl,RPE1,123,51,11485
hepg2,GGPS1+ctrl,RPE1,52,36,11485
hepg2,GINS2+ctrl,RPE1,57,32,11485
hepg2,GIT2+ctrl,RPE1,48,33,11485
hepg2,GLE1+ctrl,RPE1,81,42,11485
hepg2,GLRX3+ctrl,RPE1,79,41,11485
hepg2,GMIP+ctrl,RPE1,140,53,11485
hepg2,GNL3+ctrl,RPE1,34,26,11485
hepg2,GON4L+ctrl,RPE1,107,48,11485
hepg2,GPN2+ctrl,RPE1,37,25,11485
hepg2,GPN3+ctrl,RPE1,34,28,11485
hepg2,GRB2+ctrl,RPE1,112,48,11485
hepg2,GRSF1+ctrl,RPE1,122,49,11485
hepg2,GRWD1+ctrl,RPE1,69,39,11485
hepg2,GSK3B+ctrl,RPE1,84,43,11485
hepg2,GTF2E1+ctrl,RPE1,46,33,11485
hepg2,GTF2F2+ctrl,RPE1,55,34,11485
hepg2,GTF2H2+ctrl,RPE1,47,29,11485
hepg2,GTF2H3+ctrl,RPE1,66,36,11485
hepg2,GTF3A+ctrl,RPE1,32,25,11485
hepg2,GTF3C2+ctrl,RPE1,77,39,11485
hepg2,GTF3C4+ctrl,RPE1,889,56,11485
hepg2,GTF3C5+ctrl,RPE1,103,50,11485
hepg2,GYG1+ctrl,RPE1,284,55,11485
hepg2,H2AFZ+ctrl,RPE1,263,54,11485
hepg2,HAUS1+ctrl,RPE1,48,33,11485
hepg2,HAUS3+ctrl,RPE1,37,25,11485
hepg2,HAUS5+ctrl,RPE1,90,46,11485
hepg2,HAUS6+ctrl,RPE1,61,36,11485
hepg2,HAUS7+ctrl,RPE1,117,50,11485
hepg2,HAUS8+ctrl,RPE1,169,56,11485
hepg2,HBS1L+ctrl,RPE1,45,30,11485
hepg2,HDAC7+ctrl,RPE1,86,43,11485
hepg2,HERC1+ctrl,RPE1,90,45,11485
hepg2,HEXIM1+ctrl,RPE1,48,34,11485
hepg2,HGS+ctrl,RPE1,44,33,11485
hepg2,HIPK1+ctrl,RPE1,69,42,11485
hepg2,HJURP+ctrl,RPE1,116,48,11485
hepg2,HMGA1+ctrl,RPE1,67,36,11485
hepg2,HMGB3+ctrl,RPE1,91,42,11485
hepg2,HMGCS1+ctrl,RPE1,259,55,11485
hepg2,HMX3+ctrl,RPE1,54,36,11485
hepg2,HNRNPH1+ctrl,RPE1,145,55,11485
hepg2,HNRNPK+ctrl,RPE1,69,40,11485
hepg2,HNRNPR+ctrl,RPE1,51,31,11485
hepg2,HPS5+ctrl,RPE1,39,28,11485
hepg2,HSCB+ctrl,RPE1,227,54,11485
hepg2,HSD17B10+ctrl,RPE1,809,56,11485
hepg2,HSPA14+ctrl,RPE1,104,47,11485
hepg2,HSPA5+ctrl,RPE1,64,36,11485
hepg2,HSPA9+ctrl,RPE1,94,43,11485
hepg2,HSPE1+ctrl,RPE1,98,47,11485
hepg2,HSPH1+ctrl,RPE1,25,21,11485
hepg2,HTATSF1+ctrl,RPE1,57,39,11485
hepg2,HYOU1+ctrl,RPE1,64,40,11485
hepg2,IARS+ctrl,RPE1,32,26,11485
hepg2,ICE1+ctrl,RPE1,61,37,11485
hepg2,IGBP1+ctrl,RPE1,71,39,11485
hepg2,IK+ctrl,RPE1,191,56,11485
hepg2,ILF2+ctrl,RPE1,54,35,11485
hepg2,IMPA2+ctrl,RPE1,40,27,11485
hepg2,INF2+ctrl,RPE1,115,54,11485
hepg2,ING3+ctrl,RPE1,133,49,11485
hepg2,INO80B+ctrl,RPE1,80,44,11485
hepg2,INO80C+ctrl,RPE1,147,53,11485
hepg2,INO80D+ctrl,RPE1,58,35,11485
hepg2,INO80E+ctrl,RPE1,79,40,11485
hepg2,INPPL1+ctrl,RPE1,108,46,11485
hepg2,INTS10+ctrl,RPE1,90,45,11485
hepg2,INTS13+ctrl,RPE1,288,56,11485
hepg2,INTS3+ctrl,RPE1,65,40,11485
hepg2,INTS4+ctrl,RPE1,50,35,11485
hepg2,INTS9+ctrl,RPE1,27,21,11485
hepg2,IPO11+ctrl,RPE1,77,41,11485
hepg2,IPO7+ctrl,RPE1,45,31,11485
hepg2,IPO9+ctrl,RPE1,106,48,11485
hepg2,IRF2BP2+ctrl,RPE1,76,41,11485
hepg2,ISCA2+ctrl,RPE1,143,51,11485
hepg2,ISCU+ctrl,RPE1,20,19,11485
hepg2,IST1+ctrl,RPE1,182,55,11485
hepg2,ISY1+ctrl,RPE1,40,24,11485
hepg2,JMJD6+ctrl,RPE1,183,55,11485
hepg2,KANSL1+ctrl,RPE1,27,24,11485
hepg2,KARS+ctrl,RPE1,26,21,11485
hepg2,KAT8+ctrl,RPE1,53,39,11485
hepg2,KCMF1+ctrl,RPE1,42,29,11485
hepg2,KDM1A+ctrl,RPE1,178,54,11485
hepg2,KDM6A+ctrl,RPE1,213,55,11485
hepg2,KIAA0586+ctrl,RPE1,52,37,11485
hepg2,KIF18A+ctrl,RPE1,26,19,11485
hepg2,KIF18B+ctrl,RPE1,34,26,11485
hepg2,KLF7+ctrl,RPE1,46,29,11485
hepg2,KPNB1+ctrl,RPE1,180,53,11485
hepg2,KRI1+ctrl,RPE1,43,30,11485
hepg2,LAMTOR1+ctrl,RPE1,321,55,11485
hepg2,LAMTOR3+ctrl,RPE1,38,28,11485
hepg2,LAS1L+ctrl,RPE1,41,28,11485
hepg2,LDB1+ctrl,RPE1,78,38,11485
hepg2,LETM1+ctrl,RPE1,153,50,11485
hepg2,LMO2+ctrl,RPE1,268,54,11485
hepg2,LRP5+ctrl,RPE1,104,47,11485
hepg2,LRR1+ctrl,RPE1,47,28,11485
hepg2,LSG1+ctrl,RPE1,60,37,11485
hepg2,LSM12+ctrl,RPE1,111,45,11485
hepg2,LSM3+ctrl,RPE1,48,28,11485
hepg2,LSM4+ctrl,RPE1,68,38,11485
hepg2,LSM5+ctrl,RPE1,72,36,11485
hepg2,LSM6+ctrl,RPE1,44,26,11485
hepg2,LSM7+ctrl,RPE1,44,30,11485
hepg2,MAD2L1+ctrl,RPE1,95,44,11485
hepg2,MAD2L2+ctrl,RPE1,229,55,11485
hepg2,MARS+ctrl,RPE1,31,23,11485
hepg2,MASTL+ctrl,RPE1,28,24,11485
hepg2,MAX+ctrl,RPE1,85,43,11485
hepg2,MBD3+ctrl,RPE1,187,50,11485
hepg2,MBIP+ctrl,RPE1,34,25,11485
hepg2,MBNL1+ctrl,RPE1,37,26,11485
hepg2,MBTPS1+ctrl,RPE1,184,55,11485
hepg2,MBTPS2+ctrl,RPE1,151,53,11485
hepg2,MCM2+ctrl,RPE1,41,28,11485
hepg2,MCM3+ctrl,RPE1,179,52,11485
hepg2,MCM3AP+ctrl,RPE1,70,41,11485
hepg2,MCM4+ctrl,RPE1,36,26,11485
hepg2,MCM6+ctrl,RPE1,120,52,11485
hepg2,MED11+ctrl,RPE1,32,23,11485
hepg2,MED16+ctrl,RPE1,44,25,11485
hepg2,MED18+ctrl,RPE1,35,26,11485
hepg2,MED19+ctrl,RPE1,195,54,11485
hepg2,MED22+ctrl,RPE1,29,24,11485
hepg2,MED24+ctrl,RPE1,34,24,11485
hepg2,MED29+ctrl,RPE1,29,24,11485
hepg2,MED4+ctrl,RPE1,59,36,11485
hepg2,MEN1+ctrl,RPE1,99,44,11485
hepg2,METAP1+ctrl,RPE1,55,39,11485
hepg2,MIOS+ctrl,RPE1,130,49,11485
hepg2,MIS12+ctrl,RPE1,25,21,11485
hepg2,MIS18BP1+ctrl,RPE1,33,27,11485
hepg2,MLST8+ctrl,RPE1,93,48,11485
hepg2,MMP17+ctrl,RPE1,61,37,11485
hepg2,MMS19+ctrl,RPE1,86,41,11485
hepg2,MNAT1+ctrl,RPE1,76,41,11485
hepg2,MON1A+ctrl,RPE1,172,55,11485
hepg2,MPHOSPH10+ctrl,RPE1,27,22,11485
hepg2,MRGBP+ctrl,RPE1,32,22,11485
hepg2,MRM1+ctrl,RPE1,29,25,11485
hepg2,MRPL34+ctrl,RPE1,159,53,11485
hepg2,MRPL36+ctrl,RPE1,1565,56,11485
hepg2,MRPL38+ctrl,RPE1,256,55,11485
hepg2,MRPS14+ctrl,RPE1,30,21,11485
hepg2,MRPS33+ctrl,RPE1,89,45,11485
hepg2,MRTO4+ctrl,RPE1,14,12,11485
hepg2,MTBP+ctrl,RPE1,86,41,11485
hepg2,MYBBP1A+ctrl,RPE1,31,23,11485
hepg2,MYBL2+ctrl,RPE1,877,56,11485
hepg2,MYSM1+ctrl,RPE1,106,51,11485
hepg2,NAA10+ctrl,RPE1,58,39,11485
hepg2,NAA20+ctrl,RPE1,89,43,11485
hepg2,NAA35+ctrl,RPE1,308,56,11485
hepg2,NAA50+ctrl,RPE1,53,34,11485
hepg2,NACA+ctrl,RPE1,25,19,11485
hepg2,NAF1+ctrl,RPE1,60,34,11485
hepg2,NCAPG+ctrl,RPE1,28,21,11485
hepg2,NCAPG2+ctrl,RPE1,39,30,11485
hepg2,NCAPH+ctrl,RPE1,36,23,11485
hepg2,NCAPH2+ctrl,RPE1,60,40,11485
hepg2,NCBP1+ctrl,RPE1,28,24,11485
hepg2,NCBP2+ctrl,RPE1,34,25,11485
hepg2,NDC1+ctrl,RPE1,109,48,11485
hepg2,NDC80+ctrl,RPE1,94,47,11485
hepg2,NDUFA2+ctrl,RPE1,29,23,11485
hepg2,NDUFA3+ctrl,RPE1,169,51,11485
hepg2,NELFA+ctrl,RPE1,60,34,11485
hepg2,NELFCD+ctrl,RPE1,111,50,11485
hepg2,NFKBIE+ctrl,RPE1,62,39,11485
hepg2,NFRKB+ctrl,RPE1,148,51,11485
hepg2,NFS1+ctrl,RPE1,56,32,11485
hepg2,NFYB+ctrl,RPE1,78,41,11485
hepg2,NFYC+ctrl,RPE1,111,50,11485
hepg2,NHP2+ctrl,RPE1,44,29,11485
hepg2,NKAPD1+ctrl,RPE1,117,47,11485
hepg2,NOC3L+ctrl,RPE1,40,29,11485
hepg2,NOL11+ctrl,RPE1,29,21,11485
hepg2,NOL12+ctrl,RPE1,28,21,11485
hepg2,NOL7+ctrl,RPE1,44,32,11485
hepg2,NOL8+ctrl,RPE1,37,29,11485
hepg2,NOMO1+ctrl,RPE1,69,42,11485
hepg2,NOMO3+ctrl,RPE1,115,50,11485
hepg2,NOP9+ctrl,RPE1,39,28,11485
hepg2,NPM1+ctrl,RPE1,40,27,11485
hepg2,NRBP1+ctrl,RPE1,149,53,11485
hepg2,NRDE2+ctrl,RPE1,46,30,11485
hepg2,NRF1+ctrl,RPE1,54,33,11485
hepg2,NSF+ctrl,RPE1,62,38,11485
hepg2,NSL1+ctrl,RPE1,51,29,11485
hepg2,NSMCE2+ctrl,RPE1,73,37,11485
hepg2,NSRP1+ctrl,RPE1,40,29,11485
hepg2,NUB1+ctrl,RPE1,144,51,11485
hepg2,NUBP1+ctrl,RPE1,37,29,11485
hepg2,NUBP2+ctrl,RPE1,88,39,11485
hepg2,NUDT15+ctrl,RPE1,69,34,11485
hepg2,NUF2+ctrl,RPE1,58,34,11485
hepg2,NUP133+ctrl,RPE1,106,47,11485
hepg2,NUP160+ctrl,RPE1,62,39,11485
hepg2,NUP205+ctrl,RPE1,52,32,11485
hepg2,NUP35+ctrl,RPE1,64,35,11485
hepg2,NUP43+ctrl,RPE1,71,37,11485
hepg2,NUP54+ctrl,RPE1,79,41,11485
hepg2,NUP85+ctrl,RPE1,74,42,11485
hepg2,NUTF2+ctrl,RPE1,55,36,11485
hepg2,OGFOD1+ctrl,RPE1,52,32,11485
hepg2,OPA1+ctrl,RPE1,60,32,11485
hepg2,ORC1+ctrl,RPE1,56,32,11485
hepg2,ORC3+ctrl,RPE1,57,38,11485
hepg2,ORC4+ctrl,RPE1,159,52,11485
hepg2,ORC6+ctrl,RPE1,33,27,11485
hepg2,OSGEP+ctrl,RPE1,69,42,11485
hepg2,OSTC+ctrl,RPE1,28,22,11485
hepg2,PABPC1+ctrl,RPE1,77,41,11485
hepg2,PABPC4+ctrl,RPE1,75,43,11485
hepg2,PABPN1+ctrl,RPE1,36,24,11485
hepg2,PAF1+ctrl,RPE1,67,35,11485
hepg2,PAFAH1B1+ctrl,RPE1,26,18,11485
hepg2,PALB2+ctrl,RPE1,36,25,11485
hepg2,PAM16+ctrl,RPE1,72,37,11485
hepg2,PARN+ctrl,RPE1,153,49,11485
hepg2,PARS2+ctrl,RPE1,292,56,11485
hepg2,PAXBP1+ctrl,RPE1,138,50,11485
hepg2,PCBP2+ctrl,RPE1,182,53,11485
hepg2,PCID2+ctrl,RPE1,145,52,11485
hepg2,PCM1+ctrl,RPE1,27,21,11485
hepg2,PCNX3+ctrl,RPE1,171,53,11485
hepg2,PDAP1+ctrl,RPE1,36,28,11485
hepg2,PDCD2+ctrl,RPE1,29,23,11485
hepg2,PDCD5+ctrl,RPE1,132,48,11485
hepg2,PDCD7+ctrl,RPE1,32,25,11485
hepg2,PDHA1+ctrl,RPE1,27,20,11485
hepg2,PDRG1+ctrl,RPE1,27,19,11485
hepg2,PELP1+ctrl,RPE1,70,41,11485
hepg2,PET117+ctrl,RPE1,154,54,11485
hepg2,PEX19+ctrl,RPE1,68,36,11485
hepg2,PFDN2+ctrl,RPE1,39,30,11485
hepg2,PGAM1+ctrl,RPE1,115,46,11485
hepg2,PGAM5+ctrl,RPE1,173,54,11485
hepg2,PGK1+ctrl,RPE1,110,48,11485
hepg2,PGS1+ctrl,RPE1,95,48,11485
hepg2,PHAX+ctrl,RPE1,108,49,11485
hepg2,PHB2+ctrl,RPE1,57,33,11485
hepg2,PHF10+ctrl,RPE1,124,47,11485
hepg2,PI4KA+ctrl,RPE1,68,38,11485
hepg2,PIGH+ctrl,RPE1,40,32,11485
hepg2,PIK3R4+ctrl,RPE1,68,37,11485
hepg2,PLK4+ctrl,RPE1,174,54,11485
hepg2,PMPCB+ctrl,RPE1,145,51,11485
hepg2,PNKP+ctrl,RPE1,54,33,11485
hepg2,PNN+ctrl,RPE1,66,40,11485
hepg2,POGLUT3+ctrl,RPE1,768,56,11485
hepg2,POLA1+ctrl,RPE1,53,35,11485
hepg2,POLA2+ctrl,RPE1,43,31,11485
hepg2,POLD2+ctrl,RPE1,97,48,11485
hepg2,POLD3+ctrl,RPE1,45,31,11485
hepg2,POLR1C+ctrl,RPE1,177,53,11485
hepg2,POLR2F+ctrl,RPE1,53,34,11485
hepg2,POLR2I+ctrl,RPE1,143,52,11485
hepg2,POLR2M+ctrl,RPE1,172,49,11485
hepg2,POLR3D+ctrl,RPE1,30,22,11485
hepg2,POLR3E+ctrl,RPE1,40,28,11485
hepg2,POLR3F+ctrl,RPE1,37,27,11485
hepg2,POLR3H+ctrl,RPE1,50,28,11485
hepg2,POLRMT+ctrl,RPE1,212,56,11485
hepg2,POP4+ctrl,RPE1,40,27,11485
hepg2,POP5+ctrl,RPE1,37,27,11485
hepg2,POP7+ctrl,RPE1,56,32,11485
hepg2,POU3F1+ctrl,RPE1,133,49,11485
hepg2,PPA1+ctrl,RPE1,130,52,11485
hepg2,PPARGC1B+ctrl,RPE1,77,42,11485
hepg2,PPIE+ctrl,RPE1,25,23,11485
hepg2,PPIH+ctrl,RPE1,36,31,11485
hepg2,PPIL2+ctrl,RPE1,37,24,11485
hepg2,PPIL4+ctrl,RPE1,86,47,11485
hepg2,PPP1R10+ctrl,RPE1,23,18,11485
hepg2,PPP1R11+ctrl,RPE1,47,32,11485
hepg2,PPP1R15B+ctrl,RPE1,60,41,11485
hepg2,PPP1R2+ctrl,RPE1,80,42,11485
hepg2,PPP1R37+ctrl,RPE1,347,56,11485
hepg2,PPP1R7+ctrl,RPE1,39,23,11485
hepg2,PPP1R8+ctrl,RPE1,142,52,11485
hepg2,PPP2CA+ctrl,RPE1,94,47,11485
hepg2,PPP2CB+ctrl,RPE1,92,49,11485
hepg2,PPP2R1A+ctrl,RPE1,215,54,11485
hepg2,PPP2R3C+ctrl,RPE1,128,51,11485
hepg2,PPP4R2+ctrl,RPE1,68,35,11485
hepg2,PPP6C+ctrl,RPE1,1539,56,11485
hepg2,PPWD1+ctrl,RPE1,47,33,11485
hepg2,PRDM10+ctrl,RPE1,54,34,11485
hepg2,PRDM8+ctrl,RPE1,28,25,11485
hepg2,PRIM2+ctrl,RPE1,31,27,11485
hepg2,PRKCA+ctrl,RPE1,107,46,11485
hepg2,PRKRA+ctrl,RPE1,50,35,11485
hepg2,PRMT1+ctrl,RPE1,36,28,11485
hepg2,PRMT5+ctrl,RPE1,126,50,11485
hepg2,PRORP+ctrl,RPE1,151,54,11485
hepg2,PRPF18+ctrl,RPE1,59,34,11485
hepg2,PRPF38A+ctrl,RPE1,36,27,11485
hepg2,PRRC2A+ctrl,RPE1,147,52,11485
hepg2,PSMA2+ctrl,RPE1,18,17,11485
hepg2,PSMA3+ctrl,RPE1,35,28,11485
hepg2,PSMA6+ctrl,RPE1,21,19,11485
hepg2,PSMB2+ctrl,RPE1,49,32,11485
hepg2,PSMB3+ctrl,RPE1,35,25,11485
hepg2,PSMB4+ctrl,RPE1,25,21,11485
hepg2,PSMB6+ctrl,RPE1,57,37,11485
hepg2,PSMC1+ctrl,RPE1,68,39,11485
hepg2,PSMC2+ctrl,RPE1,34,26,11485
hepg2,PSMC4+ctrl,RPE1,26,19,11485
hepg2,PSMC5+ctrl,RPE1,85,42,11485
hepg2,PSMD1+ctrl,RPE1,21,18,11485
hepg2,PSMD11+ctrl,RPE1,16,14,11485
hepg2,PSMD12+ctrl,RPE1,15,12,11485
hepg2,PSMD4+ctrl,RPE1,22,21,11485
hepg2,PSMD6+ctrl,RPE1,26,18,11485
hepg2,PSTK+ctrl,RPE1,262,54,11485
hepg2,PTCD1+ctrl,RPE1,71,43,11485
hepg2,PTGR2+ctrl,RPE1,98,47,11485
hepg2,PTK2+ctrl,RPE1,75,37,11485
hepg2,PTPMT1+ctrl,RPE1,100,48,11485
hepg2,PTPN1+ctrl,RPE1,93,45,11485
hepg2,PTPN23+ctrl,RPE1,33,25,11485
hepg2,PUM1+ctrl,RPE1,76,38,11485
hepg2,PXN+ctrl,RPE1,128,51,11485
hepg2,PYROXD1+ctrl,RPE1,130,49,11485
hepg2,QARS+ctrl,RPE1,78,41,11485
hepg2,RAB18+ctrl,RPE1,45,31,11485
hepg2,RAB4A+ctrl,RPE1,176,54,11485
hepg2,RAB4B+ctrl,RPE1,229,55,11485
