panel,split,condition,n_cells,is_single_gene,condition_selected_before_prescribe_run,prescribe_prediction_or_uncertainty_used_for_selection,source_split_csv,split_csv_sha256
Norman_P1,test,PTPN13+ctrl,270,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,S1PR2+ctrl,541,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,SNAI1+ctrl,467,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,SPI1+ctrl,613,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,STIL+ctrl,309,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P1,test,TSC22D1+ctrl,441,True,True,False,docs/实验结果/E67_norman_scgpt_formal_fixed_panel_20260711/tables/E67_FIXED_SPLIT.csv,sha256:d255779a36ca64b146f204dbdb5b499d652b459d6a06785dd396ed770b994e5d
Norman_P2,train,ctrl,11855,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CBL+UBASH3A,64,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CBL+UBASH3B,410,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CBL+ctrl,663,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CDKN1A+CDKN1B,134,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CDKN1A+CDKN1C,126,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CDKN1A+ctrl,360,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CDKN1B+CDKN1C,107,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CDKN1B+ctrl,550,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPA+CEBPB,64,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPA+CEBPE,180,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPA+JUN,54,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPA+KLF1,311,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPA+ZC3HAV1,86,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPB+CEBPE,114,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPB+FOSB,71,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPB+JUN,59,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPB+LYL1,192,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPB+MAPK1,412,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPB+OSR2,211,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPB+PTPN12,331,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+CNN1,237,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+ETS2,354,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+FOSB,151,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+KLF1,468,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+PTPN12,415,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+RUNX1T1,1219,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+SET,658,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+SPI1,179,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+ZC3HAV1,410,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CEBPE+ctrl,1233,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CITED1+ctrl,215,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CKS1B+ctrl,241,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CLDN6+KLF1,237,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CLDN6+ctrl,670,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CNN1+ETS2,905,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CNN1+MAPK1,398,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CNN1+UBASH3A,178,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CNN1+UBASH3B,402,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CNN1+ctrl,765,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,CNNM4+ctrl,470,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,COL2A1+KLF1,298,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,DLX2+SNAI1,131,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,DLX2+ZBTB10,89,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,DUSP9+ETS2,787,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,DUSP9+IGDCC3,382,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,DUSP9+KLF1,366,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,DUSP9+MAPK1,290,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,DUSP9+PRTG,297,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,DUSP9+SNAI1,183,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,DUSP9+ctrl,731,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,EGR1+ctrl,322,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,ETS2+IGDCC3,441,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,ETS2+IKZF3,445,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,ETS2+MAP7D1,324,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,ETS2+MAPK1,459,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,ETS2+PRTG,445,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,ETS2+TGFBR2,318,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,ETS2+ctrl,1201,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FEV+ISL2,284,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FEV+MAP7D1,277,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FEV+ctrl,704,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOSB+IKZF3,247,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOSB+OSR2,382,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOSB+PTPN12,345,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOSB+UBASH3B,426,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOSB+ctrl,630,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA1+FOXA3,216,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA1+FOXF1,272,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA1+FOXL2,192,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA1+HOXB9,295,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA1+KLF1,361,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA1+ctrl,851,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA3+FOXF1,175,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA3+FOXL2,130,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA3+HOXB9,329,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXA3+ctrl,494,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXF1+FOXL2,192,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXF1+HOXB9,200,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXF1+ctrl,874,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXL2+HOXB9,96,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXL2+MEIS1,193,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXL2+POU3F2,309,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXL2+ZNF318,246,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXL2+ctrl,652,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,FOXO4+ctrl,215,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,GLB1L2+ctrl,463,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,HES7+ctrl,126,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,HNF4A+ctrl,237,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,HOXB9+ctrl,701,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,HOXC13+ZC3HAV1,618,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,HOXC13+ctrl,385,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,IER5L+LYL1,623,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,IER5L+ctrl,405,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,IGDCC3+MAPK1,368,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,IGDCC3+PRTG,140,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,IGDCC3+TGFBR2,301,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,IGDCC3+ZBTB25,141,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,IGDCC3+ctrl,613,True,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
Norman_P2,train,IKZF3+MAP2K3,261,False,True,False,docs/实验结果/E76b_norman_scgpt_panel2_20260711/tables/E76b_FIXED_SPLIT.csv,sha256:05561cdac48d41c6ca71ab5f33ebe1045cd5ed7fbdcac4ca18f29bc3d87dbc01
